"Occurrences","lex","Lexeme","None","Qal","Nifal","Piel","Pual","Hitpael","Hifil","Hofal","Hishtafal","Passive Qal","Etpaal","Nitpael","Hotpaal","Tifal","Hitpoal","Poal","Poel"
4,"ZMRH/","זִמְרָה I",,,,,,,,,,,,,,,,,
4,"ZMRH=/","זִמְרָה II",,,,,,,,,,,,,,,,,
14,"ZMRJ/","זִמְרִי I",,,,,,,,,,,,,,,,,
1,"ZMRJ=/","זִמְרִי II",,,,,,,,,,,,,,,,,
2,"ZMRN/","זִמְרָן ",,,,,,,,,,,,,,,,,
3,"ZN/","זַן ",,,,,,,,,,,,,,,,,
11,"ZNB/","זָנָב ","hale, ende",,,,,,,,,,,,,,,,
2,"ZNB[","זנב ",,,,,,,,,,,,,,,,,
1,"ZNH=[","זנה II",,,,,,,,,,,,,,,,,
93,"ZNH[","זנה I",,"s",,,,,,,,,,,,,,,
4,"ZNWX/","זָנֹוחַ I",,,,,,,,,,,,,,,,,
1,"ZNWX=/","זָנֹוחַ II",,,,,,,,,,,,,,,,,
12,"ZNWNJM/","זְנוּנִים ",,,,,,,,,,,,,,,,,
9,"ZNWT/","זְנוּת ",,,,,,,,,,,,,,,,,
1,"ZNX=[","זנח II",,,,,,,,,,,,,,,,,
19,"ZNX[","זנח I",,,,,,,,,,,,,,,,,
1,"ZNQ[","זנק ",,,,,,,,,,,,,,,,,
1,"Z<H/","זֵעָה ","sved",,,,,,,,,,,,,,,,
7,"Z<WH/","זַעֲוָה ",,,,,,,,,,,,,,,,,
2,"Z<WN/","זַעֲוָן ",,,,,,,,,,,,,,,,,
5,"Z<JR/","זְעֵיר ",,,,,,,,,,,,,,,,,
1,"Z<K[","זעך ",,,,,,,,,,,,,,,,,
22,"Z<M/","זַעַם ",,,,,,,,,,,,,,,,,
12,"Z<M[","זעם ",,,,,,,,,,,,,,,,,
6,"Z<P/","זַעַף I",,,,,,,,,,,,,,,,,
2,"Z<P=/","זָעֵף II",,,,,,,,,,,,,,,,,
5,"Z<P[","זעף ",,,,,,,,,,,,,,,,,
73,"Z<Q[","זעק ",,"råbe",,,,,,,,,,,,,,,
18,"Z<QH/","זְעָקָה ",,,,,,,,,,,,,,,,,
1,"ZPRWN/","זִפְרֹון ",,,,,,,,,,,,,,,,,
3,"ZPT/","זֶפֶת ",,,,,,,,,,,,,,,,,
1,"ZQ/","זֵק ",,,,,,,,,,,,,,,,,
4,"ZQJM/","זִקִּים ",,,,,,,,,,,,,,,,,
181,"ZQN/","זָקֵן I","gammel, ældre person",,,,,,,,,,,,,,,,
19,"ZQN=/","זָקָן II","skæg",,,,,,,,,,,,,,,,
1,"ZQN==/","זֹקֶן III",,,,,,,,,,,,,,,,,
24,"ZQN[","זקן ",,"være gammel",,,,,,,,,,,,,,,
6,"ZQNH/","זִקְנָה ",,,,,,,,,,,,,,,,,
4,"ZQNJM/","זְקֻנִים ",,,,,,,,,,,,,,,,,
2,"ZQP[","זקף ",,,,,,,,,,,,,,,,,
7,"ZQQ[","זקק ",,,,,,,,,,,,,,,,,
70,"ZR/","זָר I","underlig, ulovlig",,,,,,,,,,,,,,,,
10,"ZR=/","זֵר II",,,,,,,,,,,,,,,,,
1,"ZR>/","זָרָא ",,,,,,,,,,,,,,,,,
1,"ZRB[","זרב ",,,,,,,,,,,,,,,,,
21,"ZRBBL/","זְרֻבָּבֶל ",,,,,,,,,,,,,,,,,
4,"ZRD/","זֶרֶד ",,,,,,,,,,,,,,,,,
1,"ZRH=[","זרה II",,,,,,,,,,,,,,,,,
40,"ZRH[","זרה I",,,,,,,,,,,,,,,,,
91,"ZRW</","זְרֹועַ I","arm, underarm",,,,,,,,,,,,,,,,
2,"ZRW<=/","זֵרוּעַ II",,,,,,,,,,,,,,,,,
1,"ZRZJP/","זַרְזִיף ",,,,,,,,,,,,,,,,,
1,"ZRZJR/","זַרְזִיר ",,,,,,,,,,,,,,,,,
1,"ZRX/","זֶרַח I",,,,,,,,,,,,,,,,,
21,"ZRX=/","זֶרַח II",,,,,,,,,,,,,,,,,
18,"ZRX[","זרח ",,"Skinne, stå op",,,,,,,,,,,,,,,
6,"ZRXJ/","זַרְחִי ",,,,,,,,,,,,,,,,,
5,"ZRXJH/","זְרַחְיָה ",,,,,,,,,,,,,,,,,
9,"ZRM/","זֶרֶם ",,,,,,,,,,,,,,,,,
2,"ZRM[","זרם ",,,,,,,,,,,,,,,,,
2,"ZRMH/","זִרְמָה ",,,,,,,,,,,,,,,,,
229,"ZR</","זֶרַע ","frø, efterkommer",,,,,,,,,,,,,,,,
56,"ZR<[","זרע ",,"så",,,"blive sået",,"sætte frø, få afkom",,,,,,,,,,
1,"ZR<JM/","זֵרֹעִים ",,,,,,,,,,,,,,,,,
1,"ZR<NJM/","זֵרְעֹנִים ",,,,,,,,,,,,,,,,,
1,"ZRQ=[","זרק II",,,,,,,,,,,,,,,,,
34,"ZRQ[","זרק I",,"stænke på, sprede",,,,,,,,,,,,,,,
1,"ZRR[","זרר ",,,,,,,,,,,,,,,,,
4,"ZRC/","זֶרֶשׁ ",,,,,,,,,,,,,,,,,
7,"ZRT/","זֶרֶת ","håndfuld, ½ alen, ca. 25 cm",,,,,,,,,,,,,,,,
4,"ZTW>/","זַתּוּא ",,,,,,,,,,,,,,,,,
2,"ZTM/","זֵתָם ",,,,,,,,,,,,,,,,,
1,"ZTR/","זֵתַר ",,,,,,,,,,,,,,,,,
1,"XB/","חֹב ",,,,,,,,,,,,,,,,,
34,"XB>[","חבא ",,,"skjule sig, være skjult",,,,"skjule sig, være skjult",,,,,,,,,,
2,"XBB/","חֹבָב ",,,,,,,,,,,,,,,,,
1,"XBB[","חבב ",,,,,,,,,,,,,,,,,
1,"XBH/","חֻבָּה ",,,,,,,,,,,,,,,,,
4,"XBH[","חבה ",,,,,,,,,,,,,,,,,
3,"XBWR/","חָבֹור ",,,,,,,,,,,,,,,,,
7,"XBWRH/","חַבּוּרָה ","sår, flænge",,,,,,,,,,,,,,,,
5,"XBV[","חבט ",,,,,,,,,,,,,,,,,
2,"XBJH/","חֳבַיָּה ",,,,,,,,,,,,,,,,,
1,"XBJWN/","חֶבְיֹון ",,,,,,,,,,,,,,,,,
7,"XBL/","חֵבֶל I","",,,,,,,,,,,,,,,,
50,"XBL=/","חֶבֶל II",,,,,,,,,,,,,,,,,
5,"XBL==/","חֹבֵל III",,,,,,,,,,,,,,,,,
2,"XBL===/","חֶבֶל IV",,,,,,,,,,,,,,,,,
3,"XBL====/","חֲבֹל V",,,,,,,,,,,,,,,,,
1,"XBL=====/","חִבֵּל VI",,,,,,,,,,,,,,,,,
1,"XBL======/","חֵבֶל VII",,,,,,,,,,,,,,,,,
3,"XBL==[","חבל III",,,,,,,,,,,,,,,,,
11,"XBL=[","חבל II",,,,,,,,,,,,,,,,,
13,"XBL[","חבל I",,"tage pant",,,,,,,,,,,,,,,
1,"XBLH/","חֲבֹלָה ",,,,,,,,,,,,,,,,,
2,"XBLJM/","חֹבְלִים ",,,,,,,,,,,,,,,,,
2,"XBYLT/","חֲבַצֶּלֶת ",,,,,,,,,,,,,,,,,
1,"XBYNJH/","חֲבַצִּנְיָה ",,,,,,,,,,,,,,,,,
2,"XBQ/","חִבֻּק ",,,,,,,,,,,,,,,,,
13,"XBQ[","חבק ",,,,,,,,,,,,,,,,,
2,"XBQWQ/","חֲבַקּוּק ",,,,,,,,,,,,,,,,,
12,"XBR/","חָבֵר I",,,,,,,,,,,,,,,,,
7,"XBR=/","חֶבֶר II",,,,,,,,,,,,,,,,,
1,"XBR==/","חַבָּר III",,,,,,,,,,,,,,,,,
11,"XBR===/","חֶבֶר IV",,,,,,,,,,,,,,,,,
1,"XBR=[","חבר II",,,,,,,,,,,,,,,,,
28,"XBR[","חבר I",,,,,,,,,,,,,,,,,
1,"XBRBRT/","חֲבַרְבֻּרֹת ",,,,,,,,,,,,,,,,,
1,"XBRH/","חֶבְרָה ",,,,,,,,,,,,,,,,,
9,"XBRWN/","חֶבְרֹון I",,,,,,,,,,,,,,,,,
62,"XBRWN=/","חֶבְרֹון II","Hebron",,,,,,,,,,,,,,,,
1,"XBRJ/","חֶבְרִי ",,,,,,,,,,,,,,,,,
6,"XBRNJ/","חֶבְרֹנִי ",,,,,,,,,,,,,,,,,
4,"XBRT/","חֹבֶרֶת I",,,,,,,,,,,,,,,,,
1,"XBRT=/","חֲבֶרֶת II",,,,,,,,,,,,,,,,,
33,"XBC[","חבשׁ ",,,,,,,,,,,,,,,,,
1,"XBTJM/","חֲבִתִּים ",,,,,,,,,,,,,,,,,
62,"XG/","חַג ",,,,,,,,,,,,,,,,,
1,"XG>/","חָגָּא ",,,,,,,,,,,,,,,,,
5,"XGB/","חָגָב I","græshopper",,,,,,,,,,,,,,,,
1,"XGB=/","חָגָב II",,,,,,,,,,,,,,,,,
2,"XGBH/","חֲגָבָה ",,,,,,,,,,,,,,,,,
16,"XGG[","חגג ",,,,,,,,,,,,,,,,,
3,"XGW/","חָגוּ ",,,,,,,,,,,,,,,,,
1,"XGWR/","חָגֹור I",,,,,,,,,,,,,,,,,
3,"XGWR=/","חֲגֹור II",,,,,,,,,,,,,,,,,
5,"XGWRH/","חֲגֹורָה ","lændeklæde, bælte",,,,,,,,,,,,,,,,
1,"XGJ/","חַגִּי I",,,,,,,,,,,,,,,,,
9,"XGJ=/","חַגַּי II",,,,,,,,,,,,,,,,,
2,"XGJ==/","חַגִּי III",,,,,,,,,,,,,,,,,
1,"XGJH/","חַגִּיָּה ",,,,,,,,,,,,,,,,,
5,"XGJT/","חַגִּית ","Haggit",,,,,,,,,,,,,,,,
4,"XGLH/","חָגְלָה ",,,,,,,,,,,,,,,,,
44,"XGR[","חגר ",,"binde lændeklæde omkring sig",,,,,,,,,,,,,,,
4,"XD/","חַד I",,,,,,,,,,,,,,,,,
1,"XD=/","חַד II",,,,,,,,,,,,,,,,,
2,"XDD/","חֲדַד ",,,,,,,,,,,,,,,,,
4,"XDD[","חדד ",,,,,,,,,,,,,,,,,
3,"XDH[","חדה ",,,,,,,,,,,,,,,,,
1,"XDWDJM/","חַדּוּדִים ",,,,,,,,,,,,,,,,,
2,"XDWH/","חֶדְוָה ",,,,,,,,,,,,,,,,,
3,"XDJD/","חָדִיד ",,,,,,,,,,,,,,,,,
3,"XDL/","חָדֵל I","tab, ophør",,,,,,,,,,,,,,,,
1,"XDL=/","חֶדֶל II",,,,,,,,,,,,,,,,,
58,"XDL[","חדל ",,"ophøre med",,,,,,,,,,,,,,,
1,"XDLJ/","חַדְלָי ",,,,,,,,,,,,,,,,,
2,"XDQ/","חֵדֶק ",,,,,,,,,,,,,,,,,
2,"XDQL/","חִדֶּקֶל ","Tigris",,,,,,,,,,,,,,,,
38,"XDR/","חֶדֶר ","kammer, soveværelse ",,,,,,,,,,,,,,,,
1,"XDR[","חדר ",,,,,,,,,,,,,,,,,
1,"XDRK/","חַדְרָךְ ",,,,,,,,,,,,,,,,,
52,"XDC/","חָדָשׁ I",,,,,,,,,,,,,,,,,
284,"XDC=/","חֹדֶשׁ II","måned, nymåne",,,,,,,,,,,,,,,,
1,"XDC==/","חֹדֶשׁ III",,,,,,,,,,,,,,,,,
10,"XDC[","חדשׁ ",,,,"forny, genoprette",,,,,,,,,,,,,
1,"XDCH/","חֲדָשָׁה ",,,,,,,,,,,,,,,,,
1,"XWB/","חֹוב ",,,,,,,,,,,,,,,,,
1,"XWB[","חוב ",,,,,,,,,,,,,,,,,
1,"XWBH/","חֹובָה ",,,,,,,,,,,,,,,,,
3,"XWG/","חוּג ","hvælv, cirkel",,,,,,,,,,,,,,,,
1,"XWG[","חוג ",,,,,,,,,,,,,,,,,
4,"XWD[","חוד ",,,,,,,,,,,,,,,,,
8,"XWH/","חַוָּה I",,,,,,,,,,,,,,,,,
2,"XWH=/","חַוָּה II","Eva",,,,,,,,,,,,,,,,
6,"XWH=[","חוה II",,,,,,,,,,,,,,,,,
170,"XWH[","חוה I",,,,,,,,,"tilbede, bøje sig",,,,,,,,
11,"XWX/","חֹוחַ I",,,,,,,,,,,,,,,,,
1,"XWX=/","חֹוחַ II",,,,,,,,,,,,,,,,,
7,"XWV/","חוּט ",,,,,,,,,,,,,,,,,
25,"XWJ/","חִוִּי ",,,,,,,,,,,,,,,,,
7,"XWJLH/","חֲוִילָה ","Havila",,,,,,,,,,,,,,,,
22,"XWL/","חֹול I",,,,,,,,,,,,,,,,,
1,"XWL=/","חֹול II",,,,,,,,,,,,,,,,,
2,"XWL==/","חוּל III",,,,,,,,,,,,,,,,,
12,"XWL[","חול ",,,,,,,,,,,,,,,,,
4,"XWM/","חוּם ",,,,,,,,,,,,,,,,,
133,"XWMH/","חֹומָה ","mur",,,,,,,,,,,,,,,,
24,"XWS[","חוס ",,,,,,,,,,,,,,,,,
7,"XWP/","חֹוף ",,,,,,,,,,,,,,,,,
1,"XWPM/","חוּפָם ",,,,,,,,,,,,,,,,,
1,"XWPMJ/","חוּפָמִי ",,,,,,,,,,,,,,,,,
164,"XWY/","חוּץ ","uden for (p), udenfor, uden (adv), gade (n), ",,,,,,,,,,,,,,,,
1,"XWQQ/","חוּקֹק ",,,,,,,,,,,,,,,,,
2,"XWR/","חוּר I",,,,,,,,,,,,,,,,,
16,"XWR=/","חוּר II",,,,,,,,,,,,,,,,,
1,"XWR[","חור ",,,,,,,,,,,,,,,,,
1,"XWRJ/","חֹורָי I",,,,,,,,,,,,,,,,,
1,"XWRJ=/","חוּרִי II",,,,,,,,,,,,,,,,,
1,"XWRJ==/","חוּרַי III",,,,,,,,,,,,,,,,,
3,"XWRM/","חוּרָם ",,,,,,,,,,,,,,,,,
2,"XWRN/","חַוְרָן ",,,,,,,,,,,,,,,,,
1,"XWC=[","חושׁ II",,,,,,,,,,,,,,,,,
19,"XWC[","חושׁ I",,"haste, skynde sig",,,,,,,,,,,,,,,
1,"XWCH/","חוּשָׁה ",,,,,,,,,,,,,,,,,
14,"XWCJ/","חוּשַׁי ",,,,,,,,,,,,,,,,,
2,"XWCJM/","חוּשִׁים I",,,,,,,,,,,,,,,,,
1,"XWCJM=/","חוּשִׁים II",,,,,,,,,,,,,,,,,
14,"XWTM/","חֹותָם I","segl, signetring",,,,,,,,,,,,,,,,
2,"XWTM=/","חֹותָם II",,,,,,,,,,,,,,,,,
23,"XZ>L/","חֲזָאֵל ",,,,,,,,,,,,,,,,,
13,"XZH/","חָזֶה I","bryststykke",,,,,,,,,,,,,,,,
18,"XZH=/","חֹזֶה II",,,,,,,,,,,,,,,,,
54,"XZH[","חזה ",,"see, forstå, stirre",,,,,,,,,,,,,,,
1,"XZW/","חֲזֹו ",,,,,,,,,,,,,,,,,
35,"XZWN/","חָזֹון ",,,,,,,,,,,,,,,,,
5,"XZWT/","חָזוּת I",,,,,,,,,,,,,,,,,
1,"XZWT=/","חֲזֹות II",,,,,,,,,,,,,,,,,
1,"XZJ>L/","חֲזִיאֵל ",,,,,,,,,,,,,,,,,
1,"XZJH/","חֲזָיָה ",,,,,,,,,,,,,,,,,
9,"XZJWN/","חִזָּיֹון I",,,,,,,,,,,,,,,,,
1,"XZJWN=/","חֶזְיֹון II",,,,,,,,,,,,,,,,,
3,"XZJZ/","חֲזִיז ",,,,,,,,,,,,,,,,,
7,"XZJR/","חֲזִיר I",,,,,,,,,,,,,,,,,
2,"XZJR=/","חֵזִיר II",,,,,,,,,,,,,,,,,
56,"XZQ/","חָזָק I",,,,,,,,,,,,,,,,,
5,"XZQ=/","חֹזֶק II",,,,,,,,,,,,,,,,,
2,"XZQ==/","חָזֵק III","stærk",,,,,,,,,,,,,,,,
1,"XZQ===/","חֵזֶק IV",,,,,,,,,,,,,,,,,
290,"XZQ[","חזק ",,"være stærk, blive stærk",,"gøre stærk, styrke",,"styrke sig selv, finde mod til","gribe",,,,,,,,,,
6,"XZQH/","חָזְקָה I",,,,,,,,,,,,,,,,,
4,"XZQH=/","חֶזְקָה II",,,,,,,,,,,,,,,,,
1,"XZQJ/","חִזְקִי ",,,,,,,,,,,,,,,,,
13,"XZQJH/","חִזְקִיָּה ",,,,,,,,,,,,,,,,,
74,"XZQJHW/","חִזְקִיָּהוּ ",,,,,,,,,,,,,,,,,
7,"XX/","חָח ",,,,,,,,,,,,,,,,,
33,"XV>/","חֵטְא I","synd, skyld, fejl",,,,,,,,,,,,,,,,
19,"XV>=/","חַטָּא II","synder, syndig",,,,,,,,,,,,,,,,
237,"XV>[","חטא ",,"synde, blive skyldig, ramme forbi",,"rense, give et syndoffer",,"rense sig, trække sig tilbage","få til at synde, erklære skyldig, ramme forbi",,,,,,,,,,
8,"XV>H/","חֲטָאָה I",,,,,,,,,,,,,,,,,
2,"XV>H=/","חַטָּאָה II",,,,,,,,,,,,,,,,,
1,"XV>H==/","חֶטְאָה III",,,,,,,,,,,,,,,,,
293,"XV>T/","חַטָּאת ","synd, syndoffer, soning",,,,,,,,,,,,,,,,
1,"XVB=[","חטב II",,,,,,,,,,,,,,,,,
9,"XVB[","חטב I",,,,,,,,,,,,,,,,,
30,"XVH/","חִטָּה ",,,,,,,,,,,,,,,,,
5,"XVWC/","חַטּוּשׁ ",,,,,,,,,,,,,,,,,
2,"XVJV>/","חֲטִיטָא ",,,,,,,,,,,,,,,,,
2,"XVJL/","חַטִּיל ",,,,,,,,,,,,,,,,,
2,"XVJP>/","חֲטִיפָא ",,,,,,,,,,,,,,,,,
1,"XVM[","חטם ",,,,,,,,,,,,,,,,,
3,"XVP[","חטף ",,,,,,,,,,,,,,,,,
2,"XVR/","חֹטֶר ",,,,,,,,,,,,,,,,,
239,"XJ/","חַי I","levende",,,,,,,,,,,,,,,,
1,"XJ=/","חַי II",,,,,,,,,,,,,,,,,
1,"XJ>L/","חִיאֵל ",,,,,,,,,,,,,,,,,
17,"XJDH/","חִידָה ",,,,,,,,,,,,,,,,,
100,"XJH/","חַיָּה I","vilde dyr",,,,,,,,,,,,,,,,
1,"XJH=/","חָיֶה II",,,,,,,,,,,,,,,,,
10,"XJH==/","חַיָּה III",,,,,,,,,,,,,,,,,
283,"XJH[","חיה ",,"være i live, leve, komme til kræfterve",,"holde i live, forårsage liv",,,"holde i live, forårsage liv, genoplive",,,,,,,,,,
1,"XJWT/","חַיּוּת ",,,,,,,,,,,,,,,,,
147,"XJJM/","חַיִּים ","liv; livstid (pl)",,,,,,,,,,,,,,,,
244,"XJL/","חַיִל I","styrke, rigdom, hær",,,,,,,,,,,,,,,,
6,"XJL=/","חִיל II",,,,,,,,,,,,,,,,,
9,"XJL==/","חֵיל III",,,,,,,,,,,,,,,,,
5,"XJL==[","חיל III",,,,,,,,,,,,,,,,,
2,"XJL=[","חיל II",,,,,,,,,,,,,,,,,
43,"XJL[","חיל I",,,,,"fødes, komme til at bæve",,,,,,,,,,,,
1,"XJLH/","חִילָה ",,,,,,,,,,,,,,,,,
1,"XJLZ/","חִילֵז ",,,,,,,,,,,,,,,,,
1,"XJLK/","חֵילֵךְ ",,,,,,,,,,,,,,,,,
2,"XJLM/","חֵילָם ",,,,,,,,,,,,,,,,,
1,"XJN/","חִין ",,,,,,,,,,,,,,,,,
1,"XJY/","חַיִץ ",,,,,,,,,,,,,,,,,
25,"XJYWN/","חִיצֹון ",,,,,,,,,,,,,,,,,
38,"XJQ/","חֵיק ","bryst, skød",,,,,,,,,,,,,,,,
2,"XJRH/","חִירָה ",,,,,,,,,,,,,,,,,
32,"XJRM/","חִירָם ",,,,,,,,,,,,,,,,,
1,"XJC/","חִישׁ ",,,,,,,,,,,,,,,,,
18,"XK/","חֵךְ ",,,,,,,,,,,,,,,,,
3,"XKH/","חַכָּה ",,,,,,,,,,,,,,,,,
14,"XKH[","חכה ",,,,,,,,,,,,,,,,,
3,"XKJLH/","חֲכִילָה ",,,,,,,,,,,,,,,,,
2,"XKLJH/","חֲכַלְיָה ",,,,,,,,,,,,,,,,,
1,"XKLJLJ/","חַכְלִילִי ",,,,,,,,,,,,,,,,,
1,"XKLLWT/","חַכְלִלוּת ",,,,,,,,,,,,,,,,,
138,"XKM/","חָכָם ","vis, dygtig",,,,,,,,,,,,,,,,
27,"XKM[","חכם ",,"være vis, handle klogt",,,,"",,,,,,,,,,,
149,"XKMH/","חָכְמָה ","visdom, evner, erfaring",,,,,,,,,,,,,,,,
2,"XKMWNJ/","חַכְמֹונִי ",,,,,,,,,,,,,,,,,
4,"XKMWT/","חָכְמֹות ",,,,,,,,,,,,,,,,,
7,"XL/","חֹל ",,,,,,,,,,,,,,,,,
1,"XL>[","חלא ",,,,,,,,,,,,,,,,,
5,"XL>H/","חֶלְאָה I",,,,,,,,,,,,,,,,,
2,"XL>H=/","חֶלְאָה II",,,,,,,,,,,,,,,,,
44,"XLB/","חָלָב I","mælk",,,,,,,,,,,,,,,,
92,"XLB=/","חֵלֶב II","fedt, det bedste",,,,,,,,,,,,,,,,
1,"XLB==/","חֵלֶב III",,,,,,,,,,,,,,,,,
1,"XLBH/","חֶלְבָּה ",,,,,,,,,,,,,,,,,
1,"XLBWN/","חֶלְבֹּון ",,,,,,,,,,,,,,,,,
1,"XLBNH/","חֶלְבָּנָה ",,,,,,,,,,,,,,,,,
5,"XLD/","חֶלֶד I",,,,,,,,,,,,,,,,,
1,"XLD=/","חֹלֶד II",,,,,,,,,,,,,,,,,
1,"XLD==/","חֵלֶד III",,,,,,,,,,,,,,,,,
2,"XLDH/","חֻלְדָּה ",,,,,,,,,,,,,,,,,
2,"XLDJ/","חֶלְדַּי ",,,,,,,,,,,,,,,,,
14,"XLH/","חַלָּה ",,,,,,,,,,,,,,,,,
75,"XLH[","חלה ",,"være syg, være svag",,,,,,,,,,,,,,,
65,"XLWM/","חֲלֹום ","drøm",,,,,,,,,,,,,,,,
31,"XLWN/","חַלֹּון ",,,,,,,,,,,,,,,,,
1,"XLWP/","חֲלֹוף ",,,,,,,,,,,,,,,,,
1,"XLWCH/","חֲלוּשָׁה ",,,,,,,,,,,,,,,,,
3,"XLX/","חֲלַח ",,,,,,,,,,,,,,,,,
1,"XLXWL/","חַלְחוּל ",,,,,,,,,,,,,,,,,
4,"XLXLH/","חַלְחָלָה ",,,,,,,,,,,,,,,,,
1,"XLV[","חלט ",,,,,,,,,,,,,,,,,
24,"XLJ/","חֳלִי I","sygdom",,,,,,,,,,,,,,,,
2,"XLJ=/","חֲלִי II",,,,,,,,,,,,,,,,,
1,"XLJ==/","חֲלִי III",,,,,,,,,,,,,,,,,
1,"XLJH/","חֶלְיָה ",,,,,,,,,,,,,,,,,
6,"XLJL/","חָלִיל ","fløjte",,,,,,,,,,,,,,,,
21,"XLJLH","חָלִילָה ","langtfra, det kan umuligt være sådan at",,,,,,,,,,,,,,,,
12,"XLJPH/","חֲלִיפָה ",,,,,,,,,,,,,,,,,
2,"XLJYH/","חֲלִיצָה ",,,,,,,,,,,,,,,,,
2,"XLKH/","חֵלְכָה ",,,,,,,,,,,,,,,,,
94,"XLL/","חָלָל ",,,,,,,,,,,,,,,,,
1,"XLL==[","חלל III",,,,"spille på fløjte",,,,,,,,,,,,,
7,"XLL=[","חלל II",,,,,"gennembores",,,,,,,,,,,,
134,"XLL[","חלל I",,,,,,,"begynde",,,,,,,,,,
1,"XLM/","חֵלֶם ",,,,,,,,,,,,,,,,,
29,"XLM[","חלם ",,,,,,,,,,,,,,,,,
1,"XLMWT/","חַלָּמוּת ",,,,,,,,,,,,,,,,,
5,"XLMJC/","חַלָּמִישׁ ",,,,,,,,,,,,,,,,,
5,"XLN/","חֵלֹן I",,,,,,,,,,,,,,,,,
3,"XLN=/","חֹלֹן II",,,,,,,,,,,,,,,,,
2,"XLP/","חֵלֶף I",,,,,,,,,,,,,,,,,
1,"XLP=/","חֵלֶף II",,,,,,,,,,,,,,,,,
2,"XLP=[","חלף II",,,,,,,,,,,,,,,,,
26,"XLP[","חלף I",,"passere forbi, følge efter",,,,,"erstatte, ændre",,,,,,,,,,
10,"XLY/","חֶלֶץ I","lænd",,,,,,,,,,,,,,,,
5,"XLY=/","חֶלֶץ II",,,,,,,,,,,,,,,,,
44,"XLY[","חלץ ",,,,,,,,,,,,,,,,,
66,"XLQ/","חֵלֶק I",,,,,,,,,,,,,,,,,
12,"XLQ=/","חָלָק II",,,,,,,,,,,,,,,,,
1,"XLQ==/","חַלֻּק III",,,,,,,,,,,,,,,,,
1,"XLQ===/","חֵלֶק IV",,,,,,,,,,,,,,,,,
2,"XLQ====/","חֵלֶק V",,,,,,,,,,,,,,,,,
9,"XLQ=[","חלק II",,,,,,,,,,,,,,,,,
56,"XLQ[","חלק I",,,,"sprede",,,,,,,,,,,,,
23,"XLQH/","חֶלְקָה I",,,,,,,,,,,,,,,,,
2,"XLQH=/","חֶלְקָה II",,,,,,,,,,,,,,,,,
1,"XLQH==/","חֲלֻקָּה III",,,,,,,,,,,,,,,,,
1,"XLQJ/","חֶלְקִי I",,,,,,,,,,,,,,,,,
1,"XLQJ=/","חֶלְקַי II",,,,,,,,,,,,,,,,,
15,"XLQJH/","חִלְקִיָּה ",,,,,,,,,,,,,,,,,
19,"XLQJHW/","חִלְקִיָּהוּ ",,,,,,,,,,,,,,,,,
4,"XLQLQWT/","חֲלַקְלַקֹּות ",,,,,,,,,,,,,,,,,
2,"XLQT/","חֶלְקַת ",,,,,,,,,,,,,,,,,
1,"XLQT_HYWRJM/","חֶלְקַת הַצּוּרִים ",,,,,,,,,,,,,,,,,
1,"XLC/","חַלָּשׁ ",,,,,,,,,,,,,,,,,
3,"XLC[","חלשׁ ",,,,,,,,,,,,,,,,,
4,"XM/","חֹם I",,,,,,,,,,,,,,,,,
4,"XM=/","חָם II",,,,,,,,,,,,,,,,,
2,"XM==/","חָם III",,,,,,,,,,,,,,,,,
16,"XM===/","חָם IV","Kam",,,,,,,,,,,,,,,,
10,"XM>H/","חֶמְאָה ","surmælk",,,,,,,,,,,,,,,,
6,"XMD/","חֶמֶד ",,,,,,,,,,,,,,,,,
21,"XMD[","חמד ",,"begære, have lyst til","være attråværdig",,,,,,,,,,,,,,
16,"XMDH/","חֶמְדָּה ",,,,,,,,,,,,,,,,,
9,"XMDWT/","חֲמֻדֹות ",,,,,,,,,,,,,,,,,
1,"XMDN/","חֶמְדָּן ",,,,,,,,,,,,,,,,,
125,"XMH/","חֵמָה I",,,,,,,,,,,,,,,,,
6,"XMH=/","חַמָּה II",,,,,,,,,,,,,,,,,
1,"XMW>L/","חַמּוּאֵל ",,,,,,,,,,,,,,,,,
3,"XMWVL/","חֲמוּטַל ",,,,,,,,,,,,,,,,,
3,"XMWL/","חָמוּל ",,,,,,,,,,,,,,,,,
1,"XMWLJ/","חָמוּלִי ",,,,,,,,,,,,,,,,,
2,"XMWN/","חַמֹּון ",,,,,,,,,,,,,,,,,
1,"XMWY/","חָמוּץ I",,,,,,,,,,,,,,,,,
1,"XMWY=/","חָמֹוץ II",,,,,,,,,,,,,,,,,
1,"XMWQ/","חַמּוּק ",,,,,,,,,,,,,,,,,
96,"XMWR/","חֲמֹור I","æselhoppe",,,,,,,,,,,,,,,,
13,"XMWR=/","חֲמֹור II",,,,,,,,,,,,,,,,,
11,"XMWT/","חָמֹות ",,,,,,,,,,,,,,,,,
1,"XMV/","חֹמֶט ",,,,,,,,,,,,,,,,,
1,"XMVH/","חֻמְטָה ",,,,,,,,,,,,,,,,,
1,"XMJY/","חָמִיץ ",,,,,,,,,,,,,,,,,
34,"XMJCJ/","חֲמִישִׁי ","femte",,,,,,,,,,,,,,,,
11,"XMJCJT/","חֲמִישִׁית ",,,,,,,,,,,,,,,,,
40,"XML[","חמל ",,,,,,,,,,,,,,,,,
2,"XMLH/","חֶמְלָה I",,,,,,,,,,,,,,,,,
1,"XMLH=/","חֻמְלָה II",,,,,,,,,,,,,,,,,
