"Occurrences","lex","Lexeme","None","Qal","Nifal","Piel","Pual","Hitpael","Hifil","Hofal","Hishtafal","Passive Qal","Etpaal","Nitpael","Hotpaal","Tifal","Hitpoal","Poal","Poel"
12,"R>C=/","רֹאשׁ II",,,,,,,,,,,,,,,,,
1,"R>C==/","רֹאשׁ III",,,,,,,,,,,,,,,,,
1,"R>CH/","רִאשָׁה I",,,,,,,,,,,,,,,,,
1,"R>CH=/","רֹאשָׁה II",,,,,,,,,,,,,,,,,
182,"R>CWN/","רִאשֹׁון ","først, tidligere",,,,,,,,,,,,,,,,
1,"R>CWNJ/","רִאשֹׁונִי ",,,,,,,,,,,,,,,,,
51,"R>CJT/","רֵאשִׁית ","begyndelse, først",,,,,,,,,,,,,,,,
429,"RB/","רַב I","meget, mange, kaptajn, chef",,,,,,,,,,,,,,,,
152,"RB=/","רֹב II","mængde, overflod ",,,,,,,,,,,,,,,,
34,"RB==/","רַב III",,,,,,,,,,,,,,,,,
2,"RB===/","רַב IV",,,,,,,,,,,,,,,,,
16,"RB_CQH/","רַב שָׁקֵה ",,,,,,,,,,,,,,,,,
1,"RBB=[","רבב II",,,,,,,,,,,,,,,,,
23,"RBB[","רבב I",,"være stor, være talrig",,,,,,,,,,,,,,,
16,"RBBH/","רְבָבָה ",,,,,,,,,,,,,,,,,
1,"RBD[","רבד ",,,,,,,,,,,,,,,,,
10,"RBH/","רַבָּה ",,,,,,,,,,,,,,,,,
1,"RBH=[","רבה II",,,,,,,,,,,,,,,,,
224,"RBH[","רבה I",,"være talrig, være stor",,,,,"gøre talrig, gøre stor",,,,,,,,,,
10,"RBW>/","רִבֹּוא ",,,,,,,,,,,,,,,,,
6,"RBJBJM/","רְבִיבִים ",,,,,,,,,,,,,,,,,
2,"RBJD/","רָבִיד ",,,,,,,,,,,,,,,,,
56,"RBJ<J/","רְבִיעִי ","fjerde",,,,,,,,,,,,,,,,
1,"RBJT/","רַבִּית ",,,,,,,,,,,,,,,,,
3,"RBK[","רבך ",,,,,,,,,,,,,,,,,
11,"RBLH/","רִבְלָה ",,,,,,,,,,,,,,,,,
4,"RB</","רִבֵּעַ I",,,,,,,,,,,,,,,,,
7,"RB<=/","רֶבַע II",,,,,,,,,,,,,,,,,
1,"RB<==/","רֹבַע III",,,,,,,,,,,,,,,,,
1,"RB<===/","רֹבַע IV",,,,,,,,,,,,,,,,,
2,"RB<====/","רֶבַע V",,,,,,,,,,,,,,,,,
4,"RB<=[","רבע II",,,,,,,,,,,,,,,,,
12,"RB<[","רבע I",,,,,,,,,,,,,,,,,
4,"RBY/","רֵבֶץ ",,,,,,,,,,,,,,,,,
30,"RBY[","רבץ ",,"ligge ned, lejre sig",,,,,,,,,,,,,,,
30,"RBQH/","רִבְקָה ",,,,,,,,,,,,,,,,,
2,"RGB/","רֶגֶב ",,,,,,,,,,,,,,,,,
7,"RGZ/","רֹגֶז I",,,,,,,,,,,,,,,,,
1,"RGZ=/","רַגָּז II",,,,,,,,,,,,,,,,,
41,"RGZ[","רגז ",,,,,,,,,,,,,,,,,
1,"RGZH/","רָגְזָה ",,,,,,,,,,,,,,,,,
247,"RGL/","רֶגֶל ","fod, ben",,,,,,,,,,,,,,,,
26,"RGL[","רגל ",,,,,,,,,,,,,,,,,
12,"RGLJ/","רַגְלִי ",,,,,,,,,,,,,,,,,
2,"RGLJM/","רֹגְלִים ",,,,,,,,,,,,,,,,,
1,"RGM/","רֶגֶם ",,,,,,,,,,,,,,,,,
16,"RGM[","רגם ",,,,,,,,,,,,,,,,,
1,"RGM_MLK/","רֶגֶם מֶלֶךְ ",,,,,,,,,,,,,,,,,
1,"RGMH/","רִגְמָה ",,,,,,,,,,,,,,,,,
7,"RGN[","רגן ",,,,,,,,,,,,,,,,,
22,"RG</","רֶגַע I",,,,,,,,,,,,,,,,,
1,"RG<=/","רָגֵעַ II",,,,,,,,,,,,,,,,,
13,"RG<[","רגע ",,,,,,,,,,,,,,,,,
1,"RGC/","רֶגֶשׁ ",,,,,,,,,,,,,,,,,
1,"RGC[","רגשׁ ",,"være i oprør",,,,,,,,,,,,,,,
1,"RGCH/","רִגְשָׁה ",,,,,,,,,,,,,,,,,
5,"RDD[","רדד ",,,,,,,,,,,,,,,,,
3,"RDH=[","רדה II",,,,,,,,,,,,,,,,,
25,"RDH[","רדה I",,"herske",,,,,,,,,,,,,,,
1,"RDJ/","רַדַּי ",,,,,,,,,,,,,,,,,
2,"RDJD/","רְדִיד ",,,,,,,,,,,,,,,,,
7,"RDM[","רדם ",,,,,,,,,,,,,,,,,
143,"RDP[","רדף ",,,,,,,,,,,,,,,,,
1,"RHB/","רַהַב I",,,,,,,,,,,,,,,,,
1,"RHB=/","רֹהַב II",,,,,,,,,,,,,,,,,
6,"RHB==/","רַהַב III",,,,,,,,,,,,,,,,,
4,"RHB[","רהב ",,,,,,,,,,,,,,,,,
1,"RHGH/","רָהְגָּה ",,,,,,,,,,,,,,,,,
4,"RHV/","רַהַט ",,,,,,,,,,,,,,,,,
1,"RHJV/","רָהִיט ",,,,,,,,,,,,,,,,,
3,"RWD[","רוד ",,,,,,,,,,,,,,,,,
1,"RWDNJM/","רֹודָנִים ",,,,,,,,,,,,,,,,,
3,"RWH/","רָוֶה ",,,,,,,,,,,,,,,,,
14,"RWH[","רוה ",,,,,,,,,,,,,,,,,
378,"RWX/","רוּחַ I","vind, ånd, ånde",,,,,,,,,,,,,,,,
2,"RWX=/","רֶוַח II",,,,,,,,,,,,,,,,,
14,"RWX[","רוח ",,,,,,,,,,,,,,,,,
2,"RWXH/","רְוָחָה ",,,,,,,,,,,,,,,,,
2,"RWJH/","רְוָיָה ",,,,,,,,,,,,,,,,,
1,"RWM/","רֹום I",,,,,,,,,,,,,,,,,
6,"RWM=/","רוּם II",,,,,,,,,,,,,,,,,
188,"RWM[","רום ",,"være høj, være ophøjet, hovmode sig",,,,,"oprejse, løfte op, ophøje, fjerne",,,,,,,,,,
1,"RWMH/","רֹומָה I",,,,,,,,,,,,,,,,,
2,"RWMH=/","רוּמָה II",,,,,,,,,,,,,,,,,
2,"RWMM/","רֹומַם ",,,,,,,,,,,,,,,,,
1,"RWMMT/","רֹומֵמֻת ",,,,,,,,,,,,,,,,,
1,"RWN[","רון ",,,,,,,,,,,,,,,,,
44,"RW<[","רוע ",,,,,,,"råbe, råbe til angreb",,,,,,,,,,
104,"RWY[","רוץ ",,"løbe",,,,,,,,,,,,,,,
24,"RWC[","רושׁ ",,,,,,,,,,,,,,,,,
12,"RWT/","רוּת ",,,,,,,,,,,,,,,,,
2,"RZH/","רָזֶה ",,,,,,,,,,,,,,,,,
2,"RZH[","רזה ",,,,,,,,,,,,,,,,,
3,"RZWN/","רָזֹון I",,,,,,,,,,,,,,,,,
1,"RZWN=/","רָזֹון II",,,,,,,,,,,,,,,,,
1,"RZWN==/","רְזֹון III",,,,,,,,,,,,,,,,,
2,"RZJ/","רָזִי ",,,,,,,,,,,,,,,,,
1,"RZM[","רזם ",,,,,,,,,,,,,,,,,
6,"RZN[","רזן ",,"fyrste, officer",,,,,,,,,,,,,,,
21,"RXB/","רָחָב I","bred, vid",,,,,,,,,,,,,,,,
101,"RXB=/","רֹחַב II",,,,,,,,,,,,,,,,,
43,"RXB==/","רְחֹב III",,,,,,,,,,,,,,,,,
5,"RXB===/","רָחָב IV",,,,,,,,,,,,,,,,,
6,"RXB====/","רְחֹב V",,,,,,,,,,,,,,,,,
4,"RXB=====/","רְחֹב VI",,,,,,,,,,,,,,,,,
2,"RXB======/","רַחַב VII",,,,,,,,,,,,,,,,,
25,"RXB[","רחב ",,,,,,,"udvide, give plads til",,,,,,,,,,
3,"RXBWT/","רְחֹבֹות ",,,,,,,,,,,,,,,,,
2,"RXBJH/","רְחַבְיָה ",,,,,,,,,,,,,,,,,
3,"RXBJHW/","רְחַבְיָהוּ ",,,,,,,,,,,,,,,,,
50,"RXB<M/","רְחַבְעָם ",,,,,,,,,,,,,,,,,
1,"RXBT_<JR/","רְחֹבֹת עִיר ",,,,,,,,,,,,,,,,,
13,"RXWM/","רַחוּם I",,,,,,,,,,,,,,,,,
4,"RXWM=/","רְחוּם II",,,,,,,,,,,,,,,,,
85,"RXWQ/","רָחֹוק ","fjern, langt væk (adj), distance (n)",,,,,,,,,,,,,,,,
5,"RXJM/","רֵחַיִם ",,,,,,,,,,,,,,,,,
4,"RXL/","רָחֵל I","moderfår",,,,,,,,,,,,,,,,
47,"RXL=/","רָחֵל II","Rakel",,,,,,,,,,,,,,,,
31,"RXM/","רֶחֶם I","moderliv",,,,,,,,,,,,,,,,
1,"RXM=/","רָחָם II",,,,,,,,,,,,,,,,,
1,"RXM==/","רַחַם III",,,,,,,,,,,,,,,,,
45,"RXM[","רחם ",,,,,,,,,,,,,,,,,
1,"RXMH/","רָחָמָה I",,,,,,,,,,,,,,,,,
1,"RXMH=/","רַחְמָה II",,,,,,,,,,,,,,,,,
1,"RXMH==/","רֻחָמָה III",,,,,,,,,,,,,,,,,
39,"RXMJM/","רַחֲמִים ","medlidenhed",,,,,,,,,,,,,,,,
1,"RXMNJ/","רַחֲמָנִי ",,,,,,,,,,,,,,,,,
3,"RXP[","רחף ",,,,"svære over",,,,,,,,,,,,,
2,"RXY/","רַחַץ ",,,,,,,,,,,,,,,,,
72,"RXY[","רחץ ",,"vaske, vaske sig selv",,,,,,,,,,,,,,,
2,"RXYH/","רַחְצָה ",,,,,,,,,,,,,,,,,
1,"RXQ/","רָחֵק ",,,,,,,,,,,,,,,,,
57,"RXQ[","רחק ",,"være langt væk",,,,,,,,,,,,,,,
1,"RXC[","רחשׁ ",,,,,,,,,,,,,,,,,
1,"RXT/","רַחַת ",,,,,,,,,,,,,,,,,
1,"RVB/","רָטֹב ",,,,,,,,,,,,,,,,,
1,"RVB[","רטב ",,,,,,,,,,,,,,,,,
1,"RVV/","רֶטֶט ",,,,,,,,,,,,,,,,,
1,"RVPC[","רטפשׁ ",,,,,,,,,,,,,,,,,
6,"RVC[","רטשׁ ",,,,,,,,,,,,,,,,,
1,"RJ/","רִי ",,,,,,,,,,,,,,,,,
59,"RJB/","רִיב ","retssag, strid, retsbelæring",,,,,,,,,,,,,,,,
67,"RJB[","ריב ",,"føre en retsssag, bestride",,,,,,,,,,,,,,,
2,"RJBH/","רִיבָה ",,,,,,,,,,,,,,,,,
2,"RJBJ/","רִיבַי ",,,,,,,,,,,,,,,,,
58,"RJX/","רֵיחַ ",,,,,,,,,,,,,,,,,
2,"RJPWT/","רִיפֹות ",,,,,,,,,,,,,,,,,
1,"RJPT/","רִיפַת ",,,,,,,,,,,,,,,,,
12,"RJQ/","רִיק I","tomhed (n), tom, værdiløs (adj)",,,,,,,,,,,,,,,,
14,"RJQ=/","רֵיק II",,,,,,,,,,,,,,,,,
19,"RJQ[","ריק ",,,,,,,,,,,,,,,,,
16,"RJQM","רֵיקָם ","forgæves",,,,,,,,,,,,,,,,
2,"RJR/","רִיר ",,,,,,,,,,,,,,,,,
1,"RJR[","ריר ",,,,,,,,,,,,,,,,,
7,"RJC/","רֵישׁ ",,,,,,,,,,,,,,,,,
16,"RK/","רַךְ I",,,,,,,,,,,,,,,,,
1,"RK=/","רֹךְ II",,,,,,,,,,,,,,,,,
119,"RKB/","רֶכֶב I","stridsvogn, vognstyrker",,,,,,,,,,,,,,,,
3,"RKB=/","רַכָּב II",,,,,,,,,,,,,,,,,
13,"RKB==/","רֵכָב III",,,,,,,,,,,,,,,,,
78,"RKB[","רכב ",,,,,,,"stige til hest, køre",,,,,,,,,,
1,"RKBH/","רִכְבָּה ",,,,,,,,,,,,,,,,,
4,"RKBJ/","רֵכָבִי ",,,,,,,,,,,,,,,,,
1,"RKH/","רֵכָה ",,,,,,,,,,,,,,,,,
1,"RKWB/","רְכוּב ","vogn",,,,,,,,,,,,,,,,
28,"RKWC/","רְכוּשׁ ","ejndom, gods",,,,,,,,,,,,,,,,
6,"RKJL/","רָכִיל ",,,,,,,,,,,,,,,,,
8,"RKK[","רכך ",,"være svag",,,,,,,,,,,,,,,
1,"RKL/","רָכָל ",,,,,,,,,,,,,,,,,
17,"RKL[","רכל ",,,,,,,,,,,,,,,,,
4,"RKLH/","רְכֻלָּה ",,,,,,,,,,,,,,,,,
1,"RKS/","רֶכֶס I","ujævnt land",,,,,,,,,,,,,,,,
1,"RKS=/","רֹכֶס II",,,,,,,,,,,,,,,,,
2,"RKS[","רכס ",,,,,,,,,,,,,,,,,
4,"RKC/","רֶכֶשׁ ",,,,,,,,,,,,,,,,,
5,"RKC[","רכשׁ ",,,,,,,,,,,,,,,,,
7,"RM/","רָם ",,,,,,,,,,,,,,,,,
7,"RMH/","רִמָּה I",,,,,,,,,,,,,,,,,
9,"RMH=/","רָמָה II",,,,,,,,,,,,,,,,,
35,"RMH==/","רָמָה III",,,,,,,,,,,,,,,,,
8,"RMH=[","רמה II",,,,,,,,,,,,,,,,,
4,"RMH[","רמה I",,,,,,,,,,,,,,,,,
32,"RMWN/","רִמֹּון I",,,,,,,,,,,,,,,,,
7,"RMWN=/","רִמֹּון II",,,,,,,,,,,,,,,,,
3,"RMWN==/","רִמֹּון III",,,,,,,,,,,,,,,,,
3,"RMWN===/","רִמֹּון IV",,,,,,,,,,,,,,,,,
2,"RMWN_PRY/","רִמֹּון פֶּרֶץ ",,,,,,,,,,,,,,,,,
1,"RMWNW/","רִמֹּונֹו ",,,,,,,,,,,,,,,,,
1,"RMWT/","רָמוּת I",,,,,,,,,,,,,,,,,
1,"RMWT=/","רָמֹות II",,,,,,,,,,,,,,,,,
15,"RMX/","רֹמַח ",,,,,,,,,,,,,,,,,
7,"RMJH/","רְמִיָּה I",,,,,,,,,,,,,,,,,
8,"RMJH=/","רְמִיָּה II",,,,,,,,,,,,,,,,,
1,"RMJH==/","רַמְיָה III",,,,,,,,,,,,,,,,,
1,"RMKH/","רַמָּכָה ",,,,,,,,,,,,,,,,,
13,"RMLJHW/","רְמַלְיָהוּ ","Remalja",,,,,,,,,,,,,,,,
5,"RMM=[","רמם II",,,,,,,,,,,,,,,,,
1,"RMM[","רמם I",,,,,,,,,,,,,,,,,
2,"RMMTJ_<ZR/","רֹמַמְתִּי עֶזֶר ",,,,,,,,,,,,,,,,,
19,"RMS[","רמס ",,,,,,,,,,,,,,,,,
17,"RMF/","רֶמֶשׂ ","krybdyr, små kravlende dyr",,,,,,,,,,,,,,,,
17,"RMF[","רמשׂ ",,"myldre rundt, ",,,,,,,,,,,,,,,
1,"RMT/","רֶמֶת I",,,,,,,,,,,,,,,,,
26,"RMT=/","רָמֹת II",,,,,,,,,,,,,,,,,
1,"RMTJ/","רָמָתִי ",,,,,,,,,,,,,,,,,
1,"RN/","רֹן ",,,,,,,,,,,,,,,,,
33,"RNH/","רִנָּה I",,,,,,,,,,,,,,,,,
1,"RNH=/","רִנָּה II",,,,,,,,,,,,,,,,,
1,"RNH[","רנה ",,,,,,,,,,,,,,,,,
53,"RNN[","רנן ",,"råbe af fryd",,"proklamere i fryderåb",,,,,,,,,,,,,
4,"RNNH/","רְנָנָה ",,,,,,,,,,,,,,,,,
1,"RNNJM/","רְנָנִים ",,,,,,,,,,,,,,,,,
2,"RSH/","רִסָּה ",,,,,,,,,,,,,,,,,
1,"RSJS/","רָסִיס I",,,,,,,,,,,,,,,,,
1,"RSJS=/","רָסִיס II",,,,,,,,,,,,,,,,,
4,"RSN/","רֶסֶן I",,,,,,,,,,,,,,,,,
1,"RSN=/","רֶסֶן II",,,,,,,,,,,,,,,,,
1,"RSS[","רסס ",,,,,,,,,,,,,,,,,
347,"R</","רַע I","ond, dårlig, skadelig",,,,,,,,,,,,,,,,
187,"R<=/","רֵעַ II","ven, fælle, ledsager",,,,,,,,,,,,,,,,
3,"R<==/","רֵעַ III",,,,,,,,,,,,,,,,,
19,"R<===/","רֹעַ IV",,,,,,,,,,,,,,,,,
2,"R<====/","רֵעַ V",,,,,,,,,,,,,,,,,
101,"R<B/","רָעָב I",,,,,,,,,,,,,,,,,
20,"R<B=/","רָעֵב II",,,,,,,,,,,,,,,,,
13,"R<B[","רעב ",,,,,,,,,,,,,,,,,
3,"R<BWN/","רְעָבֹון ",,,,,,,,,,,,,,,,,
2,"R<D/","רַעַד ",,,,,,,,,,,,,,,,,
3,"R<D[","רעד ",,"skælve, bæve ",,,,,,,,,,,,,,,
4,"R<DH/","רְעָדָה ","rysten",,,,,,,,,,,,,,,,
313,"R<H/","רָעָה I","ondskab, elendighed",,,,,,,,,,,,,,,,
3,"R<H=/","רֵעֶה II",,,,,,,,,,,,,,,,,
3,"R<H==/","רֵעָה III",,,,,,,,,,,,,,,,,
7,"R<H=[","רעה II",,,,,,,,,,,,,,,,,
168,"R<H[","רעה I",,"vogte, græsse, være hyrde",,,,,,,,,,,,,,,
5,"R<W/","רְעוּ ",,,,,,,,,,,,,,,,,
11,"R<W>L/","רְעוּאֵל ",,,,,,,,,,,,,,,,,
6,"R<WT/","רְעוּת I",,,,,,,,,,,,,,,,,
7,"R<WT=/","רְעוּת II",,,,,,,,,,,,,,,,,
1,"R<J/","רְעִי I",,,,,,,,,,,,,,,,,
1,"R<J=/","רֵעִי II","Re'i",,,,,,,,,,,,,,,,
9,"R<JH/","רַעְיָה ",,,,,,,,,,,,,,,,,
3,"R<JWN/","רַעְיֹון ",,,,,,,,,,,,,,,,,
1,"R<L/","רַעַל ",,,,,,,,,,,,,,,,,
1,"R<L[","רעל ",,,,,,,,,,,,,,,,,
1,"R<LH/","רְעָלָה ",,,,,,,,,,,,,,,,,
1,"R<LJH/","רְעֵלָיָה ",,,,,,,,,,,,,,,,,
6,"R<M/","רַעַם ","torden",,,,,,,,,,,,,,,,
2,"R<M=[","רעם II",,,,,,,,,,,,,,,,,
11,"R<M[","רעם I",,,,,,,,,,,,,,,,,
1,"R<MH/","רַעְמָה I",,,,,,,,,,,,,,,,,
5,"R<MH=/","רַעְמָה II",,,,,,,,,,,,,,,,,
1,"R<MJH/","רַעַמְיָה ",,,,,,,,,,,,,,,,,
5,"R<MSS/","רַעְמְסֵס ",,,,,,,,,,,,,,,,,
1,"R<N[","רען ",,,,,,,,,,,,,,,,,
19,"R<NN/","רַעֲנָן ",,,,,,,,,,,,,,,,,
6,"R<<=[","רעע II",,,,,,"bryde op",,,,,,,,,,,
103,"R<<[","רעע I",,"være ond",,,,,"skade, handle ondt",,,,,,,,,,
5,"R<P[","רעף ",,,,,,,,,,,,,,,,,
2,"R<Y[","רעץ ",,,,,,,,,,,,,,,,,
17,"R<C/","רַעַשׁ ",,,,,,,,,,,,,,,,,
1,"R<C=[","רעשׁ II",,,,,,,,,,,,,,,,,
29,"R<C[","רעשׁ I",,"skylve, ryste",,,,,,,,,,,,,,,
4,"RP>/","רָפָא ",,,,,,,,,,,,,,,,,
65,"RP>[","רפא ",,,"blive helbredt","helbrede, betale for helbredelse",,"",,,,,,,,,,,
1,"RP>WT/","רִפְאוּת ",,,,,,,,,,,,,,,,,
8,"RP>JM/","רְפָאִים I",,,,,,,,,,,,,,,,,
13,"RP>JM=/","רְפָאִים II","refaitterne",,,,,,,,,,,,,,,,
6,"RP>JM==/","רְפָאִים III",,,,,,,,,,,,,,,,,
1,"RP>L/","רְפָאֵל ",,,,,,,,,,,,,,,,,
3,"RPD[","רפד ",,,,,,,,,,,,,,,,,
4,"RPH/","רָפֶה I",,,,,,,,,,,,,,,,,
1,"RPH=/","רָפָה II",,,,,,,,,,,,,,,,,
4,"RPH==/","רָפָה III",,,,,,,,,,,,,,,,,
48,"RPH[","רפה ",,,,,,,"efterlade, forlade",,,,,,,,,,
1,"RPW>/","רָפוּא ",,,,,,,,,,,,,,,,,
3,"RPW>H/","רְפוּאָה ",,,,,,,,,,,,,,,,,
1,"RPX/","רֶפַח ",,,,,,,,,,,,,,,,,
1,"RPJDH/","רְפִידָה ",,,,,,,,,,,,,,,,,
5,"RPJDJM/","רְפִידִים ","Refidim",,,,,,,,,,,,,,,,
5,"RPJH/","רְפָיָה ",,,,,,,,,,,,,,,,,
1,"RPJWN/","רִפָּיֹון ",,,,,,,,,,,,,,,,,
3,"RPS[","רפס ",,,,,,,,,,,,,,,,,
1,"RPSDWT/","רַפְסֹדֹות ",,,,,,,,,,,,,,,,,
1,"RPP[","רפף ",,,,,,,,,,,,,,,,,
1,"RPQ[","רפק ",,,,,,,,,,,,,,,,,
1,"RPC/","רֶפֶשׁ ",,,,,,,,,,,,,,,,,
2,"RPF[","רפשׂ ",,,,,,,,,,,,,,,,,
1,"RPT/","רֶפֶת ",,,,,,,,,,,,,,,,,
1,"RY/","רַץ ",,,,,,,,,,,,,,,,,
1,"RY>[","רצא ",,,,,,,,,,,,,,,,,
1,"RYD[","רצד ",,,,,,,,,,,,,,,,,
7,"RYH=[","רצה II",,,,,,,,,,,,,,,,,
49,"RYH[","רצה I",,"være glad for, synes om","godkendes, behandles soms acceptablelt",,,,,,,,,,,,,,
56,"RYWN/","רָצֹון ","lyst, behag, accept",,,,,,,,,,,,,,,,
2,"RYX/","רֶצַח ",,,,,,,,,,,,,,,,,
47,"RYX[","רצח ",,,,,,,,,,,,,,,,,
1,"RYJ>/","רִצְיָא ",,,,,,,,,,,,,,,,,
11,"RYJN/","רְצִין ","Resin",,,,,,,,,,,,,,,,
1,"RY<[","רצע ",,"gennembore",,,,,,,,,,,,,,,
1,"RYP/","רֶצֶף I",,,,,,,,,,,,,,,,,
2,"RYP=/","רֶצֶף II",,,,,,,,,,,,,,,,,
1,"RYP[","רצף ",,,,,,,,,,,,,,,,,
1,"RYPH/","רִצְפָּה I",,,,,,,,,,,,,,,,,
7,"RYPH=/","רִצְפָה II",,,,,,,,,,,,,,,,,
4,"RYPH==/","רִצְפָּה III",,,,,,,,,,,,,,,,,
18,"RYY[","רצץ ",,,,,,,,,,,,,,,,,
109,"RQ","רַק ","kun ",,,,,,,,,,,,,,,,
3,"RQ/","רֹק I",,,,,,,,,,,,,,,,,
3,"RQ=/","רַק II",,,,,,,,,,,,,,,,,
5,"RQB/","רָקָב ",,,,,,,,,,,,,,,,,
2,"RQB[","רקב ",,"rådne",,,,,,,,,,,,,,,
1,"RQBWN/","רִקָּבֹון ",,,,,,,,,,,,,,,,,
9,"RQD[","רקד ",,,,,,,,,,,,,,,,,
5,"RQH/","רַקָּה ",,,,,,,,,,,,,,,,,
1,"RQWN/","רַקֹּון ",,,,,,,,,,,,,,,,,
2,"RQX/","רֹקַח I",,,,,,,,,,,,,,,,,
1,"RQX=/","רִקֻּחַ II",,,,,,,,,,,,,,,,,
2,"RQX==/","רַקָּח III",,,,,,,,,,,,,,,,,
1,"RQX===/","רֶקַח IV",,,,,,,,,,,,,,,,,
8,"RQX[","רקח ",,,,,,,,,,,,,,,,,
17,"RQJ</","רָקִיעַ ","himmelhvælving",,,,,,,,,,,,,,,,
8,"RQJQ/","רָקִיק ",,,,,,,,,,,,,,,,,
5,"RQM/","רֶקֶם I",,,,,,,,,,,,,,,,,
1,"RQM=/","רֶקֶם II",,,,,,,,,,,,,,,,,
9,"RQM[","רקם ",,,,,,,,,,,,,,,,,
12,"RQMH/","רִקְמָה ",,,,,,,,,,,,,,,,,
1,"RQ</","רִקֻּעַ ",,,,,,,,,,,,,,,,,
11,"RQ<[","רקע ",,"stampe, trampe ned",,,,,,,,,,,,,,,
1,"RQQ[","רקק ",,,,,,,,,,,,,,,,,
1,"RQT/","רַקַּת ",,,,,,,,,,,,,,,,,
1,"RCJWN/","רִשְׁיֹון ",,,,,,,,,,,,,,,,,
1,"RCM[","רשׁם ",,,,,,,,,,,,,,,,,
262,"RC</","רָשָׁע I","skyldig, ugudelig, ugudelig person",,,,,,,,,,,,,,,,
31,"RC<=/","רֶשַׁע II",,,,,,,,,,,,,,,,,
34,"RC<[","רשׁע ",,,,,,,,,,,,,,,,,
15,"RC<H/","רִשְׁעָה ",,,,,,,,,,,,,,,,,
7,"RCP/","רֶשֶׁף I",,,,,,,,,,,,,,,,,
1,"RCP=/","רֶשֶׁף II",,,,,,,,,,,,,,,,,
2,"RCC[","רשׁשׁ ",,,,,,,,,,,,,,,,,
22,"RCT/","רֶשֶׁת ","net, til fuglefangst ",,,,,,,,,,,,,,,,
2,"RTWQ/","רַתֹּוק ",,,,,,,,,,,,,,,,,
1,"RTX/","רֶתַח ",,,,,,,,,,,,,,,,,
3,"RTX[","רתח ",,,,,,,,,,,,,,,,,
4,"RTM/","רֹתֶם ",,,,,,,,,,,,,,,,,
1,"RTM[","רתם ",,,,,,,,,,,,,,,,,
2,"RTMH/","רִתְמָה ",,,,,,,,,,,,,,,,,
2,"RTQ[","רתק ",,,,,,,,,,,,,,,,,
1,"RTQWT/","רְתֻקֹות ","lænker",,,,,,,,,,,,,,,,
1,"RTT/","רְתֵת ",,,,,,,,,,,,,,,,,
138,"C","שַׁ ","som, der (rel), at",,,,,,,,,,,,,,,,
19,"C>B[","שׁאב ",,,,,,,,,,,,,,,,,
20,"C>G[","שׁאג ",,"brøle",,,,,,,,,,,,,,,
7,"C>GH/","שְׁאָגָה ","brølen",,,,,,,,,,,,,,,,
1,"C>H==[","שׁאה III",,,,,,,,,,,,,,,,,
2,"C>H=[","שׁאה II",,,,,,,,,,,,,,,,,
4,"C>H[","שׁאה I",,,,,,,,,,,,,,,,,
65,"C>WL/","שְׁאֹול I","dødsrige, grav, underverden",,,,,,,,,,,,,,,,
406,"C>WL=/","שָׁאוּל II","Saul",,,,,,,,,,,,,,,,
1,"C>WLJ/","שָׁאוּלִי ",,,,,,,,,,,,,,,,,
17,"C>WN/","שָׁאֹון I",,,,,,,,,,,,,,,,,
1,"C>WN=/","שָׁאֹון II",,,,,,,,,,,,,,,,,
3,"C>V/","שְׁאָט ",,,,,,,,,,,,,,,,,
1,"C>JH/","שְׁאִיָּה ",,,,,,,,,,,,,,,,,
1,"C>L/","שְׁאָל ",,,,,,,,,,,,,,,,,
171,"C>L[","שׁאל ",,"spørge, kræve",,,,,"",,,,,,,,,,
14,"C>LH/","שְׁאֵלָה I",,,,,,,,,,,,,,,,,
1,"C>LH=/","שְׁאָלָה II","dødsrige",,,,,,,,,,,,,,,,
9,"C>LTJ>L/","שְׁאַלְתִּיאֵל ",,,,,,,,,,,,,,,,,
5,"C>N[","שׁאן ",,,,,,,,,,,,,,,,,
10,"C>NN/","שַׁאֲנָן ",,,,,,,,,,,,,,,,,
1,"C>S[","שׁאס ",,,,,,,,,,,,,,,,,
14,"C>P[","שׁאף ",,,,,,,,,,,,,,,,,
16,"C>R/","שְׁאֵר I","krop, kød, slægtning",,,,,,,,,,,,,,,,
26,"C>R=/","שְׁאָר II",,,,,,,,,,,,,,,,,
133,"C>R[","שׁאר ",,,,,,,,,,,,,,,,,
5,"F>R/","שְׂאֹר ",,,,,,,,,,,,,,,,,
1,"C>R_JCWB/","שְׁאָר יָשׁוּב ","Shearjashub ",,,,,,,,,,,,,,,,
1,"C>RH/","שַׁאֲרָה I",,,,,,,,,,,,,,,,,
1,"C>RH=/","שֶׁאֱרָה II",,,,,,,,,,,,,,,,,
66,"C>RJT/","שְׁאֵרִית ",,,,,,,,,,,,,,,,,
1,"C>T/","שֵׁאת ",,,,,,,,,,,,,,,,,
7,"F>T/","שְׂאֵת I",,,,,,,,,,,,,,,,,
7,"F>T=/","שְׂאֵת II",,,,,,,,,,,,,,,,,
23,"CB>/","שְׁבָא ",,,,,,,,,,,,,,,,,
1,"CB>JM/","שְׁבָאִים ",,,,,,,,,,,,,,,,,
1,"CBB/","שָׁבָב ",,,,,,,,,,,,,,,,,
47,"CBH[","שׁבה ",,,,,,,,,,,,,,,,,
2,"CBW/","שְׁבֹו ",,,,,,,,,,,,,,,,,
3,"CBW>L/","שְׁבוּאֵל ",,,,,,,,,,,,,,,,,
