"Occurrences","Lexeme","Part of speech","Gloss"
7,"praeceptor","noun",""
13,"praeceptum","noun",""
1,"praecessor","noun",""
8,"praecingo","verb",""
51,"praecipio","verb",""
2,"praecipito","verb",""
1,"praecipua","noun",""
1,"praecogito","verb",""
2,"praecurro","verb",""
6,"praedestino","verb",""
8,"praedicatio","noun",""
69,"praedico I","verb",""
13,"praedico II","verb",""
2,"praedium","noun",""
3,"praeeo","verb",""
1,"praefinio","verb",""
1,"praefinitio","noun",""
4,"praegnas","adjective",""
1,"praegredior","verb",""
1,"praemeditor","verb",""
1,"praemitto","verb",""
1,"praemoneo","verb",""
2,"praenuntio","verb",""
3,"praeordino","verb",""
1,"praeparatio","noun",""
15,"praeparo","verb",""
2,"praepositus","noun",""
18,"praeputium","noun",""
1,"praescientia","noun",""
3,"praescio","verb",""
1,"praescribo","verb",""
15,"praesens","adjective",""
3,"praesentia","noun",""
4,"praesepium","noun",""
20,"praeses","noun",""
1,"praesto","adverb",""
11,"praesto","verb",""
4,"praesum","verb",""
1,"praesumo","verb",""
9,"praeter","preposition",""
23,"praetereo","verb",""
1,"praetergredior","verb",""
1,"praeteritus","adjective",""
2,"praeterquam","adverb",""
8,"praetorium","noun",""
1,"praevaleo","verb",""
3,"praevaricatio","noun",""
3,"praevaricator","noun",""
1,"praevaricor","verb",""
8,"praevenio","verb",""
3,"prandeo","verb",""
3,"prandium","noun",""
3,"pravus","adjective",""
1,"precor","verb",""
1,"premo","verb",""
3,"pr(eh)endo","verb",""
3,"presbyter","noun",""
5,"pressura","noun",""
14,"pretiosus","adjective",""
11,"pretium","noun",""
1,"primatus","noun",""
6,"primitiae","noun",""
1,"primitivus","adjective",""
3,"primo","adverb",""
6,"primogenitus","adjective",""
35,"primum","adverb",""
82,"primus","ordinal_numeral",""
2,"princeps","adjective",""
115,"princeps","noun",""
1,"principalis","adjective",""
7,"principatus","noun",""
9,"principium","noun",""
1,"principor","verb",""
14,"prior","adjective",""
3,"Prisca","proper_noun",""
3,"Priscilla","proper_noun",""
1,"pristinus","adjective",""
16,"prius","adverb",""
13,"priusquam","subjunction",""
150,"pro","preposition",""
1,"probaticus","adjective",""
3,"probatio","noun",""
25,"probo","verb",""
1,"probus","adjective",""
29,"procedo","verb",""
3,"procella","noun",""
1,"Prochorus","proper_noun",""
17,"procido","verb",""
4,"proconsul","noun",""
3,"procumbo","verb",""
2,"procurator","noun",""
1,"procuro","verb",""
1,"procurro","verb",""
1,"prodeo","verb",""
14,"prodigium","noun",""
2,"proditor","noun",""
1,"prodo","verb",""
10,"produco","verb",""
1,"proelior","verb",""
9,"proelium","noun",""
2,"profecto","adverb",""
2,"profectus","noun",""
7,"profero","verb",""
1,"professio","noun",""
8,"proficio","verb",""
29,"proficiscor","verb",""
2,"profiteor","verb",""
1,"profluvium","noun",""
1,"profugio","verb",""
4,"profundum","noun",""
1,"profundus","adjective",""
4,"progenies","noun",""
2,"progredior","verb",""
19,"prohibeo","verb",""
1,"prohibitio","noun",""
15,"proicio","verb",""
1,"proles","noun",""
1,"prolixe","adverb",""
2,"prolixus","adjective",""
21,"promissio","noun",""
4,"promissum","noun",""
5,"promitto","verb",""
6,"promptus","adjective",""
1,"promptus","noun",""
1,"pronuntio","verb",""
1,"prope","adjective",""
16,"prope","adverb",""
1,"propello","verb",""
1,"propero","verb",""
140,"propheta","noun",""
1,"prophetatio","noun",""
14,"prophetia","noun",""
1,"prophetissa","noun",""
3,"prophetizo","verb",""
24,"propheto","verb",""
1,"propitiatio","noun",""
1,"propitius","adjective",""
7,"propono","verb",""
3,"propositio","noun",""
6,"propositum","noun",""
14,"proprius","adjective",""
195,"propter","preposition",""
28,"propterea","adverb",""
1,"prora","noun",""
1,"proscribo","verb",""
2,"proselytus","noun",""
1,"prosperus","adjective",""
1,"prospicio","verb",""
2,"prosterno","verb",""
2,"prostitutio","noun",""
10,"prosum","verb",""
2,"protestor","verb",""
5,"protinus","adverb",""
2,"protraho","verb",""
11,"prout","relative_adverb",""
1,"proventus","noun",""
4,"proverbium","noun",""
1,"providentia","noun",""
4,"provideo","verb",""
2,"provincia","noun",""
4,"provoco","verb",""
1,"provolvo","verb",""
11,"proximum","noun",""
12,"proximus","adjective",""
14,"prudens","adjective",""
1,"prudenter","adverb",""
6,"prudentia","noun",""
2,"pruna","noun",""
1,"prurio","verb",""
3,"psallo","verb",""
6,"psalmus","noun",""
1,"pseudoapostolus","noun",""
2,"pseudochristus","noun",""
8,"pseudopropheta","noun",""
1,"Ptolemais","proper_noun",""
22,"publicanus","noun",""
3,"publice","adverb",""
1,"publicus","adjective",""
1,"Publius","proper_noun",""
1,"Pudens","proper_noun",""
1,"pudicus","adjective",""
18,"puella","noun",""
48,"puer","noun",""
1,"pugillaris","noun",""
2,"pugna","noun",""
8,"pugno","verb",""
15,"pullus","noun",""
1,"pulmentarium","noun",""
9,"pulso","verb",""
7,"pulvis","noun",""
1,"pungo","verb",""
3,"punio","verb",""
3,"puppis","noun",""
1,"purgamentum","noun",""
1,"purgatio","noun",""
3,"purgo","verb",""
3,"purificatio","noun",""
4,"purifico","verb",""
6,"purpura","noun",""
1,"purpuraria","noun",""
2,"purpureus","adjective",""
1,"pusillianimis","adjective",""
5,"pusillum","adverb",""
16,"pusillus","adjective",""
1,"Puteoli","proper_noun",""
7,"puteus","noun",""
31,"puto","verb",""
1,"pyra","noun",""
1,"Pyrrus","proper_noun",""
1,"Pytho","noun",""
1,"quadrageni","adjective",""
16,"quadraginta","cardinal_numeral",""
2,"quadraginta duo","cardinal_numeral",""
1,"quadrans","noun",""
1,"quadriduanus","adjective",""
4,"quadringenti","cardinal_numeral",""
1,"quadrum","noun",""
1,"quadrupedius","adjective",""
2,"quadrupes","noun",""
1,"quadruplus","adjective",""
121,"quaero","verb",""
8,"quaestio","noun",""
3,"quaestus","noun",""
16,"qualis","interrogative_pronoun",""
6,"qualis","relative_pronoun",""
6,"qualiter","interrogative_adverb",""
7,"quam","interrogative_adverb",""
2,"quam","subjunction",""
62,"quam I","adverb",""
1,"quam II","adverb",""
1,"quam III","adverb",""
2,"quamdiu","interrogative_adverb",""
6,"quamdiu","relative_adverb",""
2,"quamquam","subjunction",""
1,"quamvis","subjunction",""
11,"quando","interrogative_adverb",""
25,"quando","relative_adverb",""
1,"quandrans","noun",""
10,"quanto","interrogative_adverb",""
2,"quanto","relative_adverb",""
3,"quantum","interrogative_adverb",""
2,"quantum","relative_adverb",""
1,"quantus","adjective",""
17,"quantus","interrogative_pronoun",""
8,"quantus","relative_pronoun",""
2,"quapropter","relative_adverb",""
33,"quare","interrogative_adverb",""
1,"quartanus","adjective",""
9,"quartus","ordinal_numeral",""
2,"quartusdecimus","ordinal_numeral",""
56,"quasi","adverb",""
7,"quasi","subjunction",""
1,"quasso","verb",""
1,"quaternio","noun",""
36,"quattuor","cardinal_numeral",""
5,"quattuordecim","cardinal_numeral",""
343,"que","conjunction",""
5,"quemadmodum","adverb",""
6,"quemadmodum","interrogative_adverb",""
16,"quemadmodum","relative_adverb",""
6,"querela","noun",""
1,"queror","verb",""
3,"qui","indefinite_pronoun",""
73,"qui","interrogative_pronoun",""
3101,"qui","relative_pronoun",""
39,"quia","adverb",""
723,"quia","subjunction",""
1,"quicumque","indefinite_pronoun",""
109,"quicumque","relative_pronoun",""
191,"quidam","indefinite_pronoun",""
117,"quidem","adverb",""
1,"quies","noun",""
1,"quiesco","verb",""
1,"quilibet","indefinite_pronoun",""
3,"quindecim","cardinal_numeral",""
2,"quingenti","cardinal_numeral",""
2,"quinquageni","adjective",""
5,"quinquaginta","cardinal_numeral",""
43,"quinque","cardinal_numeral",""
1,"quinquiens","adverb",""
4,"quintus","ordinal_numeral",""
1,"quintusdecimus","ordinal_numeral",""
6,"quippe","adverb",""
1,"quippini","adverb",""
148,"quis","indefinite_pronoun",""
450,"quis","interrogative_pronoun",""
3,"quis","relative_pronoun",""
8,"quisnam","interrogative_pronoun",""
1,"quispiam","indefinite_pronoun",""
43,"quisquam","indefinite_pronoun",""
5,"quisque","indefinite_pronoun",""
4,"quisquis","relative_pronoun",""
9,"quo","interrogative_adverb",""
11,"quo","relative_adverb",""
5,"quoadusque","subjunction",""
7,"quocumque","relative_adverb",""
160,"quod","subjunction",""
22,"quod I","adverb",""
2,"quod II","adverb",""
2,"quominus","adverb",""
2,"quominus","subjunction",""
97,"quomodo","interrogative_adverb",""
3,"quomodo","relative_adverb",""
15,"quoniam","adverb",""
224,"quoniam","subjunction",""
15,"quoque","adverb",""
8,"quot","interrogative_adverb",""
3,"quotiens","interrogative_adverb",""
3,"quotienscumque","relative_adverb",""
10,"quotquot","relative_adverb",""
2,"quousque","interrogative_adverb",""
15,"rabbi","noun",""
2,"rabboni","noun",""
1,"racha","foreign_word",""
1,"Rachab","proper_noun",""
1,"Rachel","proper_noun",""
2,"radico","verb",""
15,"radix","noun",""
1,"rado","verb",""
1,"raeda","noun",""
1,"Ragau","proper_noun",""
1,"Rama","proper_noun",""
11,"ramus","noun",""
1,"rana","noun",""
4,"rapax","adjective",""
4,"rapina","noun",""
14,"rapio","verb",""
1,"raptor","noun",""
17,"ratio","noun",""
1,"rationabilis","adjective",""
1,"Rebecca","proper_noun",""
10,"recedo","verb",""
49,"recipio","verb",""
3,"reclino","verb",""
4,"reconciliatio","noun",""
11,"reconcilio","verb",""
1,"recondo","verb",""
16,"recordor","verb",""
7,"recte","adverb",""
1,"rector","noun",""
9,"rectus","adjective",""
1,"recubitus","noun",""
18,"recumbo","verb",""
1,"recuso","verb",""
2,"redaedifico","verb",""
2,"redarguo","verb",""
1,"redargutio","noun",""
51,"reddo","verb",""
12,"redemptio","noun",""
1,"redemptor","noun",""
11,"redeo","verb",""
6,"redigo","verb",""
2,"redimo","verb",""
2,"reduco","verb",""
1,"reemo","verb",""
1,"refectio","noun",""
6,"refero","verb",""
6,"reficio","verb",""
1,"refloresco","verb",""
1,"reformo","verb",""
1,"refrigerium","noun",""
2,"refrigero","verb",""
1,"refrigesco","verb",""
2,"refulgeo","verb",""
2,"regeneratio","noun",""
4,"regina","noun",""
38,"regio","noun",""
1,"Regium","proper_noun",""
1,"regius","adjective",""
21,"regno","verb",""
158,"regnum","noun",""
9,"rego","verb",""
8,"regredior","verb",""
5,"regula","noun",""
2,"regulus","noun",""
1,"reicio","verb",""
1,"reinvito","verb",""
2,"religio","noun",""
3,"religiosus","adjective",""
66,"relinquo","verb",""
5,"reliquiae","noun",""
8,"reliquus","adjective",""
7,"remaneo","verb",""
2,"remetior","verb",""
2,"remigo","verb",""
1,"reminisco","verb",""
1,"reminiscor","verb",""
4,"remisse","adverb",""
17,"remissio","noun",""
21,"remitto","verb",""
1,"Rempham","proper_noun",""
1,"remuneratio","noun",""
1,"renes","noun",""
1,"reno","verb",""
1,"renovatio","noun",""
2,"renovo","verb",""
5,"renuntio","verb",""
5,"repello","verb",""
2,"repente","adverb",""
2,"repentinus","adjective",""
2,"repeto","verb",""
23,"repleo","verb",""
1,"repletus","adjective",""
2,"repono","verb",""
1,"reprehensibilis","adjective",""
1,"reprehensio","noun",""
1,"repr(eh)endo","verb",""
8,"reprobo","verb",""
6,"reprobus","adjective",""
7,"repromissio","noun",""
2,"repromitto","verb",""
1,"reptile","noun",""
3,"repudium","noun",""
2,"repugno","verb",""
15,"reputo","verb",""
1,"requaero","verb",""
9,"requies","noun",""
11,"requiesco","verb",""
1,"requietio","noun",""
7,"requiro","verb",""
8,"res","noun",""
1,"Resa","proper_noun",""
1,"rescindo","verb",""
1,"rescio","verb",""
1,"reservo","verb",""
3,"resideo","verb",""
1,"residuus","adjective",""
10,"resisto","verb",""
1,"resolutio","noun",""
19,"respicio","verb",""
1,"resplendeo","verb",""
247,"respondeo","verb",""
9,"responsum","noun",""
7,"restituo","verb",""
1,"restitutio","noun",""
2,"resto","verb",""
52,"resurgo","verb",""
37,"resurrectio","noun",""
7,"resuscito","verb",""
15,"rete","noun",""
4,"retineo","verb",""
6,"retribuo","verb",""
3,"retributio","noun",""
10,"retro","adverb",""
1,"retro","preposition",""
2,"retrorsus","adverb",""
9,"reus","noun",""
12,"revelatio","noun",""
24,"revelo","verb",""
1,"reverentia","noun",""
2,"revereor","verb",""
40,"revertor","verb",""
1,"revinco","verb",""
4,"revivo","verb",""
1,"revoco","verb",""
5,"revolvo","verb",""
102,"rex","noun",""
1,"Rhode","proper_noun",""
1,"Rhodos","proper_noun",""
2,"rideo","verb",""
5,"rigo","verb",""
1,"rixa","noun",""
2,"Roboam","proper_noun",""
83,"rogo","verb",""
7,"Roma","proper_noun",""
6,"Romanus","adjective",""
6,"Romanus","noun",""
1,"romphea","noun",""
1,"Ruben","proper_noun",""
1,"ruber","adjective",""
1,"rubicundus","adjective",""
1,"rubor","noun",""
5,"rubus","noun",""
2,"rudis","adjective",""
2,"rufus","adjective",""
2,"Rufus","proper_noun",""
1,"ruga","noun",""
1,"rugio","verb",""
3,"ruina","noun",""
1,"rumor","noun",""
5,"rumpo","verb",""
17,"rursus","adverb",""
1,"ruta","noun",""
1,"Ruth","proper_noun",""
1,"rutilo","verb",""
2,"sabacthani","foreign_word",""
1,"Sabaoth","proper_noun",""
68,"sabbatum","noun",""
4,"sacculus","noun",""
2,"saccus","noun",""
100,"sacerdos","noun",""
1,"sacerdotalis","adjective",""
2,"sacerdotium","noun",""
6,"sacramentum","noun",""
2,"sacrarium","noun",""
5,"sacrificium","noun",""
2,"sacrifico","verb",""
1,"sacrilegium","noun",""
1,"sacrilegus","adjective",""
2,"Saddoc","proper_noun",""
14,"Sadducaei","noun",""
3,"saecularis","adjective",""
77,"saeculum","noun",""
5,"saepe","adverb",""
1,"saepelio","verb",""
3,"saepes","noun",""
2,"saevus","adjective",""
1,"Saffira","proper_noun",""
1,"sagena","noun",""
3,"sagino","verb",""
7,"sal","noun",""
1,"Salamina","proper_noun",""
3,"Salathihel","proper_noun",""
1,"Sale","proper_noun",""
1,"Salim","proper_noun",""
3,"sal(l)io","verb",""
1,"salio","verb",""
3,"Salmon","proper_noun",""
1,"Salmone","proper_noun",""
2,"Salome","proper_noun",""
12,"Salomon","proper_noun",""
1,"saltem","adverb",""
4,"salto","verb",""
32,"salus","noun",""
3,"salutare","noun",""
1,"salutaris","adjective",""
8,"salutatio","noun",""
49,"saluto","verb",""
9,"salvator","noun",""
2,"salvifico","verb",""
15,"salvo","verb",""
78,"salvus","adjective",""
11,"Samaria","proper_noun",""
9,"Samaritani","noun",""
2,"Samaritanus","adjective",""
1,"Samothracia","proper_noun",""
2,"Samuhel","proper_noun",""
1,"Samus","proper_noun",""
1,"sancte","adverb",""
9,"sanctificatio","noun",""
20,"sanctifico","verb",""
3,"sanctitas","noun",""
2,"sanctor","noun",""
185,"sanctus","adjective",""
10,"sanctus","noun",""
1,"sandalium","noun",""
71,"sanguis","noun",""
7,"sanitas","noun",""
24,"sano","verb",""
18,"sanus","adjective",""
9,"sapiens","adjective",""
7,"sapiens","noun",""
1,"sapienter","adverb",""
44,"sapientia","noun",""
26,"sapio","verb",""
1,"sapphyrus","noun",""
1,"sarcina","noun",""
2,"sardinus","adjective",""
1,"sardonix","noun",""
3,"Sardus","proper_noun",""
1,"Sareptha","proper_noun",""
1,"sarmentum","noun",""
1,"Sarona","proper_noun",""
2,"Sarra","proper_noun",""
3,"sata","noun",""
1,"satago","verb",""
34,"Satanas","proper_noun",""
2,"satio","verb",""
3,"satis","adverb",""
2,"satisfacio","verb",""
2,"satum","noun",""
1,"saturitas","noun",""
15,"saturo","verb",""
1,"Saul","proper_noun",""
23,"Saulus","proper_noun",""
1,"saxum","noun",""
6,"scabillum","noun",""
29,"scandalizo","verb",""
13,"scandalum","noun",""
2,"scapha","noun",""
12,"Scarioth","proper_noun",""
1,"scenofactorius","adjective",""
1,"scenopegia","noun",""
1,"Sceva","proper_noun",""
3,"schisma","noun",""
24,"scientia","noun",""
9,"scindo","verb",""
245,"scio","verb",""
1,"sciscitor","verb",""
3,"scissura","noun",""
1,"scola","noun",""
2,"scopa","noun",""
4,"scorpio","noun",""
1,"scorpios","noun",""
61,"scriba","noun",""
181,"scribo","verb",""
42,"scriptura","noun",""
6,"scrutor","verb",""
1,"sculptura","noun",""
1,"scutum","noun",""
306,"se","personal_reflexive_pronoun",""
10,"secedo","verb",""
2,"secessus","noun",""
4,"secreto","adverb",""
6,"secta","noun",""
2,"secto","verb",""
7,"sector","verb",""
5,"secundo","adverb",""
1,"secundoprimus","adjective",""
166,"secundum","preposition",""
24,"secundus","ordinal_numeral",""
1,"Secundus","proper_noun",""
2,"securis","noun",""
1,"securitas","noun",""
1,"securus","adjective",""
22,"secus","preposition",""
556,"sed","conjunction",""
138,"sedeo","verb",""
21,"sedes","noun",""
1,"sedile","noun",""
10,"seditio","noun",""
1,"seditiosus","adjective",""
3,"sedo","verb",""
26,"seduco","verb",""
1,"seductio","noun",""
3,"seductor","noun",""
5,"segrego","verb",""
1,"Seleucia","proper_noun",""
1,"Sem","proper_noun",""
1,"Semei","proper_noun",""
6,"semel","adverb",""
43,"semen","noun",""
1,"sementis","noun",""
1,"semicintium","noun",""
1,"seminiverbius","adjective",""
48,"semino","verb",""
3,"semita","noun",""
1,"semivivus","adjective",""
49,"semper","adverb",""
3,"sempiternus","adjective",""
1,"senecta","noun",""
1,"senesco","verb",""
56,"senex","adjective",""
3,"senex","noun",""
1,"seni","adjective",""
20,"sensus","noun",""
2,"sententia","noun",""
11,"sentio","verb",""
2,"separatim","adverb",""
1,"separatio","noun",""
11,"separo","verb",""
12,"sepelio","verb",""
85,"septem","cardinal_numeral",""
5,"septiens","adverb",""
8,"septimus","ordinal_numeral",""
1,"septuagiens","adverb",""
3,"septuaginta","cardinal_numeral",""
2,"septuaginta duo","cardinal_numeral",""
10,"sepulcrum","noun",""
3,"sepultura","noun",""
14,"sequens","adjective",""
99,"sequor","verb",""
1,"serenus","adjective",""
1,"Sergius","proper_noun",""
1,"sericum","noun",""
92,"sermo","noun",""
8,"sero","adverb",""
1,"sero","verb",""
15,"serpens","noun",""
1,"serpo","verb",""
1,"Seruch","proper_noun",""
42,"servio","verb",""
11,"servitus","noun",""
44,"servo","verb",""
120,"servus","noun",""
1,"sescenti sexaginta sex","cardinal_numeral",""
1,"Seth","proper_noun",""
2,"severitas","noun",""
10,"sex","cardinal_numeral",""
1,"sexage(n)simus","ordinal_numeral",""
4,"sexaginta","cardinal_numeral",""
14,"sextus","ordinal_numeral",""
6,"si","interrogative_adverb",""
565,"si","subjunction",""
119,"sic","adverb",""
2,"sicco","verb",""
1,"sicera","noun",""
170,"sicut","adverb",""
163,"sicut","relative_adverb",""
11,"Sidon","proper_noun",""
1,"Sidonii","noun",""
3,"sidus","noun",""
7,"sigillum","noun",""
7,"signaculum","noun",""
7,"significo","verb",""
15,"signo","verb",""
79,"signum","noun",""
12,"Silas","proper_noun",""
8,"silentium","noun",""
1,"sileo","verb",""
1,"siliqua","noun",""
3,"Siloam","proper_noun",""
1,"silva","noun",""
3,"Silvanus","proper_noun",""
2,"silvestris","adjective",""
1,"simila","noun",""
59,"similis","adjective",""
40,"similiter","adverb",""
14,"similitudo","noun",""
75,"Simon","proper_noun",""
5,"simplex","adjective",""
8,"simplicitas","noun",""
34,"simul","adverb",""
7,"simulacrum","noun",""
3,"simulatio","noun",""
2,"simulo","verb",""
3,"sin","adverb",""
4,"Sina","proper_noun",""
5,"sinapi","noun",""
1,"sincere","adverb",""
3,"sinceritas","noun",""
2,"sincerus","adjective",""
6,"sindon","noun",""
88,"sine","preposition",""
1,"singillatim","adverb",""
1,"singularis","adjective",""
27,"singulus","adjective",""
7,"sinister","adjective",""
6,"sinistra","noun",""
27,"sino","verb",""
6,"sinus","noun",""
5,"Sion","proper_noun",""
1,"siquidem","adverb",""
6,"siquidem","subjunction",""
1,"sisto","verb",""
16,"sitio","verb",""
1,"sitis","noun",""
42,"sive","conjunction",""
1,"smaragdinus","adjective",""
2,"Smyrna","proper_noun",""
2,"sobrietas","noun",""
4,"sobrius","adjective",""
2,"socer","noun",""
4,"societas","noun",""
9,"socius","noun",""
5,"socrus","noun",""
8,"Sodoma","proper_noun",""
31,"sol","noun",""
3,"solacium","noun",""
1,"soleo","verb",""
4,"solitudo","noun",""
2,"sollemnis","adjective",""
2,"sollicite","adverb",""
1,"sollicito","verb",""
14,"sollicitudo","noun",""
17,"sollicitus","adjective",""
22,"solum","adverb",""
42,"solus","adjective",""
1,"solutio","noun",""
43,"solvo","verb",""
1,"somnio","verb",""
1,"somnium","noun",""
11,"somnus","noun",""
2,"sonitus","noun",""
1,"sono","verb",""
2,"sonus","noun",""
1,"Sopater","proper_noun",""
1,"sordes","noun",""
1,"sordesco","verb",""
22,"soror","noun",""
12,"sors","noun",""
9,"s(e)orsum","adverb",""
2,"sortior","verb",""
1,"Sosipater","proper_noun",""
2,"Sosthenes","proper_noun",""
3,"spargo","verb",""
1,"spatiosus","adjective",""
3,"spatium","noun",""
5,"species","noun",""
4,"speciosus","adjective",""
2,"spectaculum","noun",""
1,"speculator","noun",""
1,"speculor","verb",""
1,"speculum","noun",""
5,"spelunca","noun",""
15,"sperno","verb",""
27,"spero","verb",""
41,"spes","noun",""
5,"spica","noun",""
1,"spicatus","adjective",""
13,"spina","noun",""
2,"spineus","adjective",""
21,"spiritalis","adjective",""
2,"spiritaliter","adverb",""
331,"spiritus","noun",""
1,"spiro","verb",""
2,"splendeo","verb",""
1,"splendesco","verb",""
1,"splendide","adverb",""
2,"splendidus","adjective",""
2,"splendor","noun",""
1,"spolium","noun",""
1,"spondeo","verb",""
3,"spongia","noun",""
6,"sponsa","noun",""
1,"sponsor","noun",""
18,"sponsus","noun",""
6,"sporta","noun",""
1,"spuma","noun",""
2,"spumo","verb",""
1,"spurcitia","noun",""
1,"sputum","noun",""
1,"squama","noun",""
3,"stabilis","adjective",""
1,"stabularius","noun",""
1,"stabulum","noun",""
1,"Stachys","proper_noun",""
6,"stadium","noun",""
11,"stagnum","noun",""
1,"stater","noun",""
1,"statera","noun",""
49,"statim","adverb",""
27,"statuo","verb",""
3,"statura","noun",""
24,"stella","noun",""
3,"Stephanas","proper_noun",""
7,"Stephanus","proper_noun",""
2,"stercus","noun",""
4,"sterilis","adjective",""
6,"sterno","verb",""
1,"sterquilinium","noun",""
1,"stigma","noun",""
4,"stimulus","noun",""
4,"stipendium","noun",""
1,"stipula","noun",""
142,"sto","verb",""
1,"stoicus","adjective",""
9,"stola","noun",""
1,"stratum","noun",""
2,"strideo","verb",""
7,"stridor","noun",""
1,"stringo","verb",""
2,"structura","noun",""
1,"studeo","verb",""
6,"stultitia","noun",""
13,"stultus","adjective",""
2,"stupefacio","verb",""
13,"stupeo","verb",""
5,"stupor","noun",""
11,"suadeo","verb",""
1,"suavis","adjective",""
3,"suavitas","noun",""
58,"sub","preposition",""
9,"subditus","adjective",""
2,"subdo","verb",""
1,"subdolus","adjective",""
1,"subduco","verb",""
1,"subeo","verb",""
16,"subicio","verb",""
5,"subiectus","adjective",""
1,"subintro","verb",""
1,"subintroduco","verb",""
2,"subintroeo","verb",""
6,"subito","adverb",""
1,"subiugale","noun",""
2,"sublevo","verb",""
1,"sublime","adverb",""
4,"sublimitas","noun",""
1,"sublimus","adjective",""
1,"subministratio","noun",""
1,"subministro","verb",""
8,"submitto","verb",""
1,"subnavigo","verb",""
2,"subsequor","verb",""
9,"substantia","noun",""
1,"substerno","verb",""
1,"subterfugio","verb",""
1,"subtilitas","noun",""
3,"subtraho","verb",""
3,"subtus","preposition",""
5,"subverto","verb",""
1,"succendo","verb",""
1,"successor","noun",""
2,"succido","verb",""
2,"succingo","verb",""
1,"succlamo","verb",""
4,"sudarium","noun",""
1,"sudor","noun",""
5,"suffero","verb",""
2,"sufficientia","noun",""
10,"sufficio","verb",""
11,"suffoco","verb",""
1,"suffodio","verb",""
1,"suggero","verb",""
1,"suggillo","verb",""
1,"sugo","verb",""
7,"sulphur","noun",""
1,"sulphureus","adjective",""
4620,"sum","verb","am"
1,"summa","noun",""
26,"summus","adjective",""
19,"sumo","verb",""
2,"sumptus","noun",""
272,"super","preposition",""
1,"superabundanter","adverb",""
3,"superabundo","verb",""
1,"superadultus","adjective",""
6,"superaedifico","verb",""
1,"superbia","noun",""
4,"superbus","adjective",""
1,"supercerto","verb",""
1,"supercilium","noun",""
1,"supercresco","verb",""
1,"supereffluo","verb",""
2,"superemineo","verb",""
1,"supererogo","verb",""
1,"superextendo","verb",""
1,"supergredior","verb",""
1,"superimpendo","verb",""
1,"superinduo","verb",""
1,"superlucror","verb",""
2,"supernus","adjective",""
3,"supero","verb",""
1,"superordino","verb",""
2,"superpono","verb",""
1,"superscriptio","noun",""
1,"supersemino","verb",""
2,"superstitio","noun",""
1,"superstitiosus","adjective",""
1,"supersubstantialis","adjective",""
4,"supersum","verb",""
4,"superus","adjective",""
18,"supervenio","verb",""
1,"supervestio","verb",""
2,"supplementum","noun",""
5,"suppleo","verb",""
1,"supplicium","noun",""
1,"suppono","verb",""
2,"supporto","verb",""
3,"supra","adverb",""
69,"supra","preposition",""
1,"suprascriptio","noun",""
5,"surdus","adjective",""
119,"surgo","verb",""
5,"sursum","adverb",""
1,"Susanna","proper_noun",""
35,"suscipio","verb",""
41,"suscito","verb",""
6,"suspendo","verb",""
2,"suspicio","verb",""
2,"suspicor","verb",""
1,"sustentatio","noun",""
1,"sustinentia","noun",""
25,"sustineo","verb",""
1,"susurratio","noun",""
1,"susurro","noun",""
660,"suus","possessive_reflexive_pronoun",""
1,"Sychar","proper_noun",""
2,"Sychem","proper_noun",""
1,"sycomorus","noun",""
6,"Symeon","proper_noun",""
1,"symphonia","noun",""
60,"synagoga","noun",""
1,"Syntyche","proper_noun",""
1,"Syracusa","proper_noun",""
8,"Syria","proper_noun",""
1,"Syrophoenissa","proper_noun",""
1,"Syrtis","proper_noun",""
1,"Syrus","adjective",""
1,"taberna","noun",""
13,"tabernaculum","noun",""
2,"Tabitas","proper_noun",""
3,"tabula","noun",""
22,"taceo","verb",""
2,"taedet","verb",""
13,"talentum","noun",""
25,"talis","demonstrative_pronoun",""
1,"talitha","foreign_word",""
4,"tam","adverb",""
23,"tamen","adverb",""
1,"tametsi","subjunction",""
69,"tamquam","adverb",""
6,"tamquam","relative_adverb",""
1,"tamquam","subjunction",""
2,"tandem","adverb",""
36,"tango","verb",""
35,"tantum","adverb",""
3,"tantus","adjective",""
13,"tantus","demonstrative_pronoun",""
1,"tarde","adverb",""
1,"tardo","verb",""
1,"tardus","adjective",""
1,"Tarsensis","adjective",""
4,"Tarsus","proper_noun",""
2,"taurus","noun",""
9,"tectum","noun",""
2,"tego","verb",""
1,"tegula","noun",""
3,"teloneum","noun",""
1,"telum","noun",""
1,"temere","adverb",""
1,"tempero","verb",""
4,"tempestas","noun",""
112,"templum","noun",""
3,"temporalis","adjective",""
13,"temptatio","noun",""
1,"temptator","noun",""
34,"tempto","verb",""
116,"tempus","noun",""
2,"tendo","verb",""
40,"tenebrae","noun",""
3,"tenebrosus","adjective",""
47,"teneo","verb",""
2,"tener","adjective",""
1,"tepidus","adjective",""
12,"ter","adverb",""
2,"tergeo","verb",""
2,"terminus","noun",""
1,"terni","adjective",""
237,"terra","noun",""
13,"terraemotus","noun",""
6,"terrenus","adjective",""
5,"terreo","verb",""
4,"terrestris","adjective",""
1,"terror","noun",""
8,"tertio","adverb",""
53,"tertius","ordinal_numeral",""
2,"Tertullus","proper_noun",""
16,"testamentum","noun",""
19,"testificor","verb",""
1,"testimentum","noun",""
103,"testimonium","noun",""
29,"testis","noun",""
3,"testor","verb",""
7,"tetrarches","noun",""
2,"Thaddeus","proper_noun",""
1,"Thalassa","proper_noun",""
1,"Thamar","proper_noun",""
1,"Thara","proper_noun",""
