"Occurrences","lex","Lexeme","Transliterated","None","Qal","Nifal","Piel","Pual","Hitpael","Hifil","Hofal","Hishtafal","Passive Qal","Etpaal","Nitpael","Hotpaal","Tifal","Hitpoal","Poal","Poel"
1,"ZMZMJM/","זַמְזֻמִּים ","zamzummîm","Zamzummites",,,,,,,,,,,,,,,,
6,"ZMJR/","זָמִיר I","zāmîr","song",,,,,,,,,,,,,,,,
1,"ZMJR=/","זָמִיר II","zāmîr","pruning",,,,,,,,,,,,,,,,
1,"ZMJRH/","זְמִירָה ","zᵊmîrāʰ","Zemirah",,,,,,,,,,,,,,,,
1,"ZMM/","זְמָם ","zᵊmām","plan",,,,,,,,,,,,,,,,
13,"ZMM[","זמם ","ZMM",,"think, plan",,,,,,,,,,,,,,,
4,"ZMN/","זְמָן ","zᵊmān","appointed time",,,,,,,,,,,,,,,,
3,"ZMN[","זמן ","ZMN",,,,,"be appointed, set",,,,,,,,,,,,
1,"ZMR/","זֶמֶר ","zemer","gazelle",,,,,,,,,,,,,,,,
3,"ZMR=[","זמר II","ZMR",,"prune","be pruned",,,,,,,,,,,,,,
45,"ZMR[","זמר I","ZMR",,,,"sing, praise",,,,,,,,,,,,,
4,"ZMRH/","זִמְרָה I","zimrāʰ","song, melody",,,,,,,,,,,,,,,,
4,"ZMRH=/","זִמְרָה II","zimrāʰ","strength",,,,,,,,,,,,,,,,
14,"ZMRJ/","זִמְרִי I","zimrî","Zimri",,,,,,,,,,,,,,,,
1,"ZMRJ=/","זִמְרִי II","zimrî","Zimri",,,,,,,,,,,,,,,,
2,"ZMRN/","זִמְרָן ","zimrān","Zimran",,,,,,,,,,,,,,,,
3,"ZN/","זַן ","zan","kind, sort",,,,,,,,,,,,,,,,
11,"ZNB/","זָנָב ","zānāv","tail; end",,,,,,,,,,,,,,,,
2,"ZNB[","זנב ","ZNV",,,,"cut off rear, attack from behind",,,,,,,,,,,,,
1,"ZNH=[","זנה II","ZNH",,"feel repugnance",,,,,,,,,,,,,,,
93,"ZNH[","זנה I","ZNH",,"commit fornication; play the harlot",,,"be prostituted",,"lead into prostitution, prostitute",,,,,,,,,,
4,"ZNWX/","זָנֹוחַ I","zānôₐḥ","Zanoah",,,,,,,,,,,,,,,,
1,"ZNWX=/","זָנֹוחַ II","zānôₐḥ","Zanoah",,,,,,,,,,,,,,,,
12,"ZNWNJM/","זְנוּנִים ","zᵊnûnîm","prostitution, fornication",,,,,,,,,,,,,,,,
9,"ZNWT/","זְנוּת ","zᵊnût","prostitution, fornication",,,,,,,,,,,,,,,,
1,"ZNX=[","זנח II","ZNḤ",,,,,,,"stink",,,,,,,,,,
19,"ZNX[","זנח I","ZNḤ",,"reject",,,,,"reject, exclude",,,,,,,,,,
1,"ZNQ[","זנק ","ZNQ",,,,"leap forth",,,,,,,,,,,,,
1,"Z<H/","זֵעָה ","zēʕāʰ","sweat",,,,,,,,,,,,,,,,
7,"Z<WH/","זַעֲוָה ","zaʕᵃwāʰ","trembling",,,,,,,,,,,,,,,,
2,"Z<WN/","זַעֲוָן ","zaʕᵃwān","Zaavan",,,,,,,,,,,,,,,,
5,"Z<JR/","זְעֵיר ","zᵊʕêr","a little",,,,,,,,,,,,,,,,
1,"Z<K[","זעך ","ZʕX",,,"be extinguished",,,,,,,,,,,,,,
22,"Z<M/","זַעַם ","zaʕam","indignation, curse",,,,,,,,,,,,,,,,
12,"Z<M[","זעם ","ZʕM",,"curse, scold","be made indignant",,,,,,,,,,,,,,
6,"Z<P/","זַעַף I","zaʕaf","anger, rage",,,,,,,,,,,,,,,,
2,"Z<P=/","זָעֵף II","zāʕēf","raging",,,,,,,,,,,,,,,,
5,"Z<P[","זעף ","ZʕF",,"be angry, enraged",,,,,,,,,,,,,,,
73,"Z<Q[","זעק ","ZʕQ",,"cry out","called to arms",,,,"cry, call together",,,,,,,,,,
18,"Z<QH/","זְעָקָה ","zᵊʕāqāʰ","cry, call for help",,,,,,,,,,,,,,,,
1,"ZPRWN/","זִפְרֹון ","zifrôn","Ziphron",,,,,,,,,,,,,,,,
3,"ZPT/","זֶפֶת ","zefet","pitch",,,,,,,,,,,,,,,,
1,"ZQ/","זֵק ","zēq","fire-arrow",,,,,,,,,,,,,,,,
4,"ZQJM/","זִקִּים ","ziqqîm","fetters",,,,,,,,,,,,,,,,
181,"ZQN/","זָקֵן I","zāqēn","old (adj); old man, elder (n)",,,,,,,,,,,,,,,,
19,"ZQN=/","זָקָן II","zāqān","beard",,,,,,,,,,,,,,,,
1,"ZQN==/","זֹקֶן III","zōqen","old age",,,,,,,,,,,,,,,,
24,"ZQN[","זקן ","ZQN",,"be old, become old",,,,,"grow old",,,,,,,,,,
6,"ZQNH/","זִקְנָה ","ziqnāʰ","growing old, old age",,,,,,,,,,,,,,,,
4,"ZQNJM/","זְקֻנִים ","zᵊqunîm","old age",,,,,,,,,,,,,,,,
2,"ZQP[","זקף ","ZQF",,"raise, raise up",,,,,,,,,,,,,,,
7,"ZQQ[","זקק ","ZQQ",,"refine, distil",,"refine, purify","be refined, purified",,,,,,,,,,,,
70,"ZR/","זָר I","zār","strange, different; illicit",,,,,,,,,,,,,,,,
10,"ZR=/","זֵר II","zēr","molding",,,,,,,,,,,,,,,,
1,"ZR>/","זָרָא ","zārāˀ","loathsome thing",,,,,,,,,,,,,,,,
1,"ZRB[","זרב ","ZRV",,,,,"be dried up",,,,,,,,,,,,
21,"ZRBBL/","זְרֻבָּבֶל ","zᵊrubbāvel","Zerubbabel",,,,,,,,,,,,,,,,
4,"ZRD/","זֶרֶד ","zered","Zered",,,,,,,,,,,,,,,,
1,"ZRH=[","זרה II","ZRH",,,,"measure off",,,,,,,,,,,,,
40,"ZRH[","זרה I","ZRH",,"scatter, winnow","be scattered","scatter, spread","be scattered",,,,,,,,,,,,
91,"ZRW</","זְרֹועַ I","zᵊrôₐʕ","arm, forearm",,,,,,,,,,,,,,,,
2,"ZRW<=/","זֵרוּעַ II","zērûₐʕ","sowing, thing sown",,,,,,,,,,,,,,,,
1,"ZRZJP/","זַרְזִיף ","zarzîf","sprinkling?",,,,,,,,,,,,,,,,
1,"ZRZJR/","זַרְזִיר ","zarzîr","greyhound?",,,,,,,,,,,,,,,,
1,"ZRX/","זֶרַח I","zeraḥ","shining, flashing up",,,,,,,,,,,,,,,,
21,"ZRX=/","זֶרַח II","zeraḥ","Zerah",,,,,,,,,,,,,,,,
18,"ZRX[","זרח ","ZRḤ",,"go forth, shine",,,,,,,,,,,,,,,
6,"ZRXJ/","זַרְחִי ","zarḥî","Zerahite",,,,,,,,,,,,,,,,
5,"ZRXJH/","זְרַחְיָה ","zᵊraḥyāʰ","Zerahiah",,,,,,,,,,,,,,,,
9,"ZRM/","זֶרֶם ","zerem","downpour, rainstorm",,,,,,,,,,,,,,,,
2,"ZRM[","זרם ","ZRM",,"pour forth",,,,,,,,,,,,,,,"pour down"
2,"ZRMH/","זִרְמָה ","zirmāʰ","penis",,,,,,,,,,,,,,,,
229,"ZR</","זֶרַע ","zeraʕ","seed, offspring",,,,,,,,,,,,,,,,
56,"ZR<[","זרע ","ZRʕ",,"sow","be sown",,"be sown",,"produce seed, conceive",,,,,,,,,,
1,"ZR<JM/","זֵרֹעִים ","zērōʕîm","vegetables",,,,,,,,,,,,,,,,
1,"ZR<NJM/","זֵרְעֹנִים ","zērᵊʕōnîm","vegetables",,,,,,,,,,,,,,,,
1,"ZRQ=[","זרק II","ZRQ",,"be white, bright",,,,,,,,,,,,,,,
34,"ZRQ[","זרק I","ZRQ",,"sprinkle; scatter",,,"be sprinkled",,,,,,,,,,,,
1,"ZRR[","זרר ","ZRR",,,,"sneeze",,,,,,,,,,,,,
4,"ZRC/","זֶרֶשׁ ","zereš","Zeresh",,,,,,,,,,,,,,,,
7,"ZRT/","זֶרֶת ","zeret","span (measure)",,,,,,,,,,,,,,,,
4,"ZTW>/","זַתּוּא ","zattûˀ","Zattu",,,,,,,,,,,,,,,,
2,"ZTM/","זֵתָם ","zētām","Zetham",,,,,,,,,,,,,,,,
1,"ZTR/","זֵתַר ","zētar","Zethar",,,,,,,,,,,,,,,,
1,"XB/","חֹב ","ḥōv","fold of garment, pocket",,,,,,,,,,,,,,,,
34,"XB>[","חבא ","ḤVʔ",,,"hide oneself, be hidden",,"keep oneself hidden","keep oneself hidden","hide oneself, be hidden","be kept hidden",,,,,,,,,
2,"XBB/","חֹבָב ","ḥōvāv","Hobab",,,,,,,,,,,,,,,,
1,"XBB[","חבב ","ḤVV",,"love",,,,,,,,,,,,,,,
1,"XBH/","חֻבָּה ","ḥubbāʰ","Hubbah",,,,,,,,,,,,,,,,
4,"XBH[","חבה ","ḤVH",,"hide oneself","hide oneself",,,,,,,,,,,,,,
3,"XBWR/","חָבֹור ","ḥāvôr","Habor",,,,,,,,,,,,,,,,
7,"XBWRH/","חַבּוּרָה ","ḥabbûrāʰ","stripe, wound",,,,,,,,,,,,,,,,
5,"XBV[","חבט ","ḤVṬ",,"beat, beat out","be beaten out",,,,,,,,,,,,,,
2,"XBJH/","חֳבַיָּה ","ḥᵒvayyāʰ","Hobaiah",,,,,,,,,,,,,,,,
1,"XBJWN/","חֶבְיֹון ","ḥevyôn","hiding, veil",,,,,,,,,,,,,,,,
7,"XBL/","חֵבֶל I","ḥēvel","labour pains",,,,,,,,,,,,,,,,
50,"XBL=/","חֶבֶל II","ḥevel","rope; measure, plot",,,,,,,,,,,,,,,,
5,"XBL==/","חֹבֵל III","ḥōvēl","sailor",,,,,,,,,,,,,,,,
2,"XBL===/","חֶבֶל IV","ḥevel","destruction",,,,,,,,,,,,,,,,
3,"XBL====/","חֲבֹל V","ḥᵃvōl","pledge",,,,,,,,,,,,,,,,
1,"XBL=====/","חִבֵּל VI","ḥibbēl","mast?",,,,,,,,,,,,,,,,
1,"XBL======/","חֵבֶל VII","ḥēvel","foetus",,,,,,,,,,,,,,,,
3,"XBL==[","חבל III","ḤVL",,,,"be in labour; be pregnant with",,,,,,,,,,,,,
11,"XBL=[","חבל II","ḤVL",,"treat badly",,"ruin, destroy","be ruined, broken",,,,,,,,,,,,
13,"XBL[","חבל I","ḤVL",,"take in pledge","have a pledge taken",,,,,,,,,,,,,,
1,"XBLH/","חֲבֹלָה ","ḥᵃvōlāʰ","pledge",,,,,,,,,,,,,,,,
2,"XBLJM/","חֹבְלִים ","ḥōvᵊlîm","union",,,,,,,,,,,,,,,,
2,"XBYLT/","חֲבַצֶּלֶת ","ḥᵃvaṣṣelet","asphodel",,,,,,,,,,,,,,,,
1,"XBYNJH/","חֲבַצִּנְיָה ","ḥᵃvaṣṣinyāʰ","Habazziniah",,,,,,,,,,,,,,,,
2,"XBQ/","חִבֻּק ","ḥibbuq","folding (of hands)",,,,,,,,,,,,,,,,
13,"XBQ[","חבק ","ḤVQ",,"embrace",,"embrace",,,,,,,,,,,,,
2,"XBQWQ/","חֲבַקּוּק ","ḥᵃvaqqûq","Habakkuk",,,,,,,,,,,,,,,,
12,"XBR/","חָבֵר I","ḥāvēr","companion, associate",,,,,,,,,,,,,,,,
7,"XBR=/","חֶבֶר II","ḥever","company, association",,,,,,,,,,,,,,,,
1,"XBR==/","חַבָּר III","ḥabbār","companion",,,,,,,,,,,,,,,,
11,"XBR===/","חֶבֶר IV","ḥever","Heber",,,,,,,,,,,,,,,,
1,"XBR=[","חבר II","ḤVR",,,,,,,"be brilliant",,,,,,,,,,
28,"XBR[","חבר I","ḤVR",,"become allies, unite",,"join together; couple","be joined together","join oneself to",,,,,"join oneself to",,,,,,
1,"XBRBRT/","חֲבַרְבֻּרֹת ","ḥᵃvarburōt","marks",,,,,,,,,,,,,,,,
1,"XBRH/","חֶבְרָה ","ḥevrāʰ","company, community",,,,,,,,,,,,,,,,
9,"XBRWN/","חֶבְרֹון I","ḥevrôn","Hebron",,,,,,,,,,,,,,,,
62,"XBRWN=/","חֶבְרֹון II","ḥevrôn","Hebron",,,,,,,,,,,,,,,,
1,"XBRJ/","חֶבְרִי ","ḥevrî","Heberite",,,,,,,,,,,,,,,,
6,"XBRNJ/","חֶבְרֹנִי ","ḥevrōnî","Hebronite",,,,,,,,,,,,,,,,
4,"XBRT/","חֹבֶרֶת I","ḥōveret","series (of curtains)",,,,,,,,,,,,,,,,
1,"XBRT=/","חֲבֶרֶת II","ḥᵃveret","companion, wife",,,,,,,,,,,,,,,,
33,"XBC[","חבשׁ ","ḤVŠ",,"bind, bind on; saddle",,"bind up, dam up","be bound up",,,,,,,,,,,,
1,"XBTJM/","חֲבִתִּים ","ḥᵃvittîm","flat cakes",,,,,,,,,,,,,,,,
62,"XG/","חַג ","ḥag","feast, festival; procession",,,,,,,,,,,,,,,,
1,"XG>/","חָגָּא ","ḥāggāˀ","terror, dread",,,,,,,,,,,,,,,,
5,"XGB/","חָגָב I","ḥāgāv","grasshopper, locust",,,,,,,,,,,,,,,,
1,"XGB=/","חָגָב II","ḥāgāv","Hagab",,,,,,,,,,,,,,,,
2,"XGBH/","חֲגָבָה ","ḥᵃgāvāʰ","Hagabah",,,,,,,,,,,,,,,,
16,"XGG[","חגג ","ḤGG",,"celebrate a feast, festival",,,,,,,,,,,,,,,
3,"XGW/","חָגוּ ","ḥāgû","cleft in the rock; hiding place",,,,,,,,,,,,,,,,
1,"XGWR/","חָגֹור I","ḥāgôr","girded, belted",,,,,,,,,,,,,,,,
3,"XGWR=/","חֲגֹור II","ḥᵃgôr","girdle, belt",,,,,,,,,,,,,,,,
5,"XGWRH/","חֲגֹורָה ","ḥᵃgôrāʰ","girdle, belt; loin-covering",,,,,,,,,,,,,,,,
1,"XGJ/","חַגִּי I","ḥaggî","Haggite",,,,,,,,,,,,,,,,
9,"XGJ=/","חַגַּי II","ḥaggay","Haggai",,,,,,,,,,,,,,,,
2,"XGJ==/","חַגִּי III","ḥaggî","Haggi",,,,,,,,,,,,,,,,
1,"XGJH/","חַגִּיָּה ","ḥaggiyyāʰ","Haggiah",,,,,,,,,,,,,,,,
5,"XGJT/","חַגִּית ","ḥaggît","Haggith",,,,,,,,,,,,,,,,
4,"XGLH/","חָגְלָה ","ḥāglāʰ","Hoglah",,,,,,,,,,,,,,,,
44,"XGR[","חגר ","ḤGR",,"gird, put on a belt",,,,,,,,,,,,,,,
4,"XD/","חַד I","ḥad","sharp",,,,,,,,,,,,,,,,
1,"XD=/","חַד II","ḥad","one",,,,,,,,,,,,,,,,
2,"XDD/","חֲדַד ","ḥᵃdad","Hadad",,,,,,,,,,,,,,,,
4,"XDD[","חדד ","ḤDD",,"be sharp",,,,,,"be sharpened",,,,,,,,,
3,"XDH[","חדה ","ḤDH",,"rejoice",,"make joyful",,,,,,,,,,,,,
1,"XDWDJM/","חַדּוּדִים ","ḥaddûdîm","points",,,,,,,,,,,,,,,,
2,"XDWH/","חֶדְוָה ","ḥedwāʰ","joy",,,,,,,,,,,,,,,,
3,"XDJD/","חָדִיד ","ḥādîd","Hadid",,,,,,,,,,,,,,,,
3,"XDL/","חָדֵל I","ḥādēl","ceasing, transient",,,,,,,,,,,,,,,,
1,"XDL=/","חֶדֶל II","ḥedel","world?",,,,,,,,,,,,,,,,
58,"XDL[","חדל ","ḤDL",,"cease, desist",,,,,,,,,,,,,,,
1,"XDLJ/","חַדְלָי ","ḥadlāʸ","Hadlai",,,,,,,,,,,,,,,,
2,"XDQ/","חֵדֶק ","ḥēdeq","nightshade, brier",,,,,,,,,,,,,,,,
2,"XDQL/","חִדֶּקֶל ","ḥiddeqel","Tigris",,,,,,,,,,,,,,,,
38,"XDR/","חֶדֶר ","ḥeder","bedroom, (dark) room",,,,,,,,,,,,,,,,
1,"XDR[","חדר ","ḤDR",,"surround",,,,,,,,,,,,,,,
1,"XDRK/","חַדְרָךְ ","ḥadrāx","Hadrach",,,,,,,,,,,,,,,,
52,"XDC/","חָדָשׁ I","ḥādāš","new, fresh",,,,,,,,,,,,,,,,
284,"XDC=/","חֹדֶשׁ II","ḥōdeš","new moon, month",,,,,,,,,,,,,,,,
1,"XDC==/","חֹדֶשׁ III","ḥōdeš","Hodesh",,,,,,,,,,,,,,,,
10,"XDC[","חדשׁ ","ḤDŠ",,,,"make new, restore",,"renew oneself",,,,,,,,,,,
1,"XDCH/","חֲדָשָׁה ","ḥᵃdāšāʰ","Hadashah",,,,,,,,,,,,,,,,
1,"XWB/","חֹוב ","ḥôv","guilt, debt",,,,,,,,,,,,,,,,
1,"XWB[","חוב ","ḤWV",,,,"make guilty, declare guilty",,,,,,,,,,,,,
1,"XWBH/","חֹובָה ","ḥôvāʰ","Hobah",,,,,,,,,,,,,,,,
3,"XWG/","חוּג ","ḥûg","circle; vault",,,,,,,,,,,,,,,,
1,"XWG[","חוג ","ḤWG",,"draw a circle",,,,,,,,,,,,,,,
4,"XWD[","חוד ","ḤWD",,"propound a riddle",,,,,,,,,,,,,,,
8,"XWH/","חַוָּה I","ḥawwāʰ","tent-camp, tent-village",,,,,,,,,,,,,,,,
2,"XWH=/","חַוָּה II","ḥawwāʰ","Eve",,,,,,,,,,,,,,,,
6,"XWH=[","חוה II","ḤWH",,,,"make known, declare",,,,,,,,,,,,,
170,"XWH[","חוה I","ḤWH",,,,,,,,,"bow down",,,,,,,,
11,"XWX/","חֹוחַ I","ḥôₐḥ","thorn bush, thorn",,,,,,,,,,,,,,,,
1,"XWX=/","חֹוחַ II","ḥôₐḥ","recess",,,,,,,,,,,,,,,,
7,"XWV/","חוּט ","ḥûṭ","thread, cord",,,,,,,,,,,,,,,,
25,"XWJ/","חִוִּי ","ḥiwwî","Hivite",,,,,,,,,,,,,,,,
7,"XWJLH/","חֲוִילָה ","ḥᵃwîlāʰ","Havilah",,,,,,,,,,,,,,,,
22,"XWL/","חֹול I","ḥôl","sand, mud",,,,,,,,,,,,,,,,
1,"XWL=/","חֹול II","ḥôl","Phoenix",,,,,,,,,,,,,,,,
2,"XWL==/","חוּל III","ḥûl","Hul",,,,,,,,,,,,,,,,
12,"XWL[","חול ","ḤWL",,"whirl, dance",,"dance",,"whirl",,,,,,,,,,,
4,"XWM/","חוּם ","ḥûm","ruttish",,,,,,,,,,,,,,,,
133,"XWMH/","חֹומָה ","ḥômāʰ","wall",,,,,,,,,,,,,,,,
24,"XWS[","חוס ","ḤWS",,"pity, be troubled about",,,,,,,,,,,,,,,
7,"XWP/","חֹוף ","ḥôf","shore, coast",,,,,,,,,,,,,,,,
1,"XWPM/","חוּפָם ","ḥûfām","Hupham",,,,,,,,,,,,,,,,
1,"XWPMJ/","חוּפָמִי ","ḥûfāmî","Huphamite",,,,,,,,,,,,,,,,
164,"XWY/","חוּץ ","ḥûṣ","outside, place outside the house, street (n); outside, without (prep, adv)",,,,,,,,,,,,,,,,
1,"XWQQ/","חוּקֹק ","ḥûqōq","Hukok",,,,,,,,,,,,,,,,
2,"XWR/","חוּר I","ḥûr","white linen",,,,,,,,,,,,,,,,
16,"XWR=/","חוּר II","ḥûr","Hur",,,,,,,,,,,,,,,,
1,"XWR[","חור ","ḤWR",,"grow pale",,,,,,,,,,,,,,,
1,"XWRJ/","חֹורָי I","ḥôrāʸ","white linen?",,,,,,,,,,,,,,,,
1,"XWRJ=/","חוּרִי II","ḥûrî","Huri",,,,,,,,,,,,,,,,
1,"XWRJ==/","חוּרַי III","ḥûray","Hurai",,,,,,,,,,,,,,,,
3,"XWRM/","חוּרָם ","ḥûrām","Huram",,,,,,,,,,,,,,,,
2,"XWRN/","חַוְרָן ","ḥawrān","Hauran",,,,,,,,,,,,,,,,
1,"XWC=[","חושׁ II","ḤWŠ",,"feel",,,,,,,,,,,,,,,
19,"XWC[","חושׁ I","ḤWŠ",,"hurry",,,,,"hasten, make to hasten",,,,,,,,,,
1,"XWCH/","חוּשָׁה ","ḥûšāʰ","Hushah",,,,,,,,,,,,,,,,
14,"XWCJ/","חוּשַׁי ","ḥûšay","Hushai",,,,,,,,,,,,,,,,
2,"XWCJM/","חוּשִׁים I","ḥûšîm","Hushim",,,,,,,,,,,,,,,,
1,"XWCJM=/","חוּשִׁים II","ḥûšîm","Hushim",,,,,,,,,,,,,,,,
14,"XWTM/","חֹותָם I","ḥôtām","seal, signet-ring",,,,,,,,,,,,,,,,
2,"XWTM=/","חֹותָם II","ḥôtām","Hotham",,,,,,,,,,,,,,,,
23,"XZ>L/","חֲזָאֵל ","ḥᵃzāʔēl","Hazael",,,,,,,,,,,,,,,,
13,"XZH/","חָזֶה I","ḥāzeʰ","chest (of an animal)",,,,,,,,,,,,,,,,
18,"XZH=/","חֹזֶה II","ḥōzeʰ","vision",,,,,,,,,,,,,,,,
54,"XZH[","חזה ","ḤZH",,"see, perceive; gaze",,,,,,,,,,,,,,,
1,"XZW/","חֲזֹו ","ḥᵃzô","Hazo",,,,,,,,,,,,,,,,
35,"XZWN/","חָזֹון ","ḥāzôn","vision",,,,,,,,,,,,,,,,
5,"XZWT/","חָזוּת I","ḥāzût","vision; conspicuous",,,,,,,,,,,,,,,,
1,"XZWT=/","חֲזֹות II","ḥᵃzôt","the visions of Iddo",,,,,,,,,,,,,,,,
1,"XZJ>L/","חֲזִיאֵל ","ḥᵃzîʔēl","Haziel",,,,,,,,,,,,,,,,
1,"XZJH/","חֲזָיָה ","ḥᵃzāyāʰ","Hazaiah",,,,,,,,,,,,,,,,
9,"XZJWN/","חִזָּיֹון I","ḥizzāyôn","vision",,,,,,,,,,,,,,,,
1,"XZJWN=/","חֶזְיֹון II","ḥezyôn","Hezion",,,,,,,,,,,,,,,,
3,"XZJZ/","חֲזִיז ","ḥᵃzîz","thundercloud",,,,,,,,,,,,,,,,
7,"XZJR/","חֲזִיר I","ḥᵃzîr","swine, wild boar",,,,,,,,,,,,,,,,
2,"XZJR=/","חֵזִיר II","ḥēzîr","Hezir",,,,,,,,,,,,,,,,
56,"XZQ/","חָזָק I","ḥāzāq","hard, strong",,,,,,,,,,,,,,,,
5,"XZQ=/","חֹזֶק II","ḥōzeq","strength",,,,,,,,,,,,,,,,
2,"XZQ==/","חָזֵק III","ḥāzēq","strong",,,,,,,,,,,,,,,,
1,"XZQ===/","חֵזֶק IV","ḥēzeq","strength",,,,,,,,,,,,,,,,
290,"XZQ[","חזק ","ḤZQ",,"be strong, become strong",,"make strong, strengthen",,"strengthen oneself, take courage","seize, grasp",,,,,,,,,,
6,"XZQH/","חָזְקָה I","ḥāzqāʰ","strength, force",,,,,,,,,,,,,,,,
4,"XZQH=/","חֶזְקָה II","ḥezqāʰ","strength, being strong",,,,,,,,,,,,,,,,
1,"XZQJ/","חִזְקִי ","ḥizqî","Hizki",,,,,,,,,,,,,,,,
13,"XZQJH/","חִזְקִיָּה ","ḥizqiyyāʰ","Hezekiah",,,,,,,,,,,,,,,,
74,"XZQJHW/","חִזְקִיָּהוּ ","ḥizqiyyāhû","Hezekiah",,,,,,,,,,,,,,,,
7,"XX/","חָח ","ḥāḥ","hook, ring",,,,,,,,,,,,,,,,
33,"XV>/","חֵטְא I","ḥēṭᵊʔ","sin, guilt of sin, fault",,,,,,,,,,,,,,,,
19,"XV>=/","חַטָּא II","ḥaṭṭāˀ","sinful; sinner",,,,,,,,,,,,,,,,
237,"XV>[","חטא ","ḤṬʔ",,"miss, sin, incur guilt",,"purify, make a sin-offering",,"purify oneself, withdraw oneself","cause to sin, declare guilty, miss the target",,,,,,,,,,
8,"XV>H/","חֲטָאָה I","ḥᵃṭāʔāʰ","sin, sin-offering",,,,,,,,,,,,,,,,
2,"XV>H=/","חַטָּאָה II","ḥaṭṭāʔāʰ","sin",,,,,,,,,,,,,,,,
1,"XV>H==/","חֶטְאָה III","ḥeṭʔāʰ","sin, error",,,,,,,,,,,,,,,,
293,"XV>T/","חַטָּאת ","ḥaṭṭāˀt","sin, sin-offering, expiation",,,,,,,,,,,,,,,,
1,"XVB=[","חטב II","ḤṬV",,"be multi-coloured",,,,,,,,,,,,,,,
9,"XVB[","חטב I","ḤṬV",,"cut, gather wood",,,"be carved (into wood)",,,,,,,,,,,,
30,"XVH/","חִטָּה ","ḥiṭṭāʰ","wheat",,,,,,,,,,,,,,,,
5,"XVWC/","חַטּוּשׁ ","ḥaṭṭûš","Hattush",,,,,,,,,,,,,,,,
2,"XVJV>/","חֲטִיטָא ","ḥᵃṭîṭāˀ","Hatita",,,,,,,,,,,,,,,,
2,"XVJL/","חַטִּיל ","ḥaṭṭîl","Hattil",,,,,,,,,,,,,,,,
2,"XVJP>/","חֲטִיפָא ","ḥᵃṭîfāˀ","Hatipha",,,,,,,,,,,,,,,,
1,"XVM[","חטם ","ḤṬM",,"restrain",,,,,,,,,,,,,,,
3,"XVP[","חטף ","ḤṬF",,"snatch away",,,,,,,,,,,,,,,
2,"XVR/","חֹטֶר ","ḥōṭer","shoot, twig, rod",,,,,,,,,,,,,,,,
239,"XJ/","חַי I","ḥay","living, alive",,,,,,,,,,,,,,,,
1,"XJ=/","חַי II","ḥay","kinsfolk",,,,,,,,,,,,,,,,
1,"XJ>L/","חִיאֵל ","ḥîʔēl","Hiel",,,,,,,,,,,,,,,,
17,"XJDH/","חִידָה ","ḥîdāʰ","riddle, perplexing question",,,,,,,,,,,,,,,,
100,"XJH/","חַיָּה I","ḥayyāʰ","beast, wild animals, living being",,,,,,,,,,,,,,,,
1,"XJH=/","חָיֶה II","ḥāyeʰ","lively, having the vigour of life",,,,,,,,,,,,,,,,
10,"XJH==/","חַיָּה III","ḥayyāʰ","life; greed, appetite",,,,,,,,,,,,,,,,
283,"XJH[","חיה ","ḤYH",,"be alive, live, revive",,"keep alive, cause to live",,,"keep alive, cause to live, revive",,,,,,,,,,
1,"XJWT/","חַיּוּת ","ḥayyût","lifetime",,,,,,,,,,,,,,,,
147,"XJJM/","חַיִּים ","ḥayyîm","life; lifetime (pl)",,,,,,,,,,,,,,,,
244,"XJL/","חַיִל I","ḥayil","strength; wealth; army",,,,,,,,,,,,,,,,
6,"XJL=/","חִיל II","ḥîl","labour-pains",,,,,,,,,,,,,,,,
9,"XJL==/","חֵיל III","ḥêl","rampart, outer wall",,,,,,,,,,,,,,,,
5,"XJL==[","חיל III","ḤYL",,"wait",,"wait",,"wait",,,,,,,,,,,
2,"XJL=[","חיל II","ḤYL",,"endure",,,,,,,,,,,,,,,
43,"XJL[","חיל I","ḤYL",,"be in labour, be in labor, be in pain; writhe, tremble",,"bring to birth","be brought to birth, be made trembling","writhe","cause to tremble","be brought to birth",,,,,,,,,
1,"XJLH/","חִילָה ","ḥîlāʰ","labour-pains",,,,,,,,,,,,,,,,
1,"XJLZ/","חִילֵז ","ḥîlēz","Hilez",,,,,,,,,,,,,,,,
1,"XJLK/","חֵילֵךְ ","ḥêlēx","Helech",,,,,,,,,,,,,,,,
2,"XJLM/","חֵילָם ","ḥêlām","Helam",,,,,,,,,,,,,,,,
1,"XJN/","חִין ","ḥîn","(uncertain)",,,,,,,,,,,,,,,,
1,"XJY/","חַיִץ ","ḥayiṣ","wall",,,,,,,,,,,,,,,,
25,"XJYWN/","חִיצֹון ","ḥîṣôn","outer, external",,,,,,,,,,,,,,,,
38,"XJQ/","חֵיק ","ḥêq","lap, bosom",,,,,,,,,,,,,,,,
2,"XJRH/","חִירָה ","ḥîrāʰ","Hirah",,,,,,,,,,,,,,,,
32,"XJRM/","חִירָם ","ḥîrām","Hiram",,,,,,,,,,,,,,,,
1,"XJC/","חִישׁ ","ḥîš","haste; quickly",,,,,,,,,,,,,,,,
18,"XK/","חֵךְ ","ḥēx","palate, mouth",,,,,,,,,,,,,,,,
3,"XKH/","חַכָּה ","ḥakkāʰ","fish-hook",,,,,,,,,,,,,,,,
14,"XKH[","חכה ","ḤXH",,"wait, wait for",,"wait, wait for",,,,,,,,,,,,,
3,"XKJLH/","חֲכִילָה ","ḥᵃxîlāʰ","Hakilah",,,,,,,,,,,,,,,,
