"Occurrences","lex","Lexeme","Transliterated","None","Qal","Nifal","Piel","Pual","Hitpael","Hifil","Hofal","Hishtafal","Passive Qal","Etpaal","Nitpael","Hotpaal","Tifal","Hitpoal","Poal","Poel"
1,"XMT===/","חַמַּת IV","ḥammat","Chammat",,,,,,,,,,,,,,,,
1,"XMT_D>R/","חַמֹּת דֹּאר ","ḥammōt dōˀr","Chammot-Dor",,,,,,,,,,,,,,,,
1,"XMT_YWB>/","חֲמָת צֹובָא ","ḥᵃmāt ṣôvāˀ","Hamat-Soba",,,,,,,,,,,,,,,,
2,"XMTJ/","חֲמָתִי ","ḥᵃmātî","Hamatiet",,,,,,,,,,,,,,,,
69,"XN/","חֵן I","ḥēn","genade, gunst",,,,,,,,,,,,,,,,
1,"XN=/","חֵן II","ḥēn","??",,,,,,,,,,,,,,,,
4,"XNDD/","חֵנָדָד ","ḥēnādād","Chenadad",,,,,,,,,,,,,,,,
13,"XNH/","חַנָּה ","ḥannāʰ","Hanna",,,,,,,,,,,,,,,,
1,"XNH=[","חנה II","ḤNH",,,,"bewogen zijn",,,,,,,,,,,,,
143,"XNH[","חנה I","ḤNH",,"zich legeren",,,,,,,,,,,,,,,
15,"XNWK/","חֲנֹוךְ I","ḥᵃnôx","Henoch",,,,,,,,,,,,,,,,
1,"XNWK=/","חֲנֹוךְ II","ḥᵃnôx","Henoch",,,,,,,,,,,,,,,,
13,"XNWN/","חַנּוּן I","ḥannûn","genadig",,,,,,,,,,,,,,,,
11,"XNWN=/","חָנוּן II","ḥānûn","Chanun",,,,,,,,,,,,,,,,
1,"XNWT/","חָנוּת ","ḥānût","gewelf",,,,,,,,,,,,,,,,
4,"XNV[","חנט ","ḤNṬ",,"tot rijping brengen, balsemen",,,,,,,,,,,,,,,
1,"XNVJM/","חֲנֻטִים ","ḥᵃnuṭîm","balseming",,,,,,,,,,,,,,,,
2,"XNJ>L/","חַנִּיאֵל ","ḥannîʔēl","Channiël",,,,,,,,,,,,,,,,
1,"XNJK/","חָנִיךְ ","ḥānîx","[*] vazal",,,,,,,,,,,,,,,,
1,"XNJNH/","חֲנִינָה ","ḥᵃnînāʰ","compassie",,,,,,,,,,,,,,,,
47,"XNJT/","חֲנִית ","ḥᵃnît","speer",,,,,,,,,,,,,,,,
5,"XNK[","חנך ","ḤNX",,"inwijden, [+ prep ל] opleiden",,,,,,,,,,,,,,,
8,"XNKH/","חֲנֻכָּה ","ḥᵃnukkāʰ","inwijding, wijding",,,,,,,,,,,,,,,,
1,"XNKJ/","חֲנֹכִי ","ḥᵃnōxî","Chanochiet",,,,,,,,,,,,,,,,
32,"XNM","חִנָּם ","ḥinnām","onverdiend, tevergeefs, zonder compensatie",,,,,,,,,,,,,,,,
4,"XNM>L/","חֲנַמְאֵל ","ḥᵃnamʔēl","Chanamel",,,,,,,,,,,,,,,,
1,"XNML/","חֲנָמַל ","ḥᵃnāmal","vernietigende watervloed",,,,,,,,,,,,,,,,
12,"XNN/","חָנָן ","ḥānān","Chanan",,,,,,,,,,,,,,,,
1,"XNN=[","חנן II","ḤNN",,"verachtelijk zijn",,,,,,,,,,,,,,,
77,"XNN[","חנן I","ḤNN",,"genadig zijn","steunen","liefelijk maken",,"om genade smeken",,"erbarmen vinden",,,,,,,,,
4,"XNN>L/","חֲנַנְאֵל ","ḥᵃnanʔēl","Chananel",,,,,,,,,,,,,,,,
11,"XNNJ/","חֲנָנִי ","ḥᵃnānî","Chanani",,,,,,,,,,,,,,,,
25,"XNNJH/","חֲנַנְיָה ","ḥᵃnanyāʰ","Chananja",,,,,,,,,,,,,,,,
3,"XNNJHW/","חֲנַנְיָהוּ ","ḥᵃnanyāhû","Chananja",,,,,,,,,,,,,,,,
1,"XNS/","חָנֵס ","ḥānēs","Chanes",,,,,,,,,,,,,,,,
13,"XNP/","חָנֵף I","ḥānēf","goddeloos",,,,,,,,,,,,,,,,
1,"XNP=/","חֹנֶף II","ḥōnef","goddeloosheid",,,,,,,,,,,,,,,,
11,"XNP[","חנף ","ḤNF",,"verontreinigd zijn, goddeloos zijn",,,,,"verontreinigen, verwoesten",,,,,,,,,,
1,"XNPH/","חֲנֻפָּה ","ḥᵃnuppāʰ","goddeloosheid",,,,,,,,,,,,,,,,
2,"XNQ[","חנק ","ḤNQ",,,"zichzelf ophangen","wurgen",,,,,,,,,,,,,
1,"XNTN/","חַנָּתֹן ","ḥannātōn","Channaton",,,,,,,,,,,,,,,,
245,"XSD/","חֶסֶד I","ḥesed","weldadigheid, goedertierenheid, barmhartigheid, genade; [pl] gunstbewijzen",,,,,,,,,,,,,,,,
2,"XSD=/","חֶסֶד II","ḥesed","schande, misbruik",,,,,,,,,,,,,,,,
1,"XSD==/","חֶסֶד III","ḥesed","Ben-Chesed",,,,,,,,,,,,,,,,
1,"XSD=[","חסד II","ḤSD",,,,"te schande maken",,,,,,,,,,,,,
2,"XSD[","חסד I","ḤSD",,,,,,"optreden als",,,,,,,,,,,
1,"XSDJH/","חֲסַדְיָה ","ḥᵃsadyāʰ","Chasadja",,,,,,,,,,,,,,,,
1,"XSH/","חֹסָה I","ḥōsāʰ","Chosa",,,,,,,,,,,,,,,,
4,"XSH=/","חֹסָה II","ḥōsāʰ","Chosa",,,,,,,,,,,,,,,,
37,"XSH[","חסה ","ḤSH",,"(+ prep ב) bescherming zoeken bij, schuilen in",,,,,,,,,,,,,,,
1,"XSWT/","חָסוּת ","ḥāsût","toevlucht",,,,,,,,,,,,,,,,
32,"XSJD/","חָסִיד ","ḥāsîd","vroom",,,,,,,,,,,,,,,,
6,"XSJDH/","חֲסִידָה ","ḥᵃsîdāʰ","ooievaar, reiger",,,,,,,,,,,,,,,,
6,"XSJL/","חָסִיל ","ḥāsîl","sprinkhaan of kakkerlak",,,,,,,,,,,,,,,,
1,"XSJN/","חֲסִין ","ḥᵃsîn","sterk",,,,,,,,,,,,,,,,
1,"XSL[","חסל ","ḤSL",,"opeten",,,,,,,,,,,,,,,
2,"XSM[","חסם ","ḤSM",,"muilkorven, afdammen",,,,,,,,,,,,,,,
2,"XSN/","חָסֹן I","ḥāsōn","sterk",,,,,,,,,,,,,,,,
5,"XSN=/","חֹסֶן II","ḥōsen","vesting; schat, voorraad",,,,,,,,,,,,,,,,
1,"XSN[","חסן ","ḤSN",,,"opgeslagen zijn",,,,,,,,,,,,,,
1,"XSPS[","חספס ","ḤSFS",,,,,"knisperen",,,,,,,,,,,,
16,"XSR/","חָסֵר I","ḥāsēr","iemand die gebrek heeft",,,,,,,,,,,,,,,,
2,"XSR=/","חֶסֶר II","ḥeser","gebrek",,,,,,,,,,,,,,,,
3,"XSR==/","חֹסֶר III","ḥōser","gebrek",,,,,,,,,,,,,,,,
24,"XSR[","חסר ","ḤSR",,"minderen, ontdoen van",,"iemand iets onthouden",,,"te weinig hebben, ontnemen",,,,,,,,,,
1,"XSRH/","חַסְרָה ","ḥasrāʰ","Chasra",,,,,,,,,,,,,,,,
1,"XSRWN/","חֶסְרֹון ","ḥesrôn","wat ontbreekt",,,,,,,,,,,,,,,,
1,"XP/","חַף ","ḥaf","zuiver",,,,,,,,,,,,,,,,
1,"XP>[","חפא ","ḤFʔ",,,,"toekennen",,,,,,,,,,,,,
3,"XPH/","חֻפָּה I","ḥuppāʰ","veranda, bruidskamer",,,,,,,,,,,,,,,,
1,"XPH=/","חֻפָּה II","ḥuppāʰ","Chuppa",,,,,,,,,,,,,,,,
12,"XPH[","חפה ","ḤFH",,"bedekken","bedekt zijn met","bedekken met",,,,,,,,,,,,,
9,"XPZ[","חפז ","ḤFZ",,"haast maken","gehaast wegrennen",,,,,,,,,,,,,,
3,"XPZWN/","חִפָּזֹון ","ḥippāzôn","haastig, inderhaast",,,,,,,,,,,,,,,,
3,"XPJM/","חֻפִּים ","ḥuppîm","Chuppim",,,,,,,,,,,,,,,,
6,"XPN/","חֹפֶן ","ḥōfen","handpalmen",,,,,,,,,,,,,,,,
5,"XPNJ/","חָפְנִי ","ḥāfnî","Chofni",,,,,,,,,,,,,,,,
1,"XPP[","חפף ","ḤFF",,"beschermen",,,,,,,,,,,,,,,
39,"XPY/","חֵפֶץ I","ḥēfeṣ","vreugde, wens, zaak",,,,,,,,,,,,,,,,
9,"XPY=/","חָפֵץ II","ḥāfēṣ","zin hebbend in, graag willend",,,,,,,,,,,,,,,,
1,"XPY=[","חפץ II","ḤFṢ",,"hangen",,,,,,,,,,,,,,,
77,"XPY[","חפץ I","ḤFṢ",,"graag hebben; (+ prep ב) welgevallen hebben aan",,,,,,,,,,,,,,,
1,"XPYJ_BH/","חֶפְצִי בָהּ ","ḥefṣî vāh","Chefsiba",,,,,,,,,,,,,,,,
7,"XPR/","חֵפֶר I","ḥēfer","Chefer",,,,,,,,,,,,,,,,
3,"XPR=/","חֵפֶר II","ḥēfer","Chefer",,,,,,,,,,,,,,,,
23,"XPR=[","חפר II","ḤFR",,"graven, volgen, schrapen (paard)",,,,,,,,,,,,,,,
17,"XPR[","חפר I","ḤFR",,"beschaamd zijn",,,,,"zich beschaamd voelen, zich beschamend gedragen",,,,,,,,,,
1,"XPRJ/","חֶפְרִי ","ḥefrî","Chefriet",,,,,,,,,,,,,,,,
1,"XPRJM/","חֲפָרַיִם ","ḥᵃfārayim","Chafaraïm",,,,,,,,,,,,,,,,
1,"XPR</","חָפְרַע ","ḥāfraʕ","Chofra",,,,,,,,,,,,,,,,
1,"XPC/","חֹפֶשׁ ","ḥōfeš","materiaal (voor zadeldek)",,,,,,,,,,,,,,,,
1,"XPC[","חפשׁ ","ḤFŠ",,,,,"je vrijheid verkrijgen",,,,,,,,,,,,
1,"XPF/","חֵפֶשׂ ","ḥēfeś","vermomming",,,,,,,,,,,,,,,,
23,"XPF[","חפשׂ ","ḤFŚ",,"onderzoeken","onderzocht worden","zoeken, opsporen","zich vermommen als","zichzelf verbergen, zichzelf onherkenbaar maken ",,,,,,,,,,,
1,"XPCH/","חֻפְשָׁה ","ḥufšāʰ","bevrijding (uit slavernij)",,,,,,,,,,,,,,,,
17,"XPCJ/","חָפְשִׁי ","ḥāfšî","vrijgelaten (uit slavernij), vrij",,,,,,,,,,,,,,,,
2,"XPCJT/","חָפְשִׁית ","ḥāfšît","verblijfsplaats (van in isolatie verkerende koning Azarja)",,,,,,,,,,,,,,,,
53,"XY/","חֵץ ","ḥēṣ","pijl",,,,,,,,,,,,,,,,
25,"XYB[","חצב ","ḤṢV",,"houwen, splijten","uitgehakt worden, gegraveerd",,"uitgehakt worden",,"in stukken snijden",,,,,,,,,,
15,"XYH[","חצה ","ḤṢH",,"verdelen, in tweeën delen, [+ prep עד] reiken tot","verdelen, [+ prep ל] verdeeld worden",,,,,,,,,,,,,,
18,"XYWR/","חָצֹור ","ḥāṣôr","Chasor",,,,,,,,,,,,,,,,
1,"XYWR_XDTH/","חָצֹור חֲדַתָּה ","ḥāṣôr ḥᵃdattāʰ","Chasor-Chadatta",,,,,,,,,,,,,,,,
3,"XYWT/","חֲצֹות ","ḥᵃṣôt","midden",,,,,,,,,,,,,,,,
124,"XYJ/","חֲצִי I","ḥᵃṣî","helft",,,,,,,,,,,,,,,,
4,"XYJ=/","חֵצִי II","ḥēṣî","pijl",,,,,,,,,,,,,,,,
18,"XYJR/","חָצִיר I","ḥāṣîr","gras",,,,,,,,,,,,,,,,
1,"XYJR=/","חָצִיר II","ḥāṣîr","prei",,,,,,,,,,,,,,,,
3,"XYJR==/","חָצִיר III","ḥāṣîr","riet",,,,,,,,,,,,,,,,
3,"XYN/","חֹצֶן ","ḥōṣen","plooi (in kleding), boezem",,,,,,,,,,,,,,,,
2,"XYY/","חָצָץ ","ḥāṣāṣ","stenen, kiezels",,,,,,,,,,,,,,,,
3,"XYY[","חצץ ","ḤṢṢ",,"in groepen verdelen",,"water verdelen","ten einde zijn",,,,,,,,,,,,
2,"XYYN_TMR/","חַצְצֹן תָּמָר ","ḥaṣṣōn tāmār","Chaseson-Tamar",,,,,,,,,,,,,,,,
29,"XYYRH/","חֲצֹצְרָה ","ḥᵃṣōṣᵊrāʰ","trompet",,,,,,,,,,,,,,,,
192,"XYR/","חָצֵר ","ḥāṣēr","voorhof",,,,,,,,,,,,,,,,
6,"XYR[","חצר ","ḤṢR",,,,"de trompet blazen",,,"de trompet blazen",,,,,,,,,,
1,"XYR_>DR/","חֲצַר אַדָּר ","ḥᵃṣar ʔaddār","Chasar-Addar",,,,,,,,,,,,,,,,
1,"XYR_GDH/","חֲצַר גַּדָּה ","ḥᵃṣar gaddāʰ","Chasar-Gadda",,,,,,,,,,,,,,,,
1,"XYR_SWSH/","חֲצַר סוּסָה ","ḥᵃṣar sûsāʰ","Chasar-Susa",,,,,,,,,,,,,,,,
1,"XYR_SWSJM/","חֲצַר סוּסִים ","ḥᵃṣar sûsîm","Chasar-Susim",,,,,,,,,,,,,,,,
1,"XYR_<JNWN/","חֲצַר עֵינֹון ","ḥᵃṣar ʕênôn","Chasar-Enon",,,,,,,,,,,,,,,,
3,"XYR_<JNN/","חֲצַר עֵינָן ","ḥᵃṣar ʕênān","Chasar-Enan",,,,,,,,,,,,,,,,
4,"XYR_CW<L/","חֲצַר שׁוּעָל ","ḥᵃṣar šûʕāl","Chasar-Sual",,,,,,,,,,,,,,,,
1,"XYRW/","חֶצְרֹו ","ḥeṣrô","Chesro",,,,,,,,,,,,,,,,
16,"XYRWN/","חֶצְרֹון I","ḥeṣrôn","Chesron",,,,,,,,,,,,,,,,
2,"XYRWN=/","חֶצְרֹון II","ḥeṣrôn","Chesron",,,,,,,,,,,,,,,,
2,"XYRWNJ/","חֶצְרֹונִי ","ḥeṣrônî","Chesroniet",,,,,,,,,,,,,,,,
6,"XYRWT/","חֲצֵרֹות ","ḥᵃṣērôt","Chaserot",,,,,,,,,,,,,,,,
1,"XYRJ/","חֶצְרַי ","ḥeṣray","Chesro",,,,,,,,,,,,,,,,
2,"XYRMWT/","חֲצַרְמָוֶת ","ḥᵃṣarmāwet","Chasarmawet",,,,,,,,,,,,,,,,
129,"XQ/","חֹק ","ḥōq","inzetting, wet",,,,,,,,,,,,,,,,
104,"XQH/","חֻקָּה ","ḥuqqāʰ","inzetting, wet",,,,,,,,,,,,,,,,
4,"XQH[","חקה ","ḤQH",,,,,"uitsnijden","in zichzelf snijden",,,,,,,,,,,
2,"XQWP>/","חֲקוּפָא ","ḥᵃqûfāˀ","Chakufa",,,,,,,,,,,,,,,,
1,"XQQ/","חֻקֹּק ","ḥuqqōq","Chukok",,,,,,,,,,,,,,,,
19,"XQQ[","חקק ","ḤQQ",,"uitsnijden, graveren, verordonneren",,"bevelen, beslissen","dat wat verordonneerd is",,,"vastgelegd zijn",,,,,,,,,
12,"XQR/","חֵקֶר ","ḥēqer","onderzoek, onderzoeksobject",,,,,,,,,,,,,,,,
27,"XQR[","חקר ","ḤQR",,"zoeken, verkennen","[+ neg] onbegrijpelijk zijn, ondoordringbaar zijn","zoeken",,,,,,,,,,,,,
2,"XR/","חֻר I","ḥur","hol",,,,,,,,,,,,,,,,
13,"XR=/","חֹר II","ḥōr","vrije, voornamen, notabele",,,,,,,,,,,,,,,,
7,"XR==/","חֹר III","ḥōr","hol, gat",,,,,,,,,,,,,,,,
2,"XR_HGDGD/","חֹר הַגִּדְגָּד ","ḥōr haggidgād","Chor-Haggidgad",,,,,,,,,,,,,,,,
412,"XRB/","חֶרֶב I","ḥerev","dolk, (kort) zwaard",,,,,,,,,,,,,,,,
16,"XRB=/","חֹרֶב II","ḥōrev","droogte, verwoesting",,,,,,,,,,,,,,,,
10,"XRB==/","חָרֵב III","ḥārēv","droog, verlaten",,,,,,,,,,,,,,,,
17,"XRB===/","חֹרֵב IV","ḥōrēv","Horeb",,,,,,,,,,,,,,,,
4,"XRB=[","חרב II","ḤRV",,"moorden","met elkaar in gevecht raken",,,,,"verwoest zijn",,,,,,,,,
36,"XRB[","חרב I","ḤRV",,"uitdrogen; woest zijn, dor zijn","verwoest worden",,"gedroogd zijn",,"doen opdrogen, verwoesten","verwoest zijn",,,,,,,,,
8,"XRBH/","חָרָבָה I","ḥārāvāʰ","het droge land",,,,,,,,,,,,,,,,
43,"XRBH=/","חָרְבָּה II","ḥārbāʰ","ruïne",,,,,,,,,,,,,,,,
1,"XRBWN/","חֲרָבֹון ","ḥᵃrāvôn","[*] droge hitte",,,,,,,,,,,,,,,,
1,"XRBWN>/","חַרְבֹונָא ","ḥarvônāˀ","Charbona",,,,,,,,,,,,,,,,
1,"XRBWNH/","חַרְבֹונָה ","ḥarvônāʰ","Charbona",,,,,,,,,,,,,,,,
1,"XRG[","חרג ","ḤRG",,"bevend naar buiten komen",,,,,,,,,,,,,,,
1,"XRGL/","חַרְגֹּל ","ḥargōl","sprinkhaan",,,,,,,,,,,,,,,,
6,"XRD/","חָרֵד ","ḥārēd","nerveus, [+prep] huiveren voor",,,,,,,,,,,,,,,,
39,"XRD[","חרד ","ḤRD",,"beven; [+ לקראת] bevend (van vrees) tegemoet gaan",,,,,"laten schrikken",,,,,,,,,,
9,"XRDH/","חֲרָדָה I","ḥᵃrādāʰ","trilling, angst",,,,,,,,,,,,,,,,
2,"XRDH=/","חֲרָדָה II","ḥᵃrādāʰ","Charada",,,,,,,,,,,,,,,,
2,"XRDJ/","חֲרֹדִי ","ḥᵃrōdî","uit Charada",,,,,,,,,,,,,,,,
1,"XRH=[","חרה II","ḤRH",,"afnemen in aantal",,,,,,,,,,,,,,,
92,"XRH[","חרה I","ḤRH",,"ontbranden; (+ אף) ontbranden van toorn; (+ בעיניו) grote ogen opzetten","[+ prep ב] boos zijn op",,,"opgewonden raken","ontvlammen",,,,,,,"concurreren",,,
1,"XRHJH/","חַרְהֲיָה ","ḥarhᵃyāʰ","Charhaja",,,,,,,,,,,,,,,,
1,"XRWZJM/","חֲרוּזִים ","ḥᵃrûzîm","ketting van schelpen",,,,,,,,,,,,,,,,
3,"XRWL/","חָרוּל ","ḥārûl","onkruid, artisjok, lathyrus",,,,,,,,,,,,,,,,
1,"XRWMP/","חֲרוּמַף ","ḥᵃrûmaf","Charumaf",,,,,,,,,,,,,,,,
41,"XRWN/","חָרֹון ","ḥārôn","brandend, [obj God] woede",,,,,,,,,,,,,,,,
4,"XRWNJM/","חֹרֹונָיִם ","ḥōrônāyim","Choronaïm",,,,,,,,,,,,,,,,
1,"XRWPJ/","חֲרוּפִי ","ḥᵃrûfî","uit Charuf",,,,,,,,,,,,,,,,
4,"XRWY/","חָרוּץ I","ḥārûṣ","dors-slee",,,,,,,,,,,,,,,,
1,"XRWY=/","חָרוּץ II","ḥārûṣ","verminking",,,,,,,,,,,,,,,,
6,"XRWY==/","חָרוּץ III","ḥārûṣ","goud",,,,,,,,,,,,,,,,
1,"XRWY===/","חָרוּץ IV","ḥārûṣ","slotgracht",,,,,,,,,,,,,,,,
5,"XRWY====/","חָרוּץ V","ḥārûṣ","zorgvuldig",,,,,,,,,,,,,,,,
1,"XRWY=====/","חָרוּץ VI","ḥārûṣ","Charus",,,,,,,,,,,,,,,,
2,"XRXWR/","חַרְחוּר ","ḥarḥûr","Charchur",,,,,,,,,,,,,,,,
1,"XRXS/","חַרְחַס ","ḥarḥas","Charchas",,,,,,,,,,,,,,,,
1,"XRXR/","חַרְחֻר ","ḥarḥur","koortsige warmte",,,,,,,,,,,,,,,,
2,"XRV/","חֶרֶט ","ḥereṭ","stylus",,,,,,,,,,,,,,,,
11,"XRVM/","חַרְטֹם ","ḥarṭōm","waarzeg-priesters",,,,,,,,,,,,,,,,
7,"XRJ/","חֹרִי I","ḥōrî","Choriet",,,,,,,,,,,,,,,,
6,"XRJ=/","חֳרִי II","ḥᵒrî","[*] hitte",,,,,,,,,,,,,,,,
1,"XRJ==/","חֹרִי III","ḥōrî","hoeveelheid bloem",,,,,,,,,,,,,,,,
3,"XRJ===/","חֹרִי IV","ḥōrî","Chori",,,,,,,,,,,,,,,,
2,"XRJV/","חָרִיט ","ḥārîṭ","tas",,,,,,,,,,,,,,,,
2,"XRJP/","חָרִיף ","ḥārîf","Charif",,,,,,,,,,,,,,,,
2,"XRJY/","חָרִיץ I","ḥārîṣ","ijzeren houwelen",,,,,,,,,,,,,,,,
1,"XRJY=/","חָרִיץ II","ḥārîṣ","[*] plak, deel",,,,,,,,,,,,,,,,
3,"XRJC/","חָרִישׁ ","ḥārîš","ploegen, tijd om te ploegen",,,,,,,,,,,,,,,,
1,"XRJCJ/","חֲרִישִׁי ","ḥᵃrîšî","[*] scherp, snijdend",,,,,,,,,,,,,,,,
1,"XRK[","חרך ","ḤRX",,"verkrijgen",,,,,,,,,,,,,,,
1,"XRKJM/","חֲרַכִּים ","ḥᵃrakkîm","tralievenster",,,,,,,,,,,,,,,,
29,"XRM/","חֵרֶם I","ḥērem","verbod, dat wat is verboden",,,,,,,,,,,,,,,,
9,"XRM=/","חֵרֶם II","ḥērem","sleepnet",,,,,,,,,,,,,,,,
11,"XRM==/","חָרִם III","ḥārim","Charim",,,,,,,,,,,,,,,,
1,"XRM===/","חֳרֵם IV","ḥᵒrēm","Chorem",,,,,,,,,,,,,,,,
2,"XRM=[","חרם II","ḤRM",,"met een gespleten neus",,,,,"verdelen",,,,,,,,,,
50,"XRM[","חרם I","ḤRM",,,,,,,"onder de ban plaatsen, toewijden aan","verboden worden",,,,,,,,,
9,"XRMH/","חָרְמָה ","ḥārmāʰ","Chorma",,,,,,,,,,,,,,,,
13,"XRMWN/","חֶרְמֹון ","ḥermôn","Hermon",,,,,,,,,,,,,,,,
1,"XRMWNJM/","חֶרְמֹונִים ","ḥermônîm","Hermon bergketen",,,,,,,,,,,,,,,,
2,"XRMC/","חֶרְמֵשׁ ","ḥermēš","sikkel",,,,,,,,,,,,,,,,
10,"XRN/","חָרָן I","ḥārān","Haran",,,,,,,,,,,,,,,,
2,"XRN=/","חָרָן II","ḥārān","Charan",,,,,,,,,,,,,,,,
3,"XRNJ/","חֹרֹנִי ","ḥōrōnî","uit Choron",,,,,,,,,,,,,,,,
1,"XRNPR/","חַרְנֶפֶר ","ḥarnefer","Charnefer",,,,,,,,,,,,,,,,
1,"XRS/","חֶרֶס I","ḥeres","schurft",,,,,,,,,,,,,,,,
2,"XRS=/","חֶרֶס II","ḥeres","[dub] berg van de zon",,,,,,,,,,,,,,,,
1,"XRSJT/","חַרְסִית ","ḥarsît","[dub] (poort van de ) potscherven",,,,,,,,,,,,,,,,
6,"XRP/","חֹרֶף I","ḥōref","winter",,,,,,,,,,,,,,,,
1,"XRP=/","חֹרֶף II","ḥōref","jeugd",,,,,,,,,,,,,,,,
1,"XRP==/","חָרֵף III","ḥārēf","Charef",,,,,,,,,,,,,,,,
1,"XRP==[","חרף III","ḤRF",,,,"ontgoochelen",,,,,,,,,,,,,
2,"XRP=[","חרף II","ḤRF",,"de winter doorbrengen","verloofd",,,,,,,,,,,,,,
38,"XRP[","חרף I","ḤRF",,"irriteren, uitdagen",,"uitdagen",,,,,,,,,,,,,
73,"XRPH/","חֶרְפָּה ","ḥerpāʰ","schande, beschimping, uitdaging",,,,,,,,,,,,,,,,
1,"XRY=[","חרץ II","ḤRṢ",,"opletten",,,,,,,,,,,,,,,
12,"XRY[","חרץ I","ḤRṢ",,"bedreigen, vaststellen, bepalen","dat wat bepaald is",,,,,,,,,,,,,,
2,"XRYB/","חַרְצֹב ","ḥarṣōv","pijnen ",,,,,,,,,,,,,,,,
1,"XRYN/","חַרְצָן ","ḥarṣān","onrijpe druiven",,,,,,,,,,,,,,,,
5,"XRQ[","חרק ","ḤRQ",,"knarsetanden",,,,,,,,,,,,,,,
1,"XRR=[","חרר II","ḤRR",,,"schor zijn",,,,,,,,,,,,,,
8,"XRR[","חרר I","ḤRR",,"branden","opgebrand zijn","laten gloeien",,,,,,,,,,,,,
1,"XRRJM/","חֲרֵרִים ","ḥᵃrērîm","lava veld",,,,,,,,,,,,,,,,
35,"XRC/","חָרָשׁ I","ḥārāš","vakman, ambachtsman",,,,,,,,,,,,,,,,
9,"XRC=/","חֵרֵשׁ II","ḥērēš","doof",,,,,,,,,,,,,,,,
3,"XRC==/","חֹרֶשׁ III","ḥōreš","bos",,,,,,,,,,,,,,,,
1,"XRC===/","חֶרֶשׁ IV","ḥereš","in het geheim",,,,,,,,,,,,,,,,
3,"XRC====/","חָרָשׁ V","ḥārāš","ambachtsman",,,,,,,,,,,,,,,,
1,"XRC=====/","חֶרֶשׁ VI","ḥereš","magie",,,,,,,,,,,,,,,,
1,"XRC======/","חֶרֶשׁ VII","ḥereš","Cheres",,,,,,,,,,,,,,,,
27,"XRC=[","חרשׁ II","ḤRŠ",,"ploegen, ontwerpen, [+prep על] graveren","geploegd worden",,,,"beramen",,,,,,,,,,
47,"XRC[","חרשׁ I","ḤRŠ",,"doof zijn",,,,"zich stil houden, verstommen","stil zijn, stil houden",,,,,,,,,,
17,"XRF/","חֶרֶשׂ ","ḥereś","(gebakken klei, aardewerk, potscherf",,,,,,,,,,,,,,,,
2,"XRC>/","חַרְשָׁא ","ḥaršāˀ","Charsa",,,,,,,,,,,,,,,,
4,"XRCH/","חֹרְשָׁה ","ḥōrᵊšāʰ","Choresa",,,,,,,,,,,,,,,,
4,"XRCT/","חֲרֹשֶׁת ","ḥᵃrōšet","bewerken (van steen)",,,,,,,,,,,,,,,,
3,"XRCT_HGWJM/","חֲרֹשֶׁת הַגֹּויִם ","ḥᵃrōšet haggôyim","Charoset-Haggojim",,,,,,,,,,,,,,,,
1,"XRT/","חֶרֶת ","ḥeret","Cheret",,,,,,,,,,,,,,,,
1,"XRT[","חרת ","ḤRT",,"graveren",,,,,,,,,,,,,,,
8,"XCB/","חֵשֶׁב ","ḥēšev","gordel",,,,,,,,,,,,,,,,
124,"XCB[","חשׁב ","ḤŠV",,"respecteren, veronderstellen, bedenken","meetellen, tellen","berekenen, denken aan, bedenken",,"zich tellen onder ",,,,,,,,,,,
1,"XCBDNH/","חַשְׁבַּדָּנָה ","ḥašbaddānāʰ","Chasbaddana",,,,,,,,,,,,,,,,
1,"XCBH/","חֲשֻׁבָה ","ḥᵃšuvāʰ","Chasuba",,,,,,,,,,,,,,,,
3,"XCBWN/","חֶשְׁבֹּון I","ḥešbôn","slotsom, conclusie",,,,,,,,,,,,,,,,
2,"XCBWN=/","חִשָּׁבֹון II","ḥiššāvôn","[*] plan, uitvinding, oorlogsmachine",,,,,,,,,,,,,,,,
38,"XCBWN==/","חֶשְׁבֹּון III","ḥešbôn","Chesbon",,,,,,,,,,,,,,,,
12,"XCBJH/","חֲשַׁבְיָה ","ḥᵃšavyāʰ","Chasabja",,,,,,,,,,,,,,,,
3,"XCBJHW/","חֲשַׁבְיָהוּ ","ḥᵃšavyāhû","Chasabja",,,,,,,,,,,,,,,,
1,"XCBNH/","חֲשַׁבְנָה ","ḥᵃšavnāʰ","Chasabna",,,,,,,,,,,,,,,,
2,"XCBNJH/","חֲשַׁבְנְיָה ","ḥᵃšavnᵊyāʰ","Chasabneja",,,,,,,,,,,,,,,,
16,"XCH[","חשׁה ","ḤŠH",,"stil zijn",,,,,"stil zijn, [+prep ל] het zwijgen opleggen, [+prep מן] aarzelen",,,,,,,,,,
5,"XCWB/","חַשּׁוּב ","ḥaššûv","Chassub",,,,,,,,,,,,,,,,
2,"XFWP>/","חֲשׂוּפָא ","ḥᵃśûfāˀ","Chasufa",,,,,,,,,,,,,,,,
1,"XFWPJ/","חֲשׂוּפַי ","ḥᵃśûfay","ontbloten",,,,,,,,,,,,,,,,
8,"XCWQ/","חָשׁוּק ","ḥāšûq","verbinding",,,,,,,,,,,,,,,,
80,"XCK/","חֹשֶׁךְ I","ḥōšex"," duisternis, donker",,,,,,,,,,,,,,,,
1,"XCK=/","חָשֹׁךְ II","ḥāšōx","laag",,,,,,,,,,,,,,,,
