"Occurrences","lex","Lexeme","Transliterated","None","Qal","Nifal","Piel","Pual","Hitpael","Hifil","Hofal","Hishtafal","Passive Qal","Etpaal","Nitpael","Hotpaal","Tifal","Hitpoal","Poal","Poel"
46,"NX/","נֹחַ ","nōₐḥ","Noach",,,,,,,,,,,,,,,,
1,"NXBJ/","נַחְבִּי ","naḥbî","Nachbi",,,,,,,,,,,,,,,,
1,"NXH=[","נחה II","NḤH",,"sich stützen auf",,,,,,,,,,,,,,,
39,"NXH[","נחה I","NḤH",,"führen, leiten",,,,,"führen, lenken",,,,,,,,,,
1,"NXWM/","נַחוּם I","naḥûm","Nahum",,,,,,,,,,,,,,,,
1,"NXWM=/","נְחוּם II","nᵊḥûm","Rehum",,,,,,,,,,,,,,,,
18,"NXWR/","נָחֹור ","nāḥôr","Nahor",,,,,,,,,,,,,,,,
1,"NXWC/","נָחוּשׁ ","nāḥûš","aus Bronze",,,,,,,,,,,,,,,,
10,"NXWCH/","נְחוּשָׁה ","nᵊḥûšāʰ","Bronze, Kupfer",,,,,,,,,,,,,,,,
1,"NXJLWT/","נְחִילֹות ","nᵊḥîlôt","<musikalische Angabe>",,,,,,,,,,,,,,,,
1,"NXJRJM/","נְחִירַיִם ","nᵊḥîrayim","Nüstern",,,,,,,,,,,,,,,,
139,"NXL/","נַחַל ","naḥal","Bachtal, Wasserlauf, Bach",,,,,,,,,,,,,,,,
59,"NXL[","נחל ","NḤL",,"als Besitz erhalten, in Besitz nehmen",,"als Besitz verteilen, zuteilen",,"sich als Besitz verschaffen","als Besitz geben","zum Besitzer gemacht werden",,,,,,,,,
224,"NXLH/","נַחֲלָה ","naḥᵃlāʰ","Besitz, Erbbesitz",,,,,,,,,,,,,,,,
2,"NXLJ>L/","נַחֲלִיאֵל ","naḥᵃlîʔēl","Nahaliël",,,,,,,,,,,,,,,,
3,"NXLMJ/","נֶחֱלָמִי ","neḥᵉlāmî","Nehelamiter",,,,,,,,,,,,,,,,
1,"NXM/","נֹחַם I","nōḥam","Mitleid",,,,,,,,,,,,,,,,
1,"NXM=/","נַחַם II","naḥam","Naham",,,,,,,,,,,,,,,,
108,"NXM[","נחם ","NḤM",,,"reuig sein, sich Trost schaffen","trösten","getröstet werden","sich Trost schaffen, seinen Trost finden",,,,,,,,,,,
2,"NXMH/","נֶחָמָה ","neḥāmāʰ","Trost",,,,,,,,,,,,,,,,
8,"NXMJH/","נְחֶמְיָה ","nᵊḥemyāʰ","Nehemia; Nehemja",,,,,,,,,,,,,,,,
3,"NXMJM/","נִחֻמִים ","niḥumîm","Trost",,,,,,,,,,,,,,,,
1,"NXMNJ/","נַחֲמָנִי ","naḥᵃmānî","Nahamani",,,,,,,,,,,,,,,,
5,"NXNW","נַחְנוּ ","naḥnû","wir",,,,,,,,,,,,,,,,
1,"NXY[","נחץ ","NḤṢ",,"dringen",,,,,,,,,,,,,,,
1,"NXR/","נַחַר ","naḥar","Schnauben",,,,,,,,,,,,,,,,
1,"NXR[","נחר ","NḤR",,,,"schnauben",,,,,,,,,,,,,
1,"NXRH/","נַחֲרָה ","naḥᵃrāʰ","Schnauben",,,,,,,,,,,,,,,,
2,"NXRJ/","נַחְרַי ","naḥray","Nachrai",,,,,,,,,,,,,,,,
31,"NXC/","נָחָשׁ I","nāḥāš","Schlange",,,,,,,,,,,,,,,,
2,"NXC=/","נַחַשׁ II","naḥaš","Omen, Wahrsagung",,,,,,,,,,,,,,,,
9,"NXC==/","נָחָשׁ III","nāḥāš","Nahasch",,,,,,,,,,,,,,,,
11,"NXC[","נחשׁ ","NḤŠ",,,"unter einem Omen stehen","ein Omen suchen, wahrsagen",,,,,,,,,,,,,
10,"NXCWN/","נַחְשֹׁון ","naḥšôn","Nachschon",,,,,,,,,,,,,,,,
139,"NXCT/","נְחֹשֶׁת I","nᵊḥōšet","Bronze, Kupfer",,,,,,,,,,,,,,,,
1,"NXCT=/","נְחֹשֶׁת II","nᵊḥōšet","Menstruation",,,,,,,,,,,,,,,,
1,"NXCT>/","נְחֻשְׁתָּא ","nᵊḥuštāˀ","Nehuschta",,,,,,,,,,,,,,,,
1,"NXCTN/","נְחֻשְׁתָּן ","nᵊḥuštān","Nehuschtan <bronzene Schlange>",,,,,,,,,,,,,,,,
7,"NXT/","נַחַת I","naḥat","Ruhe, Gelassenheit",,,,,,,,,,,,,,,,
1,"NXT=/","נַחַת II","naḥat","Niederfahren",,,,,,,,,,,,,,,,
1,"NXT==/","נָחֵת III","nāḥēt","<unklar>",,,,,,,,,,,,,,,,
5,"NXT===/","נַחַת IV","naḥat","Nahat",,,,,,,,,,,,,,,,
8,"NXT[","נחת ","NḤT",,"hinabziehen, niedersinken","sich senken","herabdrücken, senken",,,"hinabführen",,,,,,,,,,
214,"NVH[","נטה ","NṬH",,"ausstrecken, ausbreiten, abbiegen","gespannt werden, sich lang hinziehen",,,,"ausstrecken, wenden, lenken",,,,,,,,,,
11,"NVWPTJ/","נְטֹופָתִי ","nᵊṭôfātî","Netofatiter",,,,,,,,,,,,,,,,
1,"NVJL/","נָטִיל ","nāṭîl","darwägend",,,,,,,,,,,,,,,,
1,"NVJ</","נָטִיעַ ","nāṭîₐʕ","Pflanze",,,,,,,,,,,,,,,,
3,"NVJCWT/","נְטִישֹׁות ","nᵊṭîšôt","Ranken",,,,,,,,,,,,,,,,
1,"NVL/","נֵטֶל ","nēṭel","Last",,,,,,,,,,,,,,,,
4,"NVL[","נטל ","NṬL",,"heben; wiegen",,"aufheben",,,,,,,,,,,,,
4,"NV</","נֶטַע ","neṭaʕ","Pflanze; Pflanzung",,,,,,,,,,,,,,,,
58,"NV<[","נטע ","NṬʕ",,"pflanzen","gepflanzt werden",,,,,,,,,,,,,,
1,"NV<JM/","נְטָעִים ","nᵊṭāʕîm","Netaïm",,,,,,,,,,,,,,,,
1,"NVP/","נָטָף I","nāṭāf","Tropfen",,,,,,,,,,,,,,,,
1,"NVP=/","נֶטֶף II","neṭef","Tropfen",,,,,,,,,,,,,,,,
18,"NVP[","נטף ","NṬF",,"tropfen, triefen",,,,,"triefen, fließen lassen",,,,,,,,,,
2,"NVPH/","נְטִפָה I","nᵊṭifāʰ","Ohrgehänge",,,,,,,,,,,,,,,,
2,"NVPH=/","נְטֹפָה II","nᵊṭōfāʰ","Netofa",,,,,,,,,,,,,,,,
5,"NVR=[","נטר II","NṬR",,"zürnen",,,,,,,,,,,,,,,
4,"NVR[","נטר I","NṬR",,"bewachen, bewahren",,,,,,,,,,,,,,,
40,"NVC[","נטשׁ ","NṬŠ",,"überlassen, aufgeben, die Möglichkeit geben","unbeachtet daliegen, sich selber überlassen sein",,"unbeachtet sein",,,,,,,,,,,,
1,"NJ/","נִי ","nî","Klagelied",,,,,,,,,,,,,,,,
2,"NJB/","נִיב ","nîv","Frucht",,,,,,,,,,,,,,,,
1,"NJBJ/","נֵיבַי ","nêvay","Nebai",,,,,,,,,,,,,,,,
1,"NJD/","נִיד ","nîd","Beileid",,,,,,,,,,,,,,,,
6,"NJWT/","נָיֹות ","nāyôt","Najot",,,,,,,,,,,,,,,,
43,"NJXX/","נִיחֹחַ ","nîḥōₐḥ","Beschwichtigung",,,,,,,,,,,,,,,,
4,"NJN/","נִין ","nîn","Spross, Nachkommen",,,,,,,,,,,,,,,,
1,"NJN[","נין ","NYN",,,"sprossen",,,,,,,,,,,,,,
17,"NJNWH/","נִינְוֵה ","nînwēʰ","Ninive",,,,,,,,,,,,,,,,
2,"NJSN/","נִיסָן ","nîsān","Nisan <Monat>",,,,,,,,,,,,,,,,
1,"NJYWY/","נִיצֹוץ ","nîṣôṣ","Funk",,,,,,,,,,,,,,,,
3,"NJR/","נִיר I","nîr","gepflügter Acker",,,,,,,,,,,,,,,,
5,"NJR=/","נִיר II","nîr","Leuchte",,,,,,,,,,,,,,,,
2,"NJR[","ניר ","NYR",,"pflügen",,,,,,,,,,,,,,,
1,"NK>/","נָכָא I","nāxāˀ","zerschlagen",,,,,,,,,,,,,,,,
3,"NK>=/","נָכֵא II","nāxēˀ","zerschlagen",,,,,,,,,,,,,,,,
1,"NK>[","נכא ","NXʔ",,,"hinausgepeitscht werden",,,,,,,,,,,,,,
2,"NK>T/","נְכֹאת ","nᵊxōˀt","Harz",,,,,,,,,,,,,,,,
3,"NKD/","נֶכֶד ","nexed","Nachkommen",,,,,,,,,,,,,,,,
3,"NKH/","נָכֵה I","nāxēʰ","zerschlagen",,,,,,,,,,,,,,,,
1,"NKH=/","נֵכֶה II","nēxeʰ","<unklar>",,,,,,,,,,,,,,,,
4,"NKH==/","נְכֹה III","nᵊxōʰ","Necho",,,,,,,,,,,,,,,,
500,"NKH[","נכה ","NXH",,,"erschlagen werden",,"zerschlagen werden",,"schlagen, erschlagen","geschlagen, erschlagen werden",,,,,,,,,
4,"NKW/","נְכֹו ","nᵊxô","Necho",,,,,,,,,,,,,,,,
1,"NKWN/","נָכֹון I","nāxôn","Stoß",,,,,,,,,,,,,,,,
1,"NKWN=/","נָכֹון II","nāxôn","Nachon",,,,,,,,,,,,,,,,
8,"NKX/","נָכֹחַ I","nāxōₐḥ","geradeaus, recht",,,,,,,,,,,,,,,,
25,"NKX=/","נֹכַח II","nōxaḥ","Gegenüber",,,,,,,,,,,,,,,,
1,"NKL/","נֵכֶל ","nēxel","Arglist",,,,,,,,,,,,,,,,
4,"NKL[","נכל ","NXL",,"arglistig handeln",,"arglistig handeln",,"sich arglistig benehmen",,,,,,,,,,,
5,"NKSJM/","נְכָסִים ","nᵊxāsîm","Vermögen",,,,,,,,,,,,,,,,
36,"NKR/","נֵכָר I","nēxār","Ausländisches",,,,,,,,,,,,,,,,
2,"NKR=/","נֵכֶר II","nēxer","Missgeschick",,,,,,,,,,,,,,,,
49,"NKR[","נכר ","NXR",,,"erkannt werden","genau betrachten, unkenntlich machen",,"sich erkennen lassen; sich unkenntlich machen","ansehen, erkennen",,,,,,,,,,
45,"NKRJ/","נָכְרִי ","nāxrî","ausländisch, fremd",,,,,,,,,,,,,,,,
2,"NKT/","נְכֹת ","nᵊxōt","Schatz",,,,,,,,,,,,,,,,
1,"NLH[","נלה ","NLH",,,,,,,"<unklar>",,,,,,,,,,
3,"NMW>L/","נְמוּאֵל ","nᵊmûʔēl","Nemuël; Jemuël",,,,,,,,,,,,,,,,
1,"NMW>LJ/","נְמוּאֵלִי ","nᵊmûʔēlî","Jemuëliter",,,,,,,,,,,,,,,,
2,"NMLH/","נְמָלָה ","nᵊmālāʰ","Ameise",,,,,,,,,,,,,,,,
6,"NMR/","נָמֵר ","nāmēr","Leopard",,,,,,,,,,,,,,,,
4,"NMRD/","נִמְרֹד ","nimrōd","Nimrod",,,,,,,,,,,,,,,,
1,"NMRH/","נִמְרָה ","nimrāʰ","Nimra",,,,,,,,,,,,,,,,
2,"NMRJM/","נִמְרִים ","nimrîm","Nimrim",,,,,,,,,,,,,,,,
5,"NMCJ/","נִמְשִׁי ","nimšî","Nimschi",,,,,,,,,,,,,,,,
21,"NS/","נֵס ","nēs","Feldzeichen, Signal",,,,,,,,,,,,,,,,
1,"NSBH/","נְסִבָּה ","nᵊsibbāʰ","Wendung",,,,,,,,,,,,,,,,
36,"NSH[","נסה ","NSH",,,,"versuchen, auf die Probe stellen",,,,,,,,,,,,,
4,"NSX[","נסח ","NSḤ",,"einreißen, herausreißen","ausgerissen werden",,,,,,,,,,,,,,
4,"NSJK/","נָסִיךְ I","nāsîx","Anführer",,,,,,,,,,,,,,,,
2,"NSJK=/","נָסִיךְ II","nāsîx","Weinspende; Gussbild",,,,,,,,,,,,,,,,
60,"NSK/","נֵסֶךְ I","nēsex","Trankopfer",,,,,,,,,,,,,,,,
4,"NSK=/","נֵסֶךְ II","nēsex","Gussbild",,,,,,,,,,,,,,,,
1,"NSK=[","נסך II","NSX",,"flechten",,,,,,,,,,,,,,,
25,"NSK[","נסך I","NSX",,"ausgießen, gießen","gegossen werden","ausgießen",,,"ausgießen","ausgegossen werden",,,,,,,,,
3,"NSS[","נסס ","NSS",,"schwanken",,,,"schwanken",,,,,,,,,,,
146,"NS<[","נסע ","NSʕ",,"herausreißen, aufbrechen","ausgerissen werden",,,,"aufbrechen lassen, wegnehmen",,,,,,,,,,
2,"NSRK/","נִסְרֹךְ ","nisrōx","Nisroch",,,,,,,,,,,,,,,,
4,"N<H/","נֹעָה I","nōʕāʰ","Noa",,,,,,,,,,,,,,,,
1,"N<H=/","נֵעָה II","nēʕāʰ","Nea",,,,,,,,,,,,,,,,
46,"N<WRJM/","נְעוּרִים ","nᵊʕûrîm","Jugendzeit",,,,,,,,,,,,,,,,
1,"N<J>L/","נְעִיאֵל ","nᵊʕîʔēl","Negiël",,,,,,,,,,,,,,,,
13,"N<JM/","נָעִים ","nāʕîm","angenehm, lieblich",,,,,,,,,,,,,,,,
22,"N<L/","נַעַל ","naʕal","Sandale",,,,,,,,,,,,,,,,
8,"N<L[","נעל ","NʕL",,"zubinden, unterbinden",,,,,"mit Sandalen versehen",,,,,,,,,,
7,"N<M/","נֹעַם I","nōʕam","Freundlichkeit",,,,,,,,,,,,,,,,
1,"N<M=/","נַעַם II","naʕam","Naam",,,,,,,,,,,,,,,,
8,"N<M[","נעם ","NʕM",,"angenehm, lieblich sein",,,,,,,,,,,,,,,
4,"N<MH/","נַעֲמָה I","naʕᵃmāʰ","Naama",,,,,,,,,,,,,,,,
1,"N<MH=/","נַעֲמָה II","naʕᵃmāʰ","Naama",,,,,,,,,,,,,,,,
1,"N<MJ/","נַעֲמִי I","naʕᵃmî","Naamaniter",,,,,,,,,,,,,,,,
21,"N<MJ=/","נָעֳמִי II","nāʕᵒmî","Noomi",,,,,,,,,,,,,,,,
16,"N<MN/","נַעֲמָן ","naʕᵃmān","Naaman",,,,,,,,,,,,,,,,
1,"N<MNJM/","נַעֲמָנִים ","naʕᵃmānîm","liebliche Stätten",,,,,,,,,,,,,,,,
4,"N<MTJ/","נַעֲמָתִי ","naʕᵃmātî","Naamatiter",,,,,,,,,,,,,,,,
2,"N<YWY/","נַעֲצוּץ ","naʕᵃṣûṣ","Kameldorn",,,,,,,,,,,,,,,,
240,"N<R/","נַעַר I","naʕar","Knabe, junger Mann, Knecht",,,,,,,,,,,,,,,,
4,"N<R=/","נֹעַר II","nōʕar","Jugend",,,,,,,,,,,,,,,,
1,"N<R=[","נער II","NʕR",,"knurren",,,,,,,,,,,,,,,
11,"N<R[","נער I","NʕR",,"schütteln, abschütteln","abgeschüttelt werden, sich schütteln","abschütteln, herausschütteln",,"sich schütteln",,,,,,,,,,,
63,"N<RH/","נַעֲרָה I","naʕᵃrāʰ","Mädchen, junge Frau",,,,,,,,,,,,,,,,
3,"N<RH=/","נַעֲרָה II","naʕᵃrāʰ","Naara",,,,,,,,,,,,,,,,
1,"N<RH==/","נַעֲרָה III","naʕᵃrāʰ","Naara",,,,,,,,,,,,,,,,
1,"N<RWT/","נְעֻרֹות ","nᵊʕurôt","Jugend",,,,,,,,,,,,,,,,
1,"N<RJ/","נַעֲרַי ","naʕᵃray","Naarai",,,,,,,,,,,,,,,,
3,"N<RJH/","נְעַרְיָה ","nᵊʕaryāʰ","Nearja",,,,,,,,,,,,,,,,
1,"N<RN/","נַעֲרָן ","naʕᵃrān","Naara",,,,,,,,,,,,,,,,
2,"N<RT/","נְעֹרֶת ","nᵊʕōret","Werg, dickes Seil, Tau",,,,,,,,,,,,,,,,
7,"NP/","נֹף ","nōf","Memfis",,,,,,,,,,,,,,,,
4,"NPG/","נֶפֶג ","nefeg","Nefeg",,,,,,,,,,,,,,,,
4,"NPH/","נָפָה ","nāfāʰ","Joch, Bergrücken",,,,,,,,,,,,,,,,
1,"NPWSJM/","נְפוּסִים ","nᵊfûsîm","Nefusiter",,,,,,,,,,,,,,,,
1,"NPWCSJM/","נְפוּשְׁסִים ","nᵊfûšsîm","Nefusiter",,,,,,,,,,,,,,,,
1,"NPX/","נֹפַח ","nōfaḥ","Nofach",,,,,,,,,,,,,,,,
12,"NPX[","נפח ","NFḤ",,"blasen, atmen",,,"angefacht werden",,"zum Keuchen bringen",,,,,,,,,,
3,"NPJLJM/","נְפִילִים ","nᵊfîlîm","Riesen",,,,,,,,,,,,,,,,
3,"NPJC/","נָפִישׁ ","nāfîš","Nafisch",,,,,,,,,,,,,,,,
4,"NPK/","נֹפֶךְ ","nōfex","<Edelstein>, Türkis?",,,,,,,,,,,,,,,,
3,"NPL/","נֵפֶל ","nēfel","Fehlgeburt",,,,,,,,,,,,,,,,
434,"NPL[","נפל ","NFL",,"fallen, gelagert sein",,"fallen",,"herfallen, sich niederwerfen","fallen lassen, zu Fall bringen",,,,,,,,,,
1,"NPY/","נֶפֶץ ","nefeṣ","Prasseln (des Regens)",,,,,,,,,,,,,,,,
21,"NPY[","נפץ ","NFṢ",,"zerschlagen, zerschlagen sein",,"zerschlagen","be pulverized",,,,,,,,,,,,
754,"NPC/","נֶפֶשׁ ","nefeš","Kehle, Seele, lebendes Wesen",,,,,,,,,,,,,,,,
3,"NPC[","נפשׁ ","NFŠ",,,"aufatmen, Atem schöpfen",,,,,,,,,,,,,,
5,"NPT/","נֹפֶת I","nōfet","Honig",,,,,,,,,,,,,,,,
1,"NPT=/","נֶפֶת II","nefet","Anhöhe",,,,,,,,,,,,,,,,
2,"NPTWX/","נֶפְתֹּוחַ ","neftôₐḥ","Neftoach",,,,,,,,,,,,,,,,
1,"NPTWLJM/","נַפְתּוּלִים ","naftûlîm","Kampf",,,,,,,,,,,,,,,,
2,"NPTXJM/","נַפְתֻּחִים ","naftuḥîm","Naftuhiter",,,,,,,,,,,,,,,,
51,"NPTLJ/","נַפְתָּלִי ","naftālî","Naftali",,,,,,,,,,,,,,,,
3,"NY/","נֵץ I","nēṣ","Falke",,,,,,,,,,,,,,,,
1,"NY=/","נֵץ II","nēṣ","Blütenstand",,,,,,,,,,,,,,,,
1,"NY>[","נצא ","NṢʔ",,"<unklar>",,,,,,,,,,,,,,,
1,"NYB/","נִצָּב ","niṣṣāv","Heft, Griff",,,,,,,,,,,,,,,,
74,"NYB[","נצב ","NṢV",,,"sich hinstellen, stehen",,,,"hinstellen, aufrichten","hingestellt werden",,,,,,,,,
1,"NYH/","נֹצָה I","nōṣāʰ","Gefieder",,,,,,,,,,,,,,,,
2,"NYH=/","נִצָּה II","niṣṣāʰ","Blüte",,,,,,,,,,,,,,,,
13,"NYH[","נצה ","NṢH",,"verfallen","verfallen sein, sich streiten",,,,"Streit führen",,,,,,,,,,
1,"NYWRJM/","נְצוּרִים ","nᵊṣûrîm","Wachthütten",,,,,,,,,,,,,,,,
43,"NYX/","נֵצַח I","nēṣaḥ","Glanz; dauernd",,,,,,,,,,,,,,,,
2,"NYX=/","נֵצַח II","nēṣaḥ","Blutstrahl",,,,,,,,,,,,,,,,
65,"NYX[","נצח ","NṢḤ",,,"dauernd","Aufsicht haben",,,,,,,,,,,,,
11,"NYJB/","נְצִיב I","nᵊṣîv","Säule, Posten",,,,,,,,,,,,,,,,
1,"NYJB=/","נְצִיב II","nᵊṣîv","Nezib",,,,,,,,,,,,,,,,
2,"NYJX/","נְצִיחַ ","nᵊṣîₐḥ","Neziach",,,,,,,,,,,,,,,,
213,"NYL[","נצל ","NṢL",,,"gerettet werden, sich retten","retten, ausrauben",,"sich entledigen","retten, entreißen","entrissen werden",,,,,,,,,
1,"NYN/","נִצָּן ","niṣṣān","Blütenstand",,,,,,,,,,,,,,,,
4,"NYY[","נצץ ","NṢṢ",,"funkeln",,,,,"blühen",,,,,,,,,,
4,"NYR/","נֵצֶר ","nēṣer","Spross, Schoß",,,,,,,,,,,,,,,,
62,"NYR[","נצר ","NṢR",,"bewachen, bewahren",,,,,,,,,,,,,,,
1,"NQB/","נֶקֶב ","neqev","Pass, Mine",,,,,,,,,,,,,,,,
19,"NQB[","נקב ","NQV",,"bohren, festsetzen","bezeichnet werden",,,,,,,,,,,,,,
22,"NQBH/","נְקֵבָה ","nᵊqēvāʰ","weiblich",,,,,,,,,,,,,,,,
2,"NQD/","נֹקֵד I","nōqēd","Schafzüchter",,,,,,,,,,,,,,,,
9,"NQD=/","נָקֹד II","nāqōd","gesprenkelt",,,,,,,,,,,,,,,,
1,"NQDH/","נְקֻדָּה ","nᵊquddāʰ","Tropfen",,,,,,,,,,,,,,,,
3,"NQDJM/","נִקֻּדִים ","niqqudîm","Krümel",,,,,,,,,,,,,,,,
44,"NQH[","נקה ","NQH",,"frei, ledig sein","frei sein, beraubt sein","ungestraft lassen, für straffrei erklären",,,,,,,,,,,,,
4,"NQWD>/","נְקֹודָא ","nᵊqôdāˀ","Nekoda",,,,,,,,,,,,,,,,
43,"NQJ/","נָקִי ","nāqî","frei, ohne Schuld",,,,,,,,,,,,,,,,
5,"NQJWN/","נִקָּיֹון ","niqqāyôn","Blankheit, Schuldlosigkeit",,,,,,,,,,,,,,,,
3,"NQJQ/","נָקִיק ","nāqîq","Spalte",,,,,,,,,,,,,,,,
17,"NQM/","נָקָם ","nāqām","Rache",,,,,,,,,,,,,,,,
35,"NQM[","נקם ","NQM",,"sich rächen, Rache nehmen","gerächt werden, sich rächen","rächen",,"seine Rache nehmen",,"gerächt werden",,,,,,,,,
27,"NQMH/","נְקָמָה ","nᵊqāmāʰ","Rache",,,,,,,,,,,,,,,,
5,"NQ<[","נקע ","NQʕ",,"abgewendet sein",,,,,,,,,,,,,,,
2,"NQP/","נֹקֶף ","nōqef","Abschlagen",,,,,,,,,,,,,,,,
2,"NQP=[","נקף II","NQF",,,,"abhauen",,,,,,,,,,,,,
17,"NQP[","נקף I","NQF",,"im Kreis gehen",,,,,"rund herumziehen, im Kreis herumgehen",,,,,,,,,,
1,"NQPH/","נִקְפָּה ","niqpāʰ","Strick",,,,,,,,,,,,,,,,
6,"NQR[","נקר ","NQR",,"ausstechen, aushacken",,"ausstechen, ausbohren","ausgebohrt werden",,,,,,,,,,,,
2,"NQRH/","נְקָרָה ","nᵊqārāʰ","Höhle",,,,,,,,,,,,,,,,
5,"NQC[","נקשׁ ","NQŠ",,"Schlingen legen","sich bestricken lassen","Schlingen legen",,"sich als einer der Schlingen legt verhalten",,,,,,,,,,,
44,"NR/","נֵר I","nēr","Leuchte",,,,,,,,,,,,,,,,
16,"NR=/","נֵר II","nēr","Ner",,,,,,,,,,,,,,,,
1,"NRGL/","נֵרְגַל ","nērᵊgal","Nergal",,,,,,,,,,,,,,,,
3,"NRGL_FR_>YR/","נֵרְגַל שַׂר אֶצֶר ","nērᵊgal śar ʔeṣer","Nergal-Sarezer",,,,,,,,,,,,,,,,
3,"NRD/","נֵרְדְּ ","nērd","Narde",,,,,,,,,,,,,,,,
7,"NRJH/","נֵרִיָּה ","nēriyyāʰ","Nerija",,,,,,,,,,,,,,,,
3,"NRJHW/","נֵרִיָּהוּ ","nēriyyāhû","Nerija",,,,,,,,,,,,,,,,
16,"NC>=[","נשׁא II","NŠʔ",,,"betrogen sein",,,,"betrügen",,,,,,,,,,
19,"NC>[","נשׁא I","NŠʔ",,"leihen an, ein Gläubiger sein",,,,,"ausleihen",,,,,,,,,,
653,"NF>[","נשׂא ","NŚʔ",,"heben, tragen","erhaben, getragen werden","hochheben, tragen, beistehen",,"sich erheben","aufladen, zu bringen geben",,,,,,,,,,
3,"NCB[","נשׁב ","NŠV",,"wehen",,,,,"wehen lassen, verscheuchen",,,,,,,,,,
49,"NFG[","נשׂג ","NŚG",,,,,,,"erreichen, einholen",,,,,,,,,,
2,"NCH/","נָשֶׁה ","nāšeʰ","Nerv der Hüftgegend",,,,,,,,,,,,,,,,
5,"NCH[","נשׁה ","NŠH",,"vergessen","vergessen werden","vergessen lassen",,,"vergessen lassen",,,,,,,,,,
1,"NFW>H/","נְשׂוּאָה ","nᵊśûʔāʰ","Last",,,,,,,,,,,,,,,,
1,"NCJ/","נְשִׁי ","nᵊšî","Schuld",,,,,,,,,,,,,,,,
