"Occurrences","lex","Lexeme","Transliterated","None","Qal","Nifal","Piel","Pual","Hitpael","Hifil","Hofal","Hishtafal","Passive Qal","Etpaal","Nitpael","Hotpaal","Tifal","Hitpoal","Poal","Poel"
1,"GBL/","גְּבָל I","gᵊvāl","Gebal",,,,,,,,,,,,,,,,
1,"GBL=/","גְּבַל II","gᵊval","Gebal",,,,,,,,,,,,,,,,
5,"GBL[","גבל ","GVL",,"Grenze ziehen, begrenzen",,,,,"umgrenzen",,,,,,,,,,
2,"GBLJ/","גִּבְלִי ","givlî","Gebaliter",,,,,,,,,,,,,,,,
2,"GBLT/","גַּבְלֻת ","gavlut","Zusammenschweißen",,,,,,,,,,,,,,,,
1,"GBN/","גִּבֵּן ","gibbēn","buckelig",,,,,,,,,,,,,,,,
1,"GBNH/","גְּבִנָּה ","gᵊvinnāʰ","Käse",,,,,,,,,,,,,,,,
2,"GBNN/","גַּבְנֹן ","gavnōn","Bergkuppe",,,,,,,,,,,,,,,,
19,"GB</","גֶּבַע ","gevaʕ","Geba",,,,,,,,,,,,,,,,
1,"GB<>/","גִּבְעָא ","givʕāˀ","Gibea",,,,,,,,,,,,,,,,
79,"GB<H/","גִּבְעָה I","givʕāʰ","Hügel",,,,,,,,,,,,,,,,
34,"GB<H=/","גִּבְעָה II","givʕāʰ","Gibea",,,,,,,,,,,,,,,,
37,"GB<WN/","גִּבְעֹון ","givʕôn","Gibeon",,,,,,,,,,,,,,,,
8,"GB<WNJ/","גִּבְעֹונִי ","givʕônî","Gibeoniter",,,,,,,,,,,,,,,,
1,"GB<L/","גִּבְעֹל ","givʕōl","Blütenknospe",,,,,,,,,,,,,,,,
1,"GB<T/","גִּבְעַת ","givʕat","Gibea",,,,,,,,,,,,,,,,
1,"GB<TJ/","גִּבְעָתִי ","givʕātî","Gibeatiter",,,,,,,,,,,,,,,,
66,"GBR/","גֶּבֶר I","gever","Mann",,,,,,,,,,,,,,,,
2,"GBR=/","גֶּבֶר II","gever","Geber",,,,,,,,,,,,,,,,
1,"GBR==/","גִּבָּר III","gibbār","Gibbar",,,,,,,,,,,,,,,,
25,"GBR[","גבר ","GVR",,"mächtig sein",,"mächtig machen",,"sich mächtig zeigen","mächtig machen",,,,,,,,,,
2,"GBRJ>L/","גַּבְרִיאֵל ","gavrîʔēl","Gabriel",,,,,,,,,,,,,,,,
9,"GBRT/","גְּבֶרֶת ","gᵊveret","Herrin, Gebieterin",,,,,,,,,,,,,,,,
6,"GBTWN/","גִּבְּתֹון ","gibbᵊtôn","Gibbeton",,,,,,,,,,,,,,,,
30,"GG/","גָּג ","gāg","Dach",,,,,,,,,,,,,,,,
2,"GD/","גַּד I","gad","Koriander",,,,,,,,,,,,,,,,
1,"GD=/","גַּד II","gad","Glück",,,,,,,,,,,,,,,,
70,"GD==/","גָּד III","gād","Gad",,,,,,,,,,,,,,,,
1,"GD===/","גַּד IV","gad","Glück",,,,,,,,,,,,,,,,
2,"GDGD/","גִּדְגָּד ","gidgād","Hor-Gidgad",,,,,,,,,,,,,,,,
8,"GDD[","גדד ","GDD",,"sich zusammentun",,,,"sich zusammentun",,,,,,,,,,,
33,"GDWD/","גְּדוּד I","gᵊdûd","Bande, Truppe",,,,,,,,,,,,,,,,
1,"GDWD=/","גְּדוּד II","gᵊdûd","Scholle",,,,,,,,,,,,,,,,
1,"GDWDH/","גְּדוּדָה ","gᵊdûdāʰ","Einschnitt",,,,,,,,,,,,,,,,
526,"GDWL/","גָּדֹול ","gādôl","groß",,,,,,,,,,,,,,,,
12,"GDWLH/","גְּדוּלָּה ","gᵊdûllāʰ","Größe",,,,,,,,,,,,,,,,
2,"GDWP/","גִּדּוּף ","giddûf","Geläster, Lästerung",,,,,,,,,,,,,,,,
2,"GDWPH/","גִּדּוּפָה ","giddûfāʰ","Geläster, Lästerung",,,,,,,,,,,,,,,,
3,"GDWR/","גְּדֹור ","gᵊdôr","Gedor",,,,,,,,,,,,,,,,
16,"GDJ/","גְּדִי I","gᵊdî","Böckchen",,,,,,,,,,,,,,,,
16,"GDJ=/","גָּדִי II","gādî","Gaditer",,,,,,,,,,,,,,,,
1,"GDJ==/","גַּדִּי III","gaddî","Gaddi",,,,,,,,,,,,,,,,
2,"GDJ===/","גָּדִי IV","gādî","Gadi",,,,,,,,,,,,,,,,
1,"GDJ>L/","גַּדִּיאֵל ","gaddîʔēl","Gaddiël",,,,,,,,,,,,,,,,
4,"GDJH/","גִּדְיָה I","gidyāʰ","Ufer",,,,,,,,,,,,,,,,
1,"GDJH=/","גְּדִיָּה II","gᵊdiyyāʰ","Zickel",,,,,,,,,,,,,,,,
4,"GDJC/","גָּדִישׁ ","gādîš","Haufe",,,,,,,,,,,,,,,,
13,"GDL/","גֹּדֶל I","gōdel","Größe",,,,,,,,,,,,,,,,
4,"GDL=/","גָּדֵל II","gādēl","groß werdend",,,,,,,,,,,,,,,,
2,"GDL==/","גָּדִל III","gādil","Quaste",,,,,,,,,,,,,,,,
4,"GDL===/","גִּדֵּל IV","giddēl","Giddel",,,,,,,,,,,,,,,,
117,"GDL[","גדל ","GDL",,"groß sein",,"groß machen","großgezogen werden","sich groß machen","groß machen",,,,,,,,,,
6,"GDLJH/","גְּדַלְיָה ","gᵊdalyāʰ","Gedalja",,,,,,,,,,,,,,,,
26,"GDLJHW/","גְּדַלְיָהוּ ","gᵊdalyāhû","Gedalja",,,,,,,,,,,,,,,,
2,"GDLTJ/","גִּדַּלְתִּי ","giddaltî","Giddalti",,,,,,,,,,,,,,,,
22,"GD<[","גדע ","GDʕ",,"abhauen","abgehauen werden","abschlagen","abgehauen werden",,,,,,,,,,,,
39,"GD<WN/","גִּדְעֹון ","gidʕôn","Gideon",,,,,,,,,,,,,,,,
1,"GD<M/","גִּדְעֹם ","gidʕōm","Gidom",,,,,,,,,,,,,,,,
5,"GD<NJ/","גִּדְעֹנִי ","gidʕōnî","Gidoni",,,,,,,,,,,,,,,,
7,"GDP[","גדף ","GDF",,,,"lästern",,,,,,,,,,,,,
14,"GDR/","גָּדֵר I","gādēr","Mauer",,,,,,,,,,,,,,,,
1,"GDR=/","גֶּדֶר II","geder","Bet-Gader",,,,,,,,,,,,,,,,
4,"GDR==/","גְּדֹר III","gᵊdōr","Gedor",,,,,,,,,,,,,,,,
10,"GDR[","גדר ","GDR",,"mauern",,,,,,,,,,,,,,,
8,"GDRH/","גְּדֵרָה I","gᵊdērāʰ","Mauer, Steinpferch",,,,,,,,,,,,,,,,
2,"GDRH=/","גְּדֵרָה II","gᵊdērāʰ","Gedera",,,,,,,,,,,,,,,,
2,"GDRWT/","גְּדֵרֹות ","gᵊdērôt","Gederot",,,,,,,,,,,,,,,,
1,"GDRJ/","גְּדֵרִי ","gᵊdērî","Gederiter",,,,,,,,,,,,,,,,
1,"GDRT/","גְּדֶרֶת ","gᵊderet","Mauer",,,,,,,,,,,,,,,,
1,"GDRTJ/","גְּדֵרָתִי ","gᵊdērātî","Gederatiter",,,,,,,,,,,,,,,,
1,"GDRTJM/","גְּדֵרֹתָיִם ","gᵊdērōtāyim","Gederotajim",,,,,,,,,,,,,,,,
1,"GHH/","גֵּהָה ","gēhāʰ","Heilung",,,,,,,,,,,,,,,,
1,"GHH[","גהה ","GHH",,"heilen",,,,,,,,,,,,,,,
3,"GHR[","גהר ","GHR",,"sich niederbeugen",,,,,,,,,,,,,,,
6,"GW/","גֵּו I","gēw","Rücken",,,,,,,,,,,,,,,,
3,"GW=/","גַּו II","gaw","Rücken",,,,,,,,,,,,,,,,
1,"GW==/","גֵּו III","gēw","Gemeinschaft",,,,,,,,,,,,,,,,
1,"GWB/","גֹּוב I","gôv","<unklar>",,,,,,,,,,,,,,,,
2,"GWB=/","גֹּוב II","gôv","Gob",,,,,,,,,,,,,,,,
12,"GWG/","גֹּוג ","gôg","Gog",,,,,,,,,,,,,,,,
3,"GWD[","גוד ","GWD",,"angreifen",,,,,,,,,,,,,,,
3,"GWH/","גֵּוָה I","gēwāʰ","Hochmut",,,,,,,,,,,,,,,,
1,"GWH=/","גֵּוָה II","gēwāʰ","<unklar>",,,,,,,,,,,,,,,,
2,"GWZ[","גוז ","GWZ",,"vorbeikommen",,,,,,,,,,,,,,,
2,"GWZL/","גֹּוזָל ","gôzāl","ausgewachsener (Vogel)",,,,,,,,,,,,,,,,
5,"GWZN/","גֹּוזָן ","gôzān","Gosan",,,,,,,,,,,,,,,,
555,"GWJ/","גֹּוי ","gôy","Volk, Nation",,,,,,,,,,,,,,,,
13,"GWJH/","גְּוִיָּה ","gᵊwiyyāʰ","Leib",,,,,,,,,,,,,,,,
3,"GWJM/","גֹּויִם ","gôyim","Gojim",,,,,,,,,,,,,,,,
42,"GWLH/","גֹּולָה ","gôlāʰ","Verbannung",,,,,,,,,,,,,,,,
4,"GWLN/","גֹּולָן ","gôlān","Golan",,,,,,,,,,,,,,,,
1,"GWMY/","גּוּמָּץ ","gûmmāṣ","Grube",,,,,,,,,,,,,,,,
1,"GWNJ/","גּוּנִי I","gûnî","Guniter",,,,,,,,,,,,,,,,
4,"GWNJ=/","גּוּנִי II","gûnî","Guni",,,,,,,,,,,,,,,,
24,"GW<[","גוע ","GWʕ",,"umkommen, sterben",,,,,,,,,,,,,,,
1,"GWP[","גוף ","GWF",,,,,,,"schließen",,,,,,,,,,
2,"GWPH/","גּוּפָה ","gûfāʰ","Leichnam",,,,,,,,,,,,,,,,
7,"GWR/","גּוּר I","gûr","Junges; Löwenjunges",,,,,,,,,,,,,,,,
2,"GWR=/","גֹּור II","gôr","Löwenjunges",,,,,,,,,,,,,,,,
10,"GWR==[","גור III","GWR",,"fürchten, sich fürchten",,,,,,,,,,,,,,,
6,"GWR=[","גור II","GWR",,"angreifen",,,,,,,,,,,,,,,
83,"GWR[","גור I","GWR",,"weilen, wohnen",,,,"weilen, wohnen",,,,,,,,,,,
1,"GWR_B<L/","גּוּר בָּעַל ","gûr bāʕal","Gur-Baal",,,,,,,,,,,,,,,,
77,"GWRL/","גֹּורָל ","gôrāl","Los",,,,,,,,,,,,,,,,
1,"GWC/","גּוּשׁ ","gûš","Kruste",,,,,,,,,,,,,,,,
4,"GZ/","גֵּז ","gēz","Schur",,,,,,,,,,,,,,,,
1,"GZBR/","גִּזְבָּר ","gizbār","Schatzmeister",,,,,,,,,,,,,,,,
7,"GZH/","גִּזָּה ","gizzāʰ","Schur",,,,,,,,,,,,,,,,
1,"GZH[","גזה ","GZH",,"<unklar>",,,,,,,,,,,,,,,
1,"GZWNJ/","גִּזֹונִי ","gizônî","Guniter",,,,,,,,,,,,,,,,
2,"GZZ/","גָּזֵז ","gāzēz","Gases",,,,,,,,,,,,,,,,
15,"GZZ[","גזז ","GZZ",,"scheren, schneiden","geschoren werden",,,,,,,,,,,,,,
11,"GZJT/","גָּזִית ","gāzît","Quader",,,,,,,,,,,,,,,,
4,"GZL/","גָּזֵל I","gāzēl","Raub",,,,,,,,,,,,,,,,
2,"GZL=/","גֵּזֶל II","gēzel","Raub",,,,,,,,,,,,,,,,
30,"GZL[","גזל ","GZL",,"wegnehmen, rauben","geraubt werden",,,,,,,,,,,,,,
6,"GZLH/","גְּזֵלָה ","gᵊzēlāʰ","Geraubtes",,,,,,,,,,,,,,,,
3,"GZM/","גָּזָם I","gāzām","Heuschrecke",,,,,,,,,,,,,,,,
2,"GZM=/","גַּזָּם II","gazzām","Gasam",,,,,,,,,,,,,,,,
3,"GZ</","גֶּזַע ","gezaʕ","Stumpf",,,,,,,,,,,,,,,,
2,"GZR/","גֶּזֶר I","gezer","Stück",,,,,,,,,,,,,,,,
15,"GZR=/","גֶּזֶר II","gezer","Geser",,,,,,,,,,,,,,,,
1,"GZR=[","גזר II","GZR",,"fressen",,,,,,,,,,,,,,,
12,"GZR[","גזר I","GZR",,"schneiden","abgeschnitten werden",,,,,,,,,,,,,,
1,"GZRH/","גְּזֵרָה I","gᵊzērāʰ","dürres Land",,,,,,,,,,,,,,,,
8,"GZRH=/","גִּזְרָה II","gizrāʰ","Raum, Vorplatz",,,,,,,,,,,,,,,,
1,"GZRJ/","גִּזְרִי ","gizrî","Geseriter",,,,,,,,,,,,,,,,
1,"GXH[","גחה ","GḤH",,"<unklar>",,,,,,,,,,,,,,,
2,"GXWN/","גָּחֹון ","gāḥôn","Bauch (von Schlangen)",,,,,,,,,,,,,,,,
9,"GXL/","גֶּחָל I","geḥāl","Kohle",,,,,,,,,,,,,,,,
7,"GXL=/","גַּחַל II","gaḥal","Kohle",,,,,,,,,,,,,,,,
2,"GXLT/","גַּחֶלֶת ","gaḥelet","Kohle",,,,,,,,,,,,,,,,
1,"GXM/","גַּחַם ","gaḥam","Gaham",,,,,,,,,,,,,,,,
2,"GXR/","גַּחַר ","gaḥar","Gahar",,,,,,,,,,,,,,,,
56,"GJ>/","גַּיְא ","gayʔ","Tal",,,,,,,,,,,,,,,,
4,"GJ>_MLX/","גֵּיא מֶלַח ","gêʔ melaḥ","Ge-Melach",,,,,,,,,,,,,,,,
7,"GJD/","גִּיד ","gîd","Sehne",,,,,,,,,,,,,,,,
1,"GJX/","גִּיחַ ","gîₐḥ","Giach",,,,,,,,,,,,,,,,
5,"GJX[","גיח ","GYḤ",,"hervorbrechen",,,,,"hervorbrechen lassen",,,,,,,,,,
6,"GJXWN/","גִּיחֹון ","gîḥôn","Gihon",,,,,,,,,,,,,,,,
12,"GJXZJ/","גֵּיחֲזִי ","gêḥᵃzî","Gehasi",,,,,,,,,,,,,,,,
8,"GJL/","גִּיל I","gîl","Jauchzen",,,,,,,,,,,,,,,,
1,"GJL=/","גִּיל II","gîl","Alter",,,,,,,,,,,,,,,,
45,"GJL[","גיל ","GYL",,"jauchzen",,,,,,,,,,,,,,,
2,"GJLH/","גִּילָה ","gîlāʰ","Jauchzen",,,,,,,,,,,,,,,,
2,"GJLNJ/","גִּילֹנִי ","gîlōnî","Giloniter",,,,,,,,,,,,,,,,
2,"GJNT/","גִּינַת ","gînat","Ginat",,,,,,,,,,,,,,,,
1,"GJCN/","גֵּישָׁן ","gêšān","Geschan",,,,,,,,,,,,,,,,
16,"GL/","גַּל I","gal","Welle",,,,,,,,,,,,,,,,
18,"GL=/","גַּל II","gal","Haufe",,,,,,,,,,,,,,,,
3,"GL==/","גֵּל III","gēl","Mistfladen",,,,,,,,,,,,,,,,
1,"GLB/","גַּלָּב ","gallāv","Barbier",,,,,,,,,,,,,,,,
8,"GLB</","גִּלְבֹּעַ ","gilbōₐʕ","Gilboa",,,,,,,,,,,,,,,,
9,"GLGL/","גַּלְגַּל I","galgal","Rad; Schöpfrad",,,,,,,,,,,,,,,,
1,"GLGL=/","גִּלְגָּל II","gilgāl","Rad",,,,,,,,,,,,,,,,
2,"GLGL==/","גַּלְגַּל III","galgal","Rad",,,,,,,,,,,,,,,,
40,"GLGL===/","גִּלְגָּל IV","gilgāl","Gilgal",,,,,,,,,,,,,,,,
12,"GLGLT/","גֻּלְגֹּלֶת ","gulgōlet","Schädel",,,,,,,,,,,,,,,,
1,"GLD/","גֵּלֶד ","gēled","Haut",,,,,,,,,,,,,,,,
15,"GLH/","גֻּלָּה I","gullāʰ","Becken",,,,,,,,,,,,,,,,
2,"GLH=/","גִּלֹה II","gilōʰ","Gilo",,,,,,,,,,,,,,,,
188,"GLH[","גלה ","GLH",,"enthüllen, offenbaren, fortziehen","sich enthüllen, offenbar werden","enthüllen, offenbaren, öffnen","unverhüllt, offen sein","sich enthüllen","ins Exil führen","ins Exil geführt werden",,,,,,,,,
48,"GLWLJM/","גִּלּוּלִים ","gillûlîm","Götzen",,,,,,,,,,,,,,,,
1,"GLWM/","גְּלֹום ","gᵊlôm","Mantel",,,,,,,,,,,,,,,,
15,"GLWT/","גָּלוּת ","gālût","Exil; Exulanten",,,,,,,,,,,,,,,,
23,"GLX[","גלח ","GLḤ",,,,"scheren","geschoren werden","sich scheren (lassen)",,,,,,,,,,,
2,"GLJWN/","גִּלָּיֹון ","gillāyôn","Tafel",,,,,,,,,,,,,,,,
5,"GLJL/","גָּלִיל I","gālîl","Walze",,,,,,,,,,,,,,,,
5,"GLJL=/","גָּלִיל II","gālîl","Galiläa",,,,,,,,,,,,,,,,
5,"GLJLH/","גְּלִילָה ","gᵊlîlāʰ","Landstrich",,,,,,,,,,,,,,,,
1,"GLJLWT/","גְּלִילֹות ","gᵊlîlôt","Gelilot",,,,,,,,,,,,,,,,
2,"GLJM/","גַּלִּים ","gallîm","Gallim",,,,,,,,,,,,,,,,
6,"GLJT/","גָּלְיָת ","gālyāt","Goliat",,,,,,,,,,,,,,,,
10,"GLL/","גָּלָל I","gālāl","Sache",,,,,,,,,,,,,,,,
2,"GLL=/","גָּלָל II","gālāl","Kot, Mist",,,,,,,,,,,,,,,,
3,"GLL==/","גָּלָל III","gālāl","Galal",,,,,,,,,,,,,,,,
17,"GLL[","גלל ","GLL",,"rollen, hinwälzen","zusammengerollt werden, sich wälzen","wälzen","gewälzt werden","rollen, hinwälzen",,,,,,,,,,,
1,"GLLJ/","גִּלֲלַי ","gilᵃlay","Gilalai",,,,,,,,,,,,,,,,
1,"GLM/","גֹּלֶם ","gōlem","Embryo",,,,,,,,,,,,,,,,
1,"GLM[","גלם ","GLM",,"zusammenwickeln",,,,,,,,,,,,,,,
4,"GLMWD/","גַּלְמוּד ","galmûd","unfruchtbar",,,,,,,,,,,,,,,,
3,"GL<[","גלע ","GLʕ",,,,,,"losbrechen",,,,,,,,,,,
134,"GL<D/","גִּלְעָד I","gilʕād","Gilead",,,,,,,,,,,,,,,,
2,"GL<D=/","גַּלְעֵד II","galʕēd","Galed",,,,,,,,,,,,,,,,
11,"GL<DJ/","גִּלְעָדִי ","gilʕādî","Gileaditer",,,,,,,,,,,,,,,,
2,"GLC[","גלשׁ ","GLŠ",,"heruntersteigen",,,,,,,,,,,,,,,
769,"GM","גַּם ","gam","auch, sogar, weiter",,,,,,,,,,,,,,,,
4,"GM>/","גֹּמֶא ","gōmeˀ","Papyrus, Schilf",,,,,,,,,,,,,,,,
2,"GM>[","גמא ","GMʔ",,,,"schlürfen",,,"schlürfen lassen",,,,,,,,,,
1,"GMD/","גֹּמֶד ","gōmed","Elle <Maß>",,,,,,,,,,,,,,,,
1,"GMDJM/","גַּמָּדִים ","gammādîm","Gammadim",,,,,,,,,,,,,,,,
19,"GMWL/","גְּמוּל I","gᵊmûl","Tat, Wohltat",,,,,,,,,,,,,,,,
1,"GMWL=/","גָּמוּל II","gāmûl","Gamul",,,,,,,,,,,,,,,,
3,"GMWLH/","גְּמוּלָה ","gᵊmûlāʰ","Vergeltung, Wohltat",,,,,,,,,,,,,,,,
1,"GMZW/","גִּמְזֹו ","gimzô","Gimso",,,,,,,,,,,,,,,,
54,"GML/","גָּמָל ","gāmāl","Kamel",,,,,,,,,,,,,,,,
37,"GML[","גמל ","GML",,"antun, entwöhnen","entwöhnt werden",,,,,,,,,,,,,,
1,"GMLJ/","גְּמַלִּי ","gᵊmallî","Gemalli",,,,,,,,,,,,,,,,
5,"GMLJ>L/","גַּמְלִיאֵל ","gamlîʔēl","Gamaliel",,,,,,,,,,,,,,,,
5,"GMR/","גֹּמֶר I","gōmer","Gomer",,,,,,,,,,,,,,,,
1,"GMR=/","גֹּמֶר II","gōmer","Gomer",,,,,,,,,,,,,,,,
5,"GMR[","גמר ","GMR",,"zu Ende sein",,,,,,,,,,,,,,,
1,"GMRJH/","גְּמַרְיָה ","gᵊmaryāʰ","Gemarja",,,,,,,,,,,,,,,,
4,"GMRJHW/","גְּמַרְיָהוּ ","gᵊmaryāhû","Gemarja",,,,,,,,,,,,,,,,
41,"GN/","גַּן ","gan","Garten",,,,,,,,,,,,,,,,
17,"GNB/","גַּנָּב ","gannāv","Dieb",,,,,,,,,,,,,,,,
40,"GNB[","גנב ","GNV",,"stehlen","gestohlen werden","stehlen","gestohlen werden","sich hineinstehlen",,,,,,,,,,,
2,"GNBH/","גְּנֵבָה ","gᵊnēvāʰ","Gestohlenes",,,,,,,,,,,,,,,,
2,"GNBT/","גְּנֻבַת ","gᵊnuvat","Genubat",,,,,,,,,,,,,,,,
16,"GNH/","גַּנָּה ","gannāʰ","Garten",,,,,,,,,,,,,,,,
3,"GNZ/","גֶּנֶז ","genez","Schatzkammer",,,,,,,,,,,,,,,,
1,"GNZK/","גַּנְזַךְ ","ganzax","Schatzkammer",,,,,,,,,,,,,,,,
8,"GNN[","גנן ","GNN",,"umhegen",,,,,,,,,,,,,,,
1,"GNTWJ/","גִּנְּתֹוי ","ginnᵊtôy","Ginnetoi",,,,,,,,,,,,,,,,
2,"GNTWN/","גִּנְּתֹון ","ginnᵊtôn","Ginneton",,,,,,,,,,,,,,,,
1,"G<H/","גֹּעָה ","gōʕāʰ","Goa",,,,,,,,,,,,,,,,
2,"G<H[","געה ","GʕH",,"brüllen, muhen",,,,,,,,,,,,,,,
1,"G<L/","גֹּעַל I","gōʕal","Ekel, Abscheu",,,,,,,,,,,,,,,,
9,"G<L=/","גַּעַל II","gaʕal","Gaal",,,,,,,,,,,,,,,,
10,"G<L[","געל ","GʕL",,"verabscheuen","verabscheut werden",,,,"beschmutzen, beflecken",,,,,,,,,,
14,"G<R[","גער ","GʕR",,"anschreien, schelten",,,,,,,,,,,,,,,
15,"G<RH/","גְּעָרָה ","gᵊʕārāʰ","Schelten, Drohen",,,,,,,,,,,,,,,,
4,"G<C/","גַּעַשׁ ","gaʕaš","Gaasch",,,,,,,,,,,,,,,,
9,"G<C[","געשׁ ","GʕŠ",,"schwanken",,,"ins Wanken gebracht werden","hin und her schwanken",,,,,,,,,"hin und her schwanken",,
3,"G<TM/","גַּעְתָּם ","gaʕtām","Gatam",,,,,,,,,,,,,,,,
3,"GP/","גַּף I","gaf","Körper",,,,,,,,,,,,,,,,
1,"GP=/","גַּף II","gaf","Wölbung?",,,,,,,,,,,,,,,,
55,"GPN/","גֶּפֶן ","gefen","Rebe, Weinstock",,,,,,,,,,,,,,,,
1,"GPR/","גֹּפֶר ","gōfer","Goferholz",,,,,,,,,,,,,,,,
7,"GPRJT/","גָּפְרִית ","gāfrît","Schwefel",,,,,,,,,,,,,,,,
92,"GR/","גֵּר I","gēr","Fremdling, Gast",,,,,,,,,,,,,,,,
1,"GR=/","גִּר II","gir","Kalk",,,,,,,,,,,,,,,,
9,"GR>/","גֵּרָא ","gērāˀ","Gera",,,,,,,,,,,,,,,,
3,"GRB/","גָּרָב I","gārāv","Aussatz, Krätze",,,,,,,,,,,,,,,,
3,"GRB=/","גָּרֵב II","gārēv","Gareb",,,,,,,,,,,,,,,,
1,"GRGR/","גַּרְגַּר ","gargar","Olive",,,,,,,,,,,,,,,,
4,"GRGRT/","גַּרְגְּרֹת ","gargᵊrōt","Gurgel, Kehle",,,,,,,,,,,,,,,,
7,"GRGCJ/","גִּרְגָּשִׁי ","girgāšî","Girgaschiter",,,,,,,,,,,,,,,,
1,"GRD[","גרד ","GRD",,,,,,"sich schaben",,,,,,,,,,,
5,"GRH/","גֵּרָה I","gērāʰ","Gera <Maß>",,,,,,,,,,,,,,,,
11,"GRH=/","גֵּרָה II","gērāʰ","Wiedergekäutes",,,,,,,,,,,,,,,,
14,"GRH[","גרה ","GRH",,,,"erregen",,"sich erregen",,,,,,,,,,,
8,"GRWN/","גָּרֹון ","gārôn","Kehle",,,,,,,,,,,,,,,,
1,"GRWT/","גֵּרוּת ","gērût","Herberge",,,,,,,,,,,,,,,,
1,"GRZ[","גרז ","GRZ",,,"abgeschnitten sein",,,,,,,,,,,,,,
4,"GRZJM/","גְּרִזִים ","gᵊrizîm","Garizim",,,,,,,,,,,,,,,,
4,"GRZN/","גַּרְזֶן ","garzen","Axt",,,,,,,,,,,,,,,,
5,"GRM/","גֶּרֶם ","gerem","Knochen",,,,,,,,,,,,,,,,
3,"GRM[","גרם ","GRM",,"abnagen",,"abnagen",,,,,,,,,,,,,
1,"GRMJ/","גַּרְמִי ","garmî","Garmiter",,,,,,,,,,,,,,,,
34,"GRN/","גֹּרֶן ","gōren","Dreschplatz",,,,,,,,,,,,,,,,
2,"GRS[","גרס ","GRS",,"sich zerreiben",,,,,"sich zerreiben lassen",,,,,,,,,,
22,"GR<[","גרע ","GRʕ",,"abnehmen, verkürzen","abgenommen, verkürzt werden","abziehen",,,,,,,,,,,,,
1,"GRP[","גרף ","GRF",,"wegspülen",,,,,,,,,,,,,,,
10,"GRR/","גְּרָר ","gᵊrār","Gerar",,,,,,,,,,,,,,,,
4,"GRR[","גרר ","GRR",,"fortreißen; wiederkäuen","fortreißen; wiederkäuen",,"fortreißen; wiederkäuen",,,,,,,,,,,,
1,"GRC/","גֶּרֶשׁ ","gereš","Ertrag",,,,,,,,,,,,,,,,
47,"GRC[","גרשׁ ","GRŠ",,"vertreiben","vertrieben werden","vertreiben","vertrieben werden",,,,,,,,,,,,
2,"GRF/","גֶּרֶשׂ ","gereś","Grütze",,,,,,,,,,,,,,,,
1,"GRCH/","גְּרֻשָׁה ","gᵊrušāʰ","Enteignung",,,,,,,,,,,,,,,,
17,"GRCWN/","גֵּרְשֹׁון ","gērᵊšôn","Gerschon",,,,,,,,,,,,,,,,
14,"GRCM/","גֵּרְשֹׁם ","gērᵊšōm","Gerschom",,,,,,,,,,,,,,,,
13,"GRCNJ/","גֵּרְשֻׁנִּי ","gērᵊšunnî","Gerschoniter",,,,,,,,,,,,,,,,
9,"GCWR/","גְּשׁוּר ","gᵊšûr","Geschur",,,,,,,,,,,,,,,,
6,"GCWRJ/","גְּשׁוּרִי ","gᵊšûrî","Geschuriter",,,,,,,,,,,,,,,,
35,"GCM/","גֶּשֶׁם I","gešem","Regen",,,,,,,,,,,,,,,,
3,"GCM=/","גֶּשֶׁם II","gešem","Geschem",,,,,,,,,,,,,,,,
1,"GCM==/","גֹּשֶׁם III","gōšem","<unklar>",,,,,,,,,,,,,,,,
1,"GCM[","גשׁם ","GŠM",,,,,,,"regnen lassen",,,,,,,,,,
1,"GCMW/","גַּשְׁמוּ ","gašmû","Geschem",,,,,,,,,,,,,,,,
15,"GCN/","גֹּשֶׁן ","gōšen","Goschen",,,,,,,,,,,,,,,,
1,"GCP>/","גִּשְׁפָּא ","gišpāˀ","Gischpa",,,,,,,,,,,,,,,,
2,"GCC[","גשׁשׁ ","GŠŠ",,,,"tasten",,,,,,,,,,,,,
6,"GT/","גַּת I","gat","Kelter",,,,,,,,,,,,,,,,
33,"GT=/","גַּת II","gat","Gat",,,,,,,,,,,,,,,,
1,"GT_HXPR/","גַּת הַחֵפֶר ","gat haḥēfer","Gat-Hefer",,,,,,,,,,,,,,,,
4,"GT_RMWN/","גַּת רִמֹּון ","gat rimmôn","Gat-Rimmon",,,,,,,,,,,,,,,,
10,"GTJ/","גִּתִּי ","gittî","Gatiter",,,,,,,,,,,,,,,,
2,"GTJM/","גִּתַּיִם ","gittayim","Gittajim",,,,,,,,,,,,,,,,
3,"GTJT/","גִּתִּית ","gittît","<musikalische Angabe>",,,,,,,,,,,,,,,,
2,"GTR/","גֶּתֶר ","geter","Geter",,,,,,,,,,,,,,,,
3,"D>B[","דאב ","DʔV",,"verschmachten",,,,,,,,,,,,,,,
1,"D>BH/","דְּאָבָה ","dᵊʔāvāʰ","Verzagen, Schrecken",,,,,,,,,,,,,,,,
1,"D>BWN/","דְּאָבֹון ","dᵊʔāvôn","Verzagen",,,,,,,,,,,,,,,,
6,"D>G/","דֹּאֵג ","dōʔēg","Doëg",,,,,,,,,,,,,,,,
7,"D>G[","דאג ","DʔG",,"fürchten, sich fürchten",,,,,,,,,,,,,,,
6,"D>GH/","דְּאָגָה ","dᵊʔāgāʰ","Kummer, Sorge, Furcht",,,,,,,,,,,,,,,,
1,"D>H/","דָּאָה ","dāʔāʰ","roter Milan",,,,,,,,,,,,,,,,
